CASRN,Substance name,HSNO code,HSNO classification text,GHS translation,Key study
_v0_10026-24-1,"Cobalt sulphate, heptahydrate, >10 - 24% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"REMARK: Classification calculated using the hazard classification of the pure substance (CAS # 10026-24-1) and mixture rules.
"
_v0_10026-24-1,"Cobalt sulphate, heptahydrate, >10 - 24% in a non hazardous diluent",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2,"REMARK: Classification calculated using the hazard classification of the pure substance (CAS # 10026-24-1) and mixture rules.
"
_v0_10026-24-1,"Cobalt sulphate, heptahydrate, >10 - 24% in a non hazardous diluent",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2,"REMARK: Classification calculated using the hazard classification of the pure substance (CAS # 10026-24-1) and mixture rules.
"
_v0_10026-24-1,"Cobalt sulphate, heptahydrate, >10 - 24% in a non hazardous diluent",6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
This Classification is based on the pure substance, mixture rules and point estimates."
_v0_10026-24-1,"Cobalt sulphate, heptahydrate, >10 - 24% in a non hazardous diluent",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
This Classification is based on the pure substance, mixture rules and point estimates."
_v0_10026-24-1,"Cobalt sulphate, heptahydrate, >10 - 24% in a non hazardous diluent",9.1B (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_10026-24-1,"Cobalt sulphate, heptahydrate, >10 - 24% in a non hazardous diluent",9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_10026-24-1,"Cobalt sulphate, heptahydrate, >10 - 24% in a non hazardous diluent",9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_10026-24-1,"Cobalt sulphate, heptahydrate, >10 - 24% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"REMARK: Classification calculated using the hazard classification of the pure substance (CAS # 10026-24-1) and mixture rules.
"
_v0_10034-81-8,"Magnesium perchlorate, >25% in a non hazardous diluent",5.1.1B,Oxidising substances that are liquids or solids: medium hazard,GHS: Oxidizing liquids/solids - Category 2,
_v0_10034-81-8,"Magnesium perchlorate, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_10034-81-8,"Magnesium perchlorate, >25% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_10034-81-8,"Magnesium perchlorate, >25% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_10034-81-8,"Magnesium perchlorate, >25% in a non hazardous diluent",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
REMARK: This classification is based on the pure substance and mixture rules. 
"
_v0_10034-81-8,"Magnesium perchlorate, >25% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_10034-85-2,"Hydriodic acid, 57-67% aqueous solution",6.1B (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 2,"Inhalation Form:vapour<br/> SPECIES: Mouse
ENDPOINT: LC50
VALUE: 1.35 mg/l
REFERENCE SOURCE: Lewis, R.J. Saxs Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996. 1834 **PEER REVIEWED** [HSDB]

REMARK: 407 ppm = 1347 mg/m3 = 1.35 mg/l
"
_v0_10034-85-2,"Hydriodic acid, 57-67% aqueous solution",6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: LOAEL     
Primary Organ: 
Inhalation of hydrogen iodide causes irritation of the upper respiratory tract, and a concentration of about 35 ppm causes irritation of the throat after short exposure. More severe exposures result in pulmonary edema, and often in laryngeal edema. [Braker W, Mossman A; Matheson Gas Data Book 6th Ed p.398 (1980)]**PEER REVIEWED**
[HSDB]
"
_v0_10034-85-2,"Hydriodic acid, 57-67% aqueous solution",8.1A,Corrosive to metals,GHS: Corrosive to metals - Category 1,"0.1 molar solution, pH= 1 [Budavari, S. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Whitehouse Station, NJ: Merck and Co., Inc., 1996. 817]**PEER REVIEWED**
[HSDB]
"
_v0_10034-85-2,"Hydriodic acid, 57-67% aqueous solution",8.2B,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1B,"SPECIES:
RESULT: Severe irritant 
REFERENCE SOURCE: Braker W, Mossman A; Matheson Gas Data Book 6th Ed p.398 (1980) **PEER REVIEWED** [HSDB]
"
_v0_10034-85-2,"Hydriodic acid, 57-67% aqueous solution",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"SPECIES:
RESULT: Corrosive 
REFERENCE SOURCE:
http://www.camd.lsu.edu/msds/h/hydrogen_iodide.htm#Toxcity [GOOGLE]
"
_v0_10034-85-2,"Hydriodic acid, 57-67% aqueous solution",9.3C,Harmful to terrestrial vertebrates,,EXPERT JUDGEMENT: Classifiation based on corrosivity at pH 1.
_v0_10034-96-5,"Manganese (II) sulphate, monohydrate, >26% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_10034-96-5,"Manganese (II) sulphate, monohydrate, >26% in a non hazardous diluent",6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
R PHRASE: R48 [Company data]
"
_v0_10034-96-5,"Manganese (II) sulphate, monohydrate, >26% in a non hazardous diluent",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
R PHRASE: R48 [Company data]
"
_v0_10034-96-5,"Manganese (II) sulphate, monohydrate, >26% in a non hazardous diluent",9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_10034-96-5,"Manganese (II) sulphate, monohydrate, >26% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"REMARK: Referenced to manganese sulphate (CAS # 7785-87-7).
"
_v0_10035-04-8,"Calcium chloride dihydrate, >10 - 24% in a non hazardous diluent",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5,"Classification based on the parent record and mixture rules.
"
_v0_10035-04-8,"Calcium chloride dihydrate, >10 - 24% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_10035-04-8,"Calcium chloride dihydrate, >10 - 24% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_10039-54-0,"Hydroxylammonium sulphate, =5 - 9%in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"R PHRASE: R 43 [Company Data]

"
_v0_10039-54-0,"Hydroxylammonium sulphate, =5 - 9%in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
"
_v0_10039-54-0,"Hydroxylammonium sulphate, =5 - 9%in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,
_v0_10039-54-0,"Hydroxylammonium sulphate, =5 - 9%in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,
_v0_10039-54-0,"Hydroxylammonium sulphate, =5 - 9%in a non hazardous diluent",9.1B (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_10039-54-0,"Hydroxylammonium sulphate, =5 - 9%in a non hazardous diluent",9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_10039-54-0,"Hydroxylammonium sulphate, =5 - 9%in a non hazardous diluent",9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_10039-54-0,"Hydroxylammonium sulphate, >10 - 24% in a non hazardous diluent",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5,"Classification based on the parent record and mixture rules.
"
_v1_10039-54-0,"Hydroxylammonium sulphate, >10 - 24% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"R PHRASE: R 43. [Company data]
"
_v1_10039-54-0,"Hydroxylammonium sulphate, >10 - 24% in a non hazardous diluent",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
"
_v1_10039-54-0,"Hydroxylammonium sulphate, >10 - 24% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,
_v1_10039-54-0,"Hydroxylammonium sulphate, >10 - 24% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,
_v1_10039-54-0,"Hydroxylammonium sulphate, >10 - 24% in a non hazardous diluent",9.1B (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_10039-54-0,"Hydroxylammonium sulphate, >10 - 24% in a non hazardous diluent",9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_10039-54-0,"Hydroxylammonium sulphate, >10 - 24% in a non hazardous diluent",9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"Classification based on parent record and mixture rules. 

Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_10039-54-0,"Hydroxylammonium sulphate, >26% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v2_10039-54-0,"Hydroxylammonium sulphate, >26% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"R PHRASE: R 43. [Company data]
"
_v2_10039-54-0,"Hydroxylammonium sulphate, >26% in a non hazardous diluent",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
"
_v2_10039-54-0,"Hydroxylammonium sulphate, >26% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,
_v2_10039-54-0,"Hydroxylammonium sulphate, >26% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,
_v2_10039-54-0,"Hydroxylammonium sulphate, >26% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R50 [Company data]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_10039-54-0,"Hydroxylammonium sulphate, >26% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R50 [Company data]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_10039-54-0,"Hydroxylammonium sulphate, >26% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R50 [Company data]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_10039-54-0,"Hydroxylammonium sulphate, >26% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,R-PHRASE: R 22. [Company data]
_v0_10045-94-0,"Mercury (II) nitrate, >10 - 25% in a non hazardous diluent",6.1B (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 2,"Classification based on the parent record and mixture rules.
"
_v0_10045-94-0,"Mercury (II) nitrate, >10 - 25% in a non hazardous diluent",6.9B (dermal),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: This substance was classified using the pure substance and mixture rules.
"
_v0_10045-94-0,"Mercury (II) nitrate, >10 - 25% in a non hazardous diluent",6.9B (inhalation),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: This substance was classified using the pure substance and mixture rules.
"
_v0_10045-94-0,"Mercury (II) nitrate, >10 - 25% in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: This substance was classified using the pure substance and mixture rules.
"
_v0_10045-94-0,"Mercury (II) nitrate, >10 - 25% in a non hazardous diluent",9.3A,Very ecotoxic to terrestrial vertebrates,,"REMARK: Classification based on  pure substance (Mercury (II) nitrate, CAS # 10045-94-0) and mixture rules."
_v0_10049-04-4,"Chlorine dioxide, >26% in a non hazardous gaseous diluent",5.1.2A,Oxidising substances that are gases,GHS: Oxidizing gases - Category 1,
_v0_10049-04-4,"Chlorine dioxide, >26% in a non hazardous gaseous diluent",6.1A (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 1,Inhalation Form:<br/> Classification based on parent record and mixture rules. 
_v0_10049-04-4,"Chlorine dioxide, >26% in a non hazardous gaseous diluent",6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
Classification based on parent record and mixture rules. "
_v0_10049-04-4,"Chlorine dioxide, >26% in a non hazardous gaseous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_10049-04-4,"Chlorine dioxide, >26% in a non hazardous gaseous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_10049-04-4,"Chlorine dioxide, >26% in a non hazardous gaseous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_10049-04-4,"Chlorine dioxide, >26% in a non hazardous gaseous diluent",9.2A,Very ecotoxic in the soil environment,,"Expert judgement: USEPA: Chlorine dioxide and sodium chlorite are active ingredients in numerous products used in the control of bacteria, fungi, and algal slimes. In addition, chlorine dioxide and sodium chlorite are used as material preservatives and as disinfectants. At this time, products containing chlorine dioxide and sodium chlorite are intended for agricultural, commercial, industrial, medical and residential use. The agricultural premises and equipment uses include the disinfection of hard surfaces and equipment (such as hatching facilities and mushroom houses).
US Department of Agriculture: Chlorine dioxide gas was also demonstrated to reduce pests in soil, such as nematodes, fungi and weeds that are detrimental to plants, and could be a potential alternative for methyl bromide, a widely used soil fumigant.

Soil DT 50 > 30 days: ND
"
_v0_10049-04-4,"Chlorine dioxide, >26% in a non hazardous gaseous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_10060-12-5,"Chromium (III) chloride, hexahydrate, >10 - 24% in a non hazardous diluent",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5,"Classification based on the parent record and mixture rules.
"
_v0_10099-74-8,"Lead nitrate, 5 - 10% in a non hazardous diluent",5.1.1B,Oxidising substances that are liquids or solids: medium hazard,GHS: Oxidizing liquids/solids - Category 2,
_v0_10099-74-8,"Lead nitrate, 5 - 10% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_10099-74-8,"Lead nitrate, 5 - 10% in a non hazardous diluent",6.6B,Suspected human mutagens,GHS: Germ cell mutagenicity - Category 2,
_v0_10099-74-8,"Lead nitrate, 5 - 10% in a non hazardous diluent",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_10099-74-8,"Lead nitrate, 5 - 10% in a non hazardous diluent",6.8A,Known or presumed human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_10099-74-8,"Lead nitrate, 5 - 10% in a non hazardous diluent",6.9B (dermal),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
"
_v0_10099-74-8,"Lead nitrate, 5 - 10% in a non hazardous diluent",6.9B (inhalation),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: Classification based on pure substance, mixture rules and point estimates."
_v0_10099-74-8,"Lead nitrate, 5 - 10% in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: Classification based on pure substance, mixture rules and point estimates."
_v0_10099-74-8,"Lead nitrate, 5 - 10% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_10099-74-8,"Lead nitrate, 5 - 10% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_10099-74-8,"Lead nitrate, 5 - 10% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_101-38-2,"2,6-Dichloroquinone-4-chloroimide, >10% in a non hazardous diluent",4.1.2C,Self Reactive Substances: type C,GHS: Self-reactive substances and mixtures - Type C,
_v0_101-38-2,"2,6-Dichloroquinone-4-chloroimide, >10% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"R-PHRASE: R 36/  38. [Company data]
"
_v0_101-38-2,"2,6-Dichloroquinone-4-chloroimide, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R-PHRASE: R 36/ 38. [Chemwatch]
"
_v0_101-68-8,"Methylene diphenyl diisocyanate, >10% in a non hazardous diluent",6.1B (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 2,"Classification based on the parent record and mixture rules.
"
_v0_101-68-8,"Methylene diphenyl diisocyanate, >10% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_101-68-8,"Methylene diphenyl diisocyanate, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_101-68-8,"Methylene diphenyl diisocyanate, >10% in a non hazardous diluent",6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1,"Classifications based on the pure chemical classification and mixture rules. 
"
_v0_101-68-8,"Methylene diphenyl diisocyanate, >10% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"Classifications based on the pure chemical classification and mixture rules. 
"
_v0_101-68-8,"Methylene diphenyl diisocyanate, >10% in a non hazardous diluent",6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
This Classification is based on the pure substance, mixture rules and point estimates."
_v0_101-68-8,"Methylene diphenyl diisocyanate, >10% in a non hazardous diluent",9.3A,Very ecotoxic to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_101-77-9,"4,4'-Diaminodiphenylmethane, >26% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"R PHRASE: R 43 [ECB]
"
_v1_101-77-9,"4,4'-Diaminodiphenylmethane, >26% in a non hazardous diluent",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2,"R PHRASE: R 45 [ECB]
"
