CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
609-89-2,"2,4-dichloro-6-nitrophenol",Specific target organs/systemic toxicity following single exposure,Classification not possible,-,-,-,No data available.,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
298-81-7,"9-Methoxy-7H-furo[3,2-g][1]benzopyran-7-one; Methoxsalen",Specific target organs/systemic toxicity following single exposure,Category 2 (nervous system),,,,"Based on the evidence from animal studies including ""spasm, altered locomotor activity, ataxia"" (RTECS (2005)). The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 2.
","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6423-43-4,"1,2-Propanediol, dinitrate",Specific target organs/systemic toxicity following single exposure,"Category 1 (nervous system, cardiovascular system ); Category 2 (blood system)",Health hazard,"Danger; Warning","Cause damage to organs (nervous system, cardiovascular system ); May cause damage to organs (blood system)","Due to the descriptions that the effect to nervous system in human (disruption in the organization of the visual evoked response) was observed in exposure example of human in ACGIH (7th, 2001) and PATTY (4th, 1994), that the hypotension was observed in the range of guidance value of Category 1 in the dermal dose study using the rat in PATTY (4th, 1994), and that the effects to the blood was observed in the range of guidance value of Category 2 in the inhalation exposure study using the rat in PATTY (4th, 1994). So they were classified into Category 1 (nervous system, blood vessel) and Catgory 2 (blood).","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
137-05-3,mecrilate,Specific target organs/systemic toxicity following single exposure,Category 3 (respiratory tract irritation),Exclamation mark,Warning,May cause respiratory irritation or may cause drowsiness and dizziness (respiratory tract irritation),"Since the throat and bronchial irritation in humans was reported (CICAD, 2001), it is classified into Category 3 (respiratory irritation).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-50-3,p-Phenylenediamine,Specific target organs/systemic toxicity following single exposure,"Category 1 (muscles, kidneys)",,,,"Based on the human evidence including ""acute renal failure due to rhabdomyolysis"" (MOE Risk Assessment vol. 3 (2004)), ""necrosis of the muscle tissue,"" ""rhabdomyolysis"" (CERI Hazard Data 2001-31 (2002)), ""rhabdomyolysis"" (ACGIH (7th, 2001)), and the evidence from animal studies including ""rhabdomyolysis,"" ""necrosis of the skeletal muscles"" (CERI Hazard Data 2001-31 (2002)), ""died from acute renal failure caused by rhabdomyolysis"" (MOE Risk Assessment vol. 3 (2004)), ""kidney damage is due to distal renal tubular blockage caused by myoglobin cast"" (HSDB (2005)). Although kidney effects are considered secondary, renal failure can be a direct cause of death, so it was included in the target organ list. The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 1.  
","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
65907-30-4,"2,3-dihydro-2,2-dimethyl-7-benzofuryl 2,4-dimethyl-6-oxa-5-oxo-3-thia-2,4-diazadecanoate",Specific target organs/systemic toxicity following single exposure,"Category 1 (systemic toxicity, nervous system)",Health hazard,Danger,"Cause damage to organs (systemic toxicity, nervous system)","There is a report that symptoms, such as decrease in locomotor activity, motor ataxia, tremors, bloody tears, contraction of the pupil, protrusion of the eyeballs, gasping, lacrimation, convulsions, excessive urination, dyspnea, salivation, swelling of the neck, marks of bite wounds on the tongue, nasal discharge and bleeding in the mouth, were observed at the dosages (5.9-186.0mg/kg) within the guidance values of Category 1 (Agricultural Chemical Registration Data). It is also reported that symptoms, such as locomotor activity, motor ataxia, tremors, lacrimation, convulsions, excessive urination and salivation, were observed at the dosages (8.0-253.0mg/kg) within the guidance values for Category 1 (Agricultural Chemical Registration Data). The substance was classified as Category 1 (systemic, nervous system) based on this information.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
66230-04-4,Esfenvalerate,Specific target organs/systemic toxicity following single exposure,Category 1 (nervous system); Category 3 (respiratory tract irritation),Health hazard,Danger,Cause damage to organs (nervous system); May cause respiratory irritation or may cause drowsiness and dizziness (respiratory tract irritation),"It was considered as Category 1(nerve systems) and Category 3 (respiratory irritant) based on the description that in a rat, at the dose which is equivalent to Category 1 in a guidance value the effect on unusual spasms, muscle fibrillation, ataxie, tremor and limb palsy, and nervous systems are observed (JMPR (2002)), and it affects the human nervous system, and stimulates mildly the airway (ICSC (2004)). In addition, also refer to a fenvalerate (ID 269, Chemical Abstracts Service: 51630-58-1).","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
79-44-7,Dimethyl carbamyl chloride,Specific target organs/systemic toxicity following single exposure,Category 3 (respiratory tract irritation),Exclamation mark,Warning,May cause respiratory irritation or may cause drowsiness and dizziness (respiratory tract irritation),"Rat inhalation experiment results damages to nasal mucosa, throat and lungs (IARC 71 (1999)). But we does not classify it into Category 1 and 2 because there is no description about exposure concentration to be compared with the guidance value. HSFS (1998) has the descriptions of ""respiratory irritation"" and ""headache, nausea and vomiting."". We classified it as ""Category 3 (respiratory irritation).""","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
555-34-0,trisodium trioxalatoferrate,Specific target organs/systemic toxicity following single exposure,Category 3 (respiratory tract irritation),Exclamation mark,Warning,May cause respiratory irritation or may cause drowsiness and dizziness (respiratory tract irritation),"No data available.
NOTE: Classified into Category 3(Respiratory tract irritation). It is based on the evidence that soluble inorganic nickel compounds are respiratory tract irritants (ACGIH-TLV (2004)). See oxalic acid (ID No.0595, CAS No.144-62-7).","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-73-8,"2,4-Dichlorotoluene",Specific target organs/systemic toxicity following single exposure,Category 3(Narcotic effects),Exclamation mark,Warning,(Narcotic effects) May cause drowsiness or dizziness,"The single-dose oral study of rats has a description that ""the effect by administration of test article was not deemed but diminished spontaneous activity and staggering gaits were foreseen"" in the necropsy and histopathological examinations (Health, Labor and Welfare Ministry reports (Access on September 2008)), and another description that ""procumbent, tremor, decay, motor ataxia, labored breathing, the blood lump of the nasal cavity circumference, the urinary stain, etc. were foreseen"" in the single-dose forcible oral administration study of male rats (HSDB (2003)). Furthermore, as for human accidents cases, the 2007 Health, Labor and Welfare Ministry home page (http://www.mhlw.go.jp/bunya/roudoukijun/anzeneisei10/12.html) has a description that ""Since an automatics scales did not operate appropriately during the work to fill up drum cans with the drug, 2,4-dichlorotoluene began to leak from gaps of inlets of filling nozzle of drum can, and while wiping the leaked 2,4-dichlorotoluene with a rag, the worker inhaled 2,4-dichlorotoluene steam of this rag and became poisoned. ""As mentioned above, it was classified into Category 3 (Narcotic effects). ",2009.3.31
3811-04-9,Potassium chlorate,Specific target organs/systemic toxicity following single exposure,"Category 2 (kidneys, blood system); Category 3 (respiratory tract irritation)",Health hazard,Warning,"May cause damage to organs (kidneys, blood system); May cause respiratory irritation or may cause drowsiness and dizziness (respiratory tract irritation)","It was considered as Category 2 (kidney, blood) and Category 3 (respiratory irritant) based on the description of the influence on the kidney to the humans in Priority 2 document (SITTIG, 4th, 2002; ICSC, 1998; HSDB, 2002), the description of influence on blood (ICSC, 1998; HSFS, 2004; HSDB, 2002), and the description of respiratory tract irritation (SITTIG, 4th, 2002; ICSC, 1998).","Mar. 23, 2006"
598-78-7,"Propionic acid, 2-chloro-",Specific target organs/systemic toxicity following single exposure,"Category 2 (respiratory, nervous system)",Health hazard,Warning,"May cause damage to organs (respiratory, nervous system)","The effects (pulmonary function decline, dyspnea, pleuritic chest pains, pulmonary edemas, bronchospasm, pneumonia, tracheobronchitis) on respiratory organs are indicated in humans (HSDB (2005)). It is indicated that the neurotoxicity by deletion of cerebellar cortex granulosa cells is developed in rat by the dosage of guidance value within the limits in Category 2 (IUCLID (2000)). It is indicated that there is the possibility of respiratory irritant to human (ACGIH (2001)). Based on these results, it was classified into Category 2 (the respiratory system, nervous system).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-31-9,Hydroquinone,Specific target organs/systemic toxicity following single exposure,Category 3(Narcotic effects),Exclamation mark,Warning,May cause drowsiness or dizziness,"""Category 1 (central nervous systems)"" is corrected to ""segment 3 (Narcotic effects)"", as symptom is recovering thus is temporary. The rat case cited by the three-ministry GHS classification about ""Category 1 (kidney)"" is a case with a system difference and sex difference. Therefore, it is thought unreasonable to apply this to the decision of primates (humans) which species is different. Since human cases don't show neither harmful clinical influence nor change of blood and urine, it is judged that removal of kidney is appropriate. ",39441.0
86-88-4,antu,Specific target organs/systemic toxicity following single exposure,Category 1 (lung),Health hazard,Danger,Cause damage to organs (lung),"From description in ACGIH (7th, 2001) and IARC 30 (1983) that respiratory distress was seen in the example of human oral ingestion, description in ACGIH (7th, 2001) that respiratory distress and pleural effusion were seen in the oral study using rats, and description in IARC 30 (1983) that the causes of death of the rats were pleural effusion and hydrothorax, so target organ was thought to be lung, and was set as Category 1 (pneumoconiosis).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1694-09-3,"[4-[[4-(dimethylamino)phenyl][4-[ethyl(3-sulphonatobenzyl)amino]phenyl]methylene]cyclohexa-2,5-dien-1-ylidene](ethyl)(3-sulphonatobenzyl)ammonium, sodium salt",Specific target organs/systemic toxicity following single exposure,Classification not possible,-,-,-,Insufficient data available.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
13067-93-1,cyanofenphos,Specific target organs/systemic toxicity following single exposure,Classification not possible,-,-,-,Insufficient data available.,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
10294-40-3,Barium chromate,Specific target organs/systemic toxicity following single exposure,Classification not possible,,,,"No data available

The acute toxicity of hexavalent chromium compounds manifests as ""cough, yellow-green phlegm, dyspnea, pulmonary congestion, vomiting (yellow-green mucus), gastralgia, diarrhea, nausea, vomiting, hepatic damage, renal damage"" (CERI Hazard Data 97-18 (1998)).

Refer to the GHS classification result of potassium dichromate (ID 0262, CAS 7778-50-09).
","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-71-8,"Methane, dichlorodifluoro-",Specific target organs/systemic toxicity following single exposure,Classification not possible,-,-,-,"Although conrtraction, tremor, absent reflex, and loss of the corneal reflex were observed in the rat, it recovered after the end of exposure. Every value was beyond the guidance value by far. Although effects on whole body are indicated at high concentrations in humans, they are mixed in some literatures (CERI Hazard Data (1998), DFGOT 5th, (1993), PATTY (5th, 2005), EHS113 (1990)). And a specific effect cannot be mentioned. Therefore, it cannot be classified.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1333-82-0,Chromium trioxide,Specific target organs/systemic toxicity following single exposure,Classification not possible,,,,"No data available
The acute toxicity of hexavalent chromium compounds manifests as ""cough, yellow-green phlegm, dyspnea, pulmonary congestion, vomiting (yellow-green mucus), gastralgia, diarrhea, nausea, vomiting, hepatic damage, renal damage"" (CERI Hazard Data 97-18 (1998)).

Refer to the GHS classification result of potassium dichromate (ID 0262, CAS 7778-50-09).
","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
14486-20-5,antimony(3+) tetrafluoroborate(1-),Specific target organs/systemic toxicity following single exposure,Category 3 (respiratory tract irritation),Exclamation mark,Warning,May cause respiratory irritation or may cause drowsiness and dizziness (respiratory tract irritation),"There is a report in ACGIH-TLV(2005), a Priority 1 document, of airway irritant properties in the forms of a fluoride and an antimony compound. The substance was classified as Category 3 (airway irritant).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
106917-52-6,"2',4-Dichloro-alpha,alpha,alpha-trifluoro-4'-nitro-m-toluenesulfonanilide; Flusulfamide",Specific target organs/systemic toxicity following single exposure,Category 1 (nervous system) ,,,,"In the available rat oral studies, clinical signs and symptoms including mydriasis, abnormal gait, sedation, lacrimation, tremors and emaciation were found (Agricultural Chemical Registration Data (1990)). These effects were observed at dosing levels within the guidance value ranges for Category 1. ","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-72-9,Chlorotrifluoromethane; CFC-13,Specific target organs/systemic toxicity following single exposure,Classification not possible,,,,Insufficient data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
26087-47-8,"S-benzyl O,O-diisopropyl phosphorothioate",Specific target organs/systemic toxicity following single exposure,Category 2 (nervous system),,,,"Based on the evidence from animal studies including, ""slow movement,"" ""prone position,"" ""tachypnea,"" ""convulsions,"" ""palpebral closure with lacrimation,"" ""piloerection,"" and ""tremors"" (Agricultural Chemical Registration Data (1979)). These effects were observed at dosing levels within the guidance value ranges for Category 2.
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
95465-99-9,cadusafos,Specific target organs/systemic toxicity following single exposure,"Category 1 (systemic toxicity, nervous system)",Health hazard,Danger,"Cause damage to organs (systemic toxicity, nervous system)","Symptoms, such as lacrimation, decrease in locomotor activity, salivation, tremors, loss of muscle strength, dyspnea, hypersensitivity, bloody tears, hematuria, fur loss and colored nasal discharge, were observed in an acute oral toxicity test in rats and mice, but all the animals recovered (Agricultural Chemical Registration Data). The substance was classified as Category 1 (systemic, nervous system) because these symptoms appeared at dosages (30-82mg/kg) within the guidance values for Category 1.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
8002-05-9,"Distillates (petroleum), solvent-refined heavy paraffinic; Distillates (petroleum), solvent-refined light naphthenic; Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based; Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based; Petroleum; Paraffin oils",Specific target organs/systemic toxicity following single exposure,Category 2 (lung),Health hazard,Warning,May cause damage to organs (lung),"There is the statement that there is the grossly, histopathological acute changes (details unknown) in dependance to dose (1.51 - 5.05mg/L) in the rat test of inhalation exposure (IUCLID (2000)), it is classified into Category 3 (lung).","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
87-66-1,pyrogallol,Specific target organs/systemic toxicity following single exposure,"Category 2(digestive system, kidney, liver, blood system, central nervous system, circulatory system), Category 3(Respiratory tract iiritation)","Health Hazard
Exclamation mark",Warning,"May cause damage to organs(digestive system, kidney, liver, blood system, central nervous system, circulatory system)
May cause respiratory irritaion","As for humans, HSDB (2003) of Priority2 indicated that it may cause gastrointestinal irritation, kidney and liver damage, hemolytic, convulsions and circulatory collapse, and ICSC (2006) has a description that ""There is Respiratory tract irritation"", therefore, it is classified into Category 2 (an digestive system, the kidney, liver, blood systems, a central nervous system, a circulatory system) and Category 3 (Respiratory tract irritation). ",2008.03.26
1321-74-0,"Benzene, diethenyl-",Specific target organs/systemic toxicity following single exposure,"Category 3 (narcotic effects, respiratory tract irritation)",Exclamation mark,Warning,"May cause respiratory irritation or may cause drowsiness and dizziness (narcotic effects, respiratory tract irritation)","In the inhalation atmospheric exposure test (7-hour single times) in five rats, nasal secretions was occured at 2340ppm exposure. In 3312ppm, ataxia, tachypnoea, eye irritation, and rhinitis were developed during exposure, and the symtoms of decreased weight and lethargic developed for more than 14 days. In 4835ppm exposure, three of five animals dead within 24 hours, and after exposure bloody urine and decreased weight were observed in the survived individual (ACGIH (2001)). Thereby, it was classified into Category 3 (anesthetic action). Moreover, the respiratory tract irritation is reported as acute symptoms by the human occupation exposures (ACGIH (2001)). So it was classified into Category 3 (respiratory irritant).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7784-41-0,potassium dihydrogenarsenate,Specific target organs/systemic toxicity following single exposure,"Category 1 (digestive system, cardiovascular system, nervous system, kidneys, liver, respiratory)",Health hazard,Danger,"Cause damage to organs (digestive system, cardiovascular system, nervous system, kidneys, liver, respiratory)","The substance was classified as Category 1 (gastrointestinal system, cardio-vascular system, nervous system, kidneys, liver, respiratory system). Based on the following reports that it affects gastrointestinal tracts, cardio-vascular system, central nervous systems and kidneys, and may cause serious gastroenteritis, body fluid and electrolyte losses, cardiac and renal obstacle, collapse and shock (ICSC (J) 1999), and that in the forms of the arsenic and inorganic arsenic compounds it causes ""symptoms in the gastrointestinal organs, disorders in the functions of the cardio-vascular and nervous systems, myelosuppression, alteration in the blood system and nephropathy"" in humans (EHC 224 (2001)), and that it affects the liver, upper airways and lungs (ACGIH (7th, 2001)).","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-02-0,Nickel,Specific target organs/systemic toxicity following single exposure,"Category 1 (respiratory organs, kidneys)",,,,"Based on the human evidence including ""alveolar wall damage, alveolar edema and significant renal tubular necrosis"" (ATSDR (2005)).
The acute toxicity of nickel compounds manifests in humans as ""nausea, diarrhea, dizziness, headache"" (ECETOC TR33 (1989)).
","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
603-34-9,triphenylamine,Specific target organs/systemic toxicity following single exposure,Classification not possible,-,-,-,No data available.,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
76-44-8,heptachlor,Specific target organs/systemic toxicity following single exposure,"Category 1 (liver, nervous system)",Health hazard,Danger,"Cause damage to organs (liver, nervous system)","Based on the descriptions that in the oral medication test using rats a rise of irritability, shivering and the spasm were identified with the given dose of guidance value range of Category 1(PATTY (4th, 1994) and ATSDR (2005)), and that the unicellular necrosis of liver and air vessel-ization of hepatic cells were identified with the given dose of guidance value range of Category 1 in the oral midication test using rats (ATSDR (2005)),.it was set as Category 1 (liver, nervous system).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
90-04-0,"Aniline, 2-methoxy-",Specific target organs/systemic toxicity following single exposure,"Category 2 (central nervous system, blood system)",Health hazard,Warning,"May cause damage to organs (central nervous system, blood system)","After more than 690mg/kg of the substance was orally administered to rats, vascular stasis and increase in methaemoglobin level as well as central symptoms, such as curling up, staggering, decrease in locomotor activity, vertigo (DFGOT vol.10 (1998), EU-RAR (2002)), cyanosis (EU-RAR (2002)) were observed. Central symptoms were slightly observed after the exposure to 3.87mg/L by inhalation (DFGOT vol.10 (1998)). The substance was classified as Category 2 (central nervous system, blood) based on these results.","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
75-12-7,Formamide,Specific target organs/systemic toxicity following single exposure,Classification not possible,-,-,-,"There was a description in ACGIH (7th, 2001) referring to that toxic phenomena were not confirmed at high concentrations beyond the guidance value limits of Category 2 in mist inhalation exposure tests using rats, while there is no other data, and determined that it cannot be classified as out of Category because of lack of data.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
