CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
10049-04-4,Chlorine dioxide,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Classified into Category 1, since acute toxicity was Category 1, and behavior in water and bioaccumulative potential are unknown.","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
100784-20-1,"Methyl 3-chloro-5-(4,6-dimethoxy-2-pyrimidinylcarbamoylsulfamoyl)-1-methylpyrazole-4-carboxylate",Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (log Kow=-0.02(PHYSPROP Database, 2005)), since there was no rapidly degrading (BIOWIN), it was classified into Category 1.","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
10099-74-8,Lead dinitrate,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Since although acute toxicity was Category 1 and bio-accumulation was low (BCF=250 (existing chemical safety inspections data)), it was a metallic compound, and  the underwater action was unknown, it was classified into Category 1.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-14-4,"3,3'-Dichloro-4,4'-diaminodiphenylmethane",Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (BCF=398(Existing Chemical Safety Inspections Data, )), since there was no rapidly degrading (the decomposition by BOD: 0%(Existing Chemical Safety Inspections Data)), it was classified into Category 1.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
101-77-9,"4,4'-Methylenedianiline",Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (BCF=15(Existing Chemical Safety Inspections Data, )), since there was no rapidly degrading (the decomposition by BOD: 0%(Existing Chemical Safety Inspections Data)), it was classified into Category 1.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-84-8,Diphenyl ether,Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Classified into Category 2, since acute toxicity was Category 2,  not rapidly degrading (BOD: 6.3% (existing chemical safety inspections data)), and bioaccumulative (BCF=594 (existing chemical safety inspections data)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-18-8,sodium selenite,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Classified into Category 1, since acute toxicity was Category 1, and it is a metallic compound, behavior in water is unknown., though less bioaccumulative (BCF=12 (existing chemical safety inspections data)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-45-1,Thallium nitrate,Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Since acute toxicity was Category 2 and it was a metallic compound and an underwater action and bio-accumulation were unknown, it was classified into Category 2.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-90-6,"diphosphoric acid, copper salt",Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Classified into Category 1, since acute toxicity was Category 1, and it is a metallic compound, behavior in water and bioaccumulative potential are unknown.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
10108-64-2,Cadmium chloride,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Since acute toxicity was Category 1 and it was a metallic compound, and since an underwater action and bio-accumulation were unknown, it was classified into Category 1.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10112-91-1,Dimercury dichloride,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Since acute toxicity was Category 1, there was bio-accumulation (BCF=1300 (Existing Chemical Safety Inspections Data)) and it was a metallic compound and the underwater action was unknown, it was classified into Category 1.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10124-36-4,Cadmium sulphate,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Since acute toxicity was Category 1 and it was a metallic compound, and since an underwater action and bio-accumulation were unknown, it was classified into Category 1.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10124-50-2,potassium arsonate,Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Classified into Category 3, since acute toxicity was Category 3, and it is a metallic compound, behavior in water and bioaccumulative potential are unknown.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
1014-70-6,"2,4-bis(ethylamino)-6-methylthio-1,3,5-triazine",Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (log Kow=2.8(PHYSPROP Database, 2005)), since there was no rapidly degrading (BIOWIN), it was classified into Category 1.","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
102-06-7,"1,3-diphenylguanidine",Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Since acute toxicity was Category 2 and there were no rapid degradability (not readily degradable, the decomposition by BOD(standard test method (2 weeks)): 0% (Existing Chemical Safety Inspections Data (1977)), it was classified into Category 2.",2009.3.31
102-27-2,"m-Toluidine, N-ethyl-",Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,-,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
102-81-8,2-(Di-n-butylamino)ethanol,Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Although acute toxicity was Category 3 and the bio-accumulation potential was low (BCF<39(Existing Chemical Safety Inspections Data)), since there was no rapidly degrading (the decomposition by BOD: 1%(Existing Chemical Safety Inspections Data)), it was classified into Category 3.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
102-82-9,Tributan-1-ylamine,Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Since acute toxicity was Category 2 and there were no rapid degradability (not readily degradable, the decomposition by BOD: 2% (Existing Chemical Safety Inspections Data (2002)), it was classified into Category 2.",2009.3.31
10222-01-2,"2,2-Dibromo-2-cyanoacetamide",Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Since acute toxicity was Category 1 and there were no rapid degradability (not readily degradable, the decomposition by BOD: 0%(Existing Chemical Safety Inspections Data (2008))), it was classified into Category 1.",2009.3.31
1024-57-3,heptachlor epoxide,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Classified into Category 1, since acute toxicity is Category 1, supposed not rapidly degrading (BIOWIN), and bioaccumulative (log Kow=4.98 (PHYSPROP Database, 2005)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10265-92-6,Methamidophos,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (log Kow=-0.8(PHYSPROP Database, 2005)), since there was no rapidly degrading (BIOWIN), it was classified into Category 1.","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
102851-06-9,"alpha-cyano-3-phenoxybenzyl N-(2-chloro-alpha,alpha,alpha-trifluoro-p-tolyl)-D-valinate",Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Since the acute toxicity was Category 1 and it had no rapidly degrading (BIOWIN), and bio-accumulation was unknown, it was classified into Category 1.","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
10294-26-5,disilver(1+) sulphate,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Classified into Category 1, since acute toxicity was Category 1, and it is a metallic compound, behavior in water and bioaccumulative potential are unknown.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
103-50-4,Dibenzyl ether,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (BCF=429(Existing Chemical Safety Inspections Data, )), since there was no rapidly degrading (the decomposition by BOD: 0%(Existing Chemical Safety Inspections Data)), it was classified into Category 1.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
103-69-5,N-Ethylaniline,Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Although acute toxicity was Category 2 and the bio-accumulation potential was low (BCF=13(Existing Chemical Safety Inspections Data)), since there was no rapidly degrading (the decomposition by BOD: 0%(Existing Chemical Safety Inspections Data)), it was classified into Category 2.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
103-90-2,4'-Hydroxyacetanilide,Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Although acute toxicity was Category 2, since there were no data about rapid degradability, it was classified into Category 2.",2009.3.31
10311-84-9,"2-chloro-1-phthalimidoethyl O,O-diethyl phosphorodithioate",Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Classified into Category 1, since acute toxicity is Category 1, supposed not rapidly degrading (BIOWIN), and bioaccumulative (log Kow=4.69 (PHYSPROP Database, 2005)).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10325-94-7,Cadmium nitrate,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Since acute toxicity was Category 1, there was bio-accumulation (BCF=660 (Existing Chemical Safety Inspections Data)) and it was a metallic compound and the underwater action was unknown, it was classified into Category 2.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10361-37-2,Barium chloride,Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Although acute toxicity was Category 5 and bio-accumulation was low (BCF<60 (Existing Chemical Safety Inspections Data)), since it was a metallic compound and the underwater action was unknown, it was classified into Category 3.","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
10453-86-8,"(5-Benzyl-3-furyl)methyl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropanecarboxylate",Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Since acute toxicity was Category 1 and there were no rapid degradability (not readily degradable, the decomposition by BOD: -4% (standard test method (4 weeks)) (Existing Chemical Safety Inspections Data (2007))), it was classified into Category 1.",2009.3.31
105779-78-0,"5-Chloro-N-{2-[4-(2-ethoxyethyl)-2,3-dimethylphenoxy]ethyl}-6-ethylpyrimidine-4-amine; Pylimidifen",Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Since acute toxicity was Category 1 and there was no rapidly degrading (BIOWIN), and since there wasbio-accumulation (log Kow=4.84 (PHYSPROP Database, 2005)), it was classified into Category 1.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
105827-78-9,1-[(6-Chloro-3-pyridyl)methyl]imidazolidine-2-(N-nitro)imine,Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Classified into Category 3, since acute toxicity was Category 3 and rapid degradability and bioaccumulation potential are unknown.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10588-01-9,Sodium dichromate,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Classified into Category 1, since acute toxicity was Category 1, and it is a metallic compound, behavior in water is unknown., though less bioaccumulative (BCF<36 (existing chemical safety inspections data)).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
106-41-2,p-Bromophenol,Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Although acute toxicity was Category 2 and the bio-accumulation potential was low (BCF=25(Existing Chemical Safety Inspections Data)), since there was no rapidly degrading (the decomposition by BOD: 0%(Existing Chemical Safety Inspections Data)), it was classified into Category 2.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-42-3,p-Xylene,Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Although acute toxicity was Category 2 and the bio-accumulation potential was low (log Kow=3.15(PHYSPROP Database, 2005)), since there was no rapidly degrading (the decomposition by BOD: 38%(Existing Chemical Safety Inspections Data)), it was classified into Category 2.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-47-8,p-Chloroaniline,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (log Kow=1.83(PHYSPROP Database, 2005)), since there was no rapidly degrading (the decomposition by BOD: 0%(Existing Chemical Safety Inspections Data)), it was classified into Category 1.","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-49-0,p-Toluidine,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (BCF<13(Existing Chemical Safety Inspections Data, )), since there was no rapidly degrading (the decomposition by BOD: 32%(Existing Chemical Safety Inspections Data)), it was classified into Category 1.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-50-3,p-Phenylenediamine,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (BCF=98(Existing Chemical Safety Inspections Data, )), since there was no rapidly degrading (the decomposition by BOD: 5%(Existing Chemical Safety Inspections Data)), it was classified into Category 1.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-51-4,p-benzoquinone,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Classified into Category 1, since acute toxicity was Category 1, supposed not rapidly degrading (BIOWIN), though supposed less bioaccumulative (log Kow=0.2(PHYSPROP Database, 2005)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-92-3,"1-Allyloxy-2,3-epoxypropane",Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Although acute toxicity was Category 3 and the bio-accumulation potential was low (log Kow=0.34(Existing Chemical Safety Inspections Data)), since there was no rapidly degrading (the decomposition by BOD: 37%(Existing Chemical Safety Inspections Data)), it was classified into Category 3.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-94-5,1-bromopropane,Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Since acute toxicity was Category 3 and there were no data about rapid degradability, it was classified into Category 3.",2009.3.31
10605-21-7,carbendazim(ISO),Hazardous to the aquatic environment (chronic),,,,,0.0,2008.03.26
106917-52-6,"2',4-Dichloro-alpha,alpha,alpha-trifluoro-4'-nitro-m-toluenesulfonanilide; Flusulfamide",Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (log Kow=2.8(PHYSPROP Database, 2005)), since there was no rapidly degrading (BIOWIN), it was classified into Category 1.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-02-8,Acrolein,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (log Kow=-0.01(PHYSPROP Database, 2005)), since there was no rapidly degrading (the decomposition by TOC: 0%(Existing Chemical Safety Inspections Data)), it was classified into Category 1.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-07-3,2-Chloroethanol,Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Classified into Category 2, since acute toxicity was Category 2, and rapid degradability is unknown, though supposed less bio-accumulative (log Kow=0.03(PHYSPROP Database, 2005)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-11-9,allylamine,Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Classified into Category 2, since acute toxicity was Category 2 , and not rapidly degrading (BOD: 41% (existing chemical safety inspections data)), though supposed less bio-accumulative (log Kow=0.03(PHYSPROP Database, 2005)).","Mar. 15, 2007 (Environmental Hazards: May 24, 2006)"
107-49-3,TEPP,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Classified into Category 1, since acute toxicity was Category 1, supposed not rapidly degrading (BIOWIN), though supposed less bioaccumulative (log Kow=0.45(PHYSPROP Database, 2005)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-03-2,"Propane, 1-nitro-",Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Classified into Category 3, since acute toxicity was Category 3 and not rapidly degrading (BOD of 2-nitro propane: 8% (existing chemical safety inspections data)), though less bio-accumulative (log Kow=0.87(PHYSPROP Database, 2005)).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-18-9,"2-Propanamine, N-(1-methylethyl)-",Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Classified into Category 3, since acute toxicity was Category 3 and supposed not rapidly degrading (BIOWIN), though supposed less bio-accumulative (log Kow=1.4(PHYSPROP Database, 2005)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-20-3,"Propane, 2,2'-oxybis-",Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Classified into Category 3, since acute toxicity was Category 3 and not rapidly degrading (BOD: 0% (existing chemical safety inspections data)), though less bio-accumulative (log Kow=1.52(PHYSPROP Database, 2005)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-42-9,m-Chloroaniline,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (log Kow=1.88(PHYSPROP Database, 2005)), since there was no rapidly degrading (the decomposition by BOD: 1%(Existing Chemical Safety Inspections Data)), it was classified into Category 1.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-44-1,m-Toluidine,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Classified into Category 1, since acute toxicity was Category 1, not rapidly degrading (BOD: 0% (existing chemical safety inspections data)), though supposed less bioaccumulative (log Kow=1.4(PHYSPROP Database, 2005)).","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-45-2,m-Phenylenediamine,Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Although acute toxicity was Category 2 and the bio-accumulation potential was low (BCF=24(Existing Chemical Safety Inspections Data)), since there was no rapidly degrading (the decomposition by BOD: 2%(Existing Chemical Safety Inspections Data)), it was classified into Category 2.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-60-1,bis(2-chloro-1-methylethyl) ether,Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Classified into Category 3, since acute toxicity was Category 3 and not rapidly degrading (BOD: 0% (existing chemical safety inspections data)), though less bio-accumulative (BCF=12 (existing chemical safety inspections data)).","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-67-8,"1,3,5-Trimethylbenzene",Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Although acute toxicity was Category 2 and the bio-accumulation potential was low (BCF=342(Existing Chemical Safety Inspections Data)), since there was no rapidly degrading (the decomposition by BOD: 0%(Existing Chemical Safety Inspections Data)), it was classified into Category 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-70-3,"1,3,5-Trichlorobenzene",Hazardous to the aquatic environment (chronic),0.0,,0.0,0.0,0.0,2009.3.31
108-87-2,Methyl cyclohexane,Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Classified into Category 2, since acute toxicity was Category 2 and not rapidly degrading (BOD: 0% (existing chemical safety inspections data)), though less bio-accumulative (BCF=321 (existing chemical safety inspections data)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-90-7,Chlorobenzene,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (BCF=39.6(Existing Chemical Safety Inspections Data, )), since there was no rapidly degrading (the decomposition by BOD: 5%(Existing Chemical Safety Inspections Data)), it was classified into Category 1.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
108-98-5,Thiophenol,Hazardous to the aquatic environment (chronic),Category 1,Environment,Warning,Very toxic to aquatic life with long lasting effects,"Although acute toxicity is Category 1 and bio-accumulation is low (log Kow=2.52(PHYSPROP Database, 2005)), since there was no rapidly degrading (the decomposition by BOD: 0%(Existing Chemical Safety Inspections Data)), it was classified into Category 1.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-99-6,3-Methylpyridine,Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Although acute toxicity was Category 3 and the bio-accumulation potential was low (BCF<29(Existing Chemical Safety Inspections Data)), since there was no rapidly degrading (the decomposition by BOD: 3%(Existing Chemical Safety Inspections Data)), it was classified into Category 3.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-64-8,"1,3-Dibromopropane",Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Although acute toxicity was Category 2 and the bio-accumulation potential was low (log Kow=2.37(PHYSPROP Database, 2005)), since there was no rapidly degrading (the decomposition by BOD: 48%(Existing Chemical Safety Inspections Data)), it was classified into Category 2.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-62-3,Pentanal,Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Classified into Category 3, since acute toxicity was Category 3 and rapid degradability is unknown, though supposed less bio-accumulative (log Kow=1.31 (PHYSPROP Database, 2005)).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-71-4,"1,2-dimethoxyethane",Hazardous to the aquatic environment (chronic),,,,,0.0,2008.03.17
110-83-8,Cyclohexene,Hazardous to the aquatic environment (chronic),Category 2,Environment,-,Toxic to aquatic life with long lasting effects,"Classified into Category 2, since acute toxicity was Category 2 and not rapidly degrading (BOD: 0% (existing chemical safety inspections data)), though less bio-accumulative (BCF=45 (existing chemical safety inspections data)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-88-3,"1,3,5-trioxan",Hazardous to the aquatic environment (chronic),,,,,,2008.03.26
110-91-8,Morpholine,Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Classified into Category 3, since acute toxicity was Category 3 and not rapidly degrading (BOD: 0% (existing chemical safety inspections data)), though less bio-accumulative (BCF=0.65 (existing chemical safety inspections data)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
11070-44-3,Tetrahydromethylphthalic anhydride,Hazardous to the aquatic environment (chronic),Category 3,-,-,Harmful to aquatic life with long lasting effects,"Although acute toxicity was Category 3 and the bio-accumulation potential was low (BCF<2.4(CERI Hazard Data, 2002)), since there was no rapidly degrading (the decomposition by BOD: 0%(CERI Hazard Data, 2002)), it was classified into Category 3.","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
