CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
8008-20-6,Kerosine petroleum,Aspiration hazard,Category 1,Health hazard,Danger,May be fatal if swallowed and enters airways,"Category 1 because of ""possible to cause chemical pneumonia by misswallowing of the liquid.""(ACGIH, 7th, 2001; EHC 20, 1982)","Mar. 23, 2006"
8012-95-1,"Distillates (petroleum), solvent-refined heavy paraffinic; Distillates (petroleum), solvent-refined light naphthenic; Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based; Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based; Petroleum; Paraffin oils",Aspiration hazard,Category 1,Health hazard,Danger,May be fatal if swallowed and enters airways,"It was classified into Category 1 based on the reports that ingestion of mineral oil causes the aspiration into the lungs, and as a result it occures the pneumonie huileuses or chemical pneumonia in the human (EHC 20 (1982), IARC 33 (1984), ICSC (2001), ACGIH (2001)).","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
8022-00-2,Demeton-methyl,Aspiration hazard,O-: Classification not possible; S-: Classification not possible,-,-,-,"No data available (o-, S-)","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
8052-41-3,Stoddard solvent,Aspiration hazard,Category 1,Health hazard,Danger,May be fatal if swallowed and enters airways,"Since it is a hydrocarbon, and the 25-degree C dynamic viscosity calculated from the viscosity of the white spirit is 0.87-1.94 mm2/s, and may be 20.5mm2/s or less at 40 degrees C, and there is the descriptions that the aspiration may occuree chemical pneumonia (PATTY (4th, 1994), EHC 187 (1996), and ATSDR (1995)), we classified it as Category 1.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
8065-48-3,Demeton (mixed isomers),Aspiration hazard,Mixture: Classification not possible; O-: Classification not possible; S-: Classification not possible,-,-,-,Mixture: no data available; o- and s-: no data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
9004-82-4,Sodium alpha-dodecan-1-yl-omega-(sulfonatooxy)poly(oxyethylene),Aspiration hazard,Category 1,Health Hazard,Danger,May be fatal if swallowed and enters airways,"Judging from the description about the effects to human that ""upper airway edema and dyspnea respiratory distress may be caused by inhalation""(HSDB (2002)), it was classified into Category 1. ",2009.3.31
95-47-6,o-Xylene,Aspiration hazard,Category 1,,,,"Based on the description in ICSC (J) (2002): ""May cause aspiration and chemical pneumonia if swallowed."" Based on the fact that o-xylene is a hydrocarbon and has a dynamic viscosity of 0.86mm2/s (25degC) (CERI calculated value).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-63-6,"1,2,4-Trimethylbenzene",Aspiration hazard,Category 1,Health Hazard,Danger,May be fatal if swallowed and enters airways,"ICSC (2002) shows that ""oral administration of this liquid may cause chemical pneumonitis if inhaled into the lungs."" Furthermore, the kinematic viscosity estimated from the viscosity of 1.00 cP (Chemical Engineers' Handbook) at 25degC and the density 0.872 g/cm3 at 20degC was about 1.15 mm2/s. Since the level at 40degC is expected to be <1.14 mm2/s which is lower than the guidance value of 20.5 mm2/s, it was classified into Category 1. ",2009.3.31
96-22-0,3-Pentanone,Aspiration hazard,Category 2,Health hazard,Warning,May be harmful if swallowed and enters airways,"We have a statement that the aspiration into the lungs may occure the chemical pneumonia (HSDB (2005)), and we classified it as Category 2 as it being ketone with the carbon numbers 5.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-07-7,"Benzene, (trichloromethyl)-",Aspiration hazard,Category 2,Health hazard,Warning,May be harmful if swallowed and enters airways,"Since description of ""there is a risk of causing chemical pneumonitis by aspiration in swallowing fluid ""( ICSC (J) (1995))  was judged to be described based on the evidence of humans etc., we classified into Category 2.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
98-82-8,Cumene,Aspiration hazard,Category 1,Health hazard,Danger,May be fatal if swallowed and enters airways,"It is a hydrocarbon and dynamic viscosity is not over 20.5mm [2/s ]. And, there was a description ""when the fluid is swallowed, there is a risk of chemical pneumonia by aspiration"" (ICSC(ICSC(J), (2000))). Moreover, it is classified as R65 in EU. Therefore, we classified it into Category 1.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-83-9,alpha-Methylstyrene,Aspiration hazard,Category 1,,,,Based on the fact that the substance is a hydrocarbon according to the GHS definition and has a dynamic viscosity of 1.032mm2/s (20degC).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
ID1345,Blasticiden-S-benzylaminobenzenesulfonate,Aspiration hazard,Category 1,Health hazard,Danger,May be fatal if swallowed and enters airways,"Since no data of this product, however, blasticidin S (ID 1344, CAS 2079-00-7) is classified as Category 1 because of the aspiration pneumonia as the acute symptoms in human (HSDB, 2004), we judged that this product also had the same characteristics, and we classified it as Category 1.","Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
ID723,Coal tar naphtha,Aspiration hazard,Category 1,Health hazard,Danger,May be fatal if swallowed and enters airways,"We classified it as Category 1 based on that solvent naphtha has dynamic viscosity of 0.949mm 2/s (30 degrees C) (The Solvent Pocket Book (2001)), and that Aromatic solvent A4 (boiling points 196 to 264 degrees C) showed the fatality rates of 5/10 (EHC20 (1982)). In addition, Solvent naphtha (petroleum), light arom. (Cas 64742-95-6), Solvent naphtha (petroleum) and heavy arom. (Cas 64742-94-5) are classified as R65 (may cause lung damage if swallowed.) (ESIS (2006)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
ID819,petroleum ether,Aspiration hazard,Category 1,Health hazard,Danger,May be fatal if swallowed and enters airways,"We classified it as Category 1 based on the fact that the petroleum ether contains pentane and iso hexane as the principal components (NIOSH (1997)), and the pentane is a hydrocarbon and its dynamic viscosity is 0.374mm 2/s at 20 degrees C (calculated from the viscosity 0.234 mPs-s at 20 degrees C, and the density of 0.62624g/cm3).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
ID820,Petroleum naphtha,Aspiration hazard,Category 1,Health hazard,Danger,May be fatal if swallowed and enters airways,"We classified it as Category 1 based on the statement that in all species used in the experiment, if a small quantity of petroleum solvent (petroleum naphtha) enters into the airway it causes chemical pneumonia (EHC (1982)), and based on the classification of Xn;R65 (Harmful:may cause lung damage if swallowed) for the EU categorization.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
ID821,Petroleum benzine,Aspiration hazard,Category 1,Health hazard,Danger,May be fatal if swallowed and enters airways,"Since the petroleum benzin consists of hexane and heptane, and hexane is hydrocarbon and its dynamic viscosity at 40 degrees C is 20.5mm 2/s or less, we classified it as Category 1. There is a description of chemical pneumona by aspiration of hexane on the rat (DFGOT vol.4 (1992)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
