CASRN,Name,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
100-63-0,phenyl hydrazine,Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"It was set as Category 2 from description that it was the skin irritation (DFGOT (vol.11, 1998)).","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-69-6,2-Vinylpyridine,Skin corrosion / irritation - Category 2,,,,"Based on the evidence of ""severe irritation"" from guinea pig skin irritation test (24 hour application) (CERI-NITE Hazard Assessment No.18 (2005)).
Also based on the description in the report on human health effects (CERI Hazard Data 2000 - 40 (2001), CERI-NITE Hazard Assessment No.18 (2005) and PATTY (4th, 2000)): ""Accidental skin contact causes burning pain, and even if the skin is immediately washed, quite severe dermatitis occurs. At the site of inflammation, reddish brown coloration subsequently develops, which takes about a month to disappear.""","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-74-3,"Morpholine, 4-ethyl-",Skin corrosion / irritation - Category 3,-,Warning,Causes mild skin irritation,"It was classified as Category 3 based on the result of ""mild"" in the skin irritation study on rabbits (RTECS (2004)).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-97-0,"1,3,5,7-Tetraazatricyclo[3.3.1.13.7]decane; Hexamethylenetetramine",Skin corrosion / irritation - Category 3,,,,"Based on the description of the human health effects (CERI Hazard Data 96-38 (1997), MOE Risk Assessment vol. 4 (2004) and DFGOT vol.5 (1993)): ""The substance slightly irritates the skin,"" though the results of 4 hour patch tests in rabbits suggest no evidence of irritation (DFGOT vol.5 (1993)).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
10022-31-8,Barium nitrate,Skin corrosion / irritation - Category 3,,,,"Based on the evidence of  ""mild irritation"" from rabbit skin irritation tests (though the only available results are those of 24 hour application).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
10022-68-1,"Cadmium nitrate, tetrahydrate",Skin corrosion / irritation - Category 1A-1C,,,,"Based on the description in the report on rabbit skin irritation tests (24-hour application) (RTECS (2004)): The substance causes severe skin irritation, though it is unknown whether they are reversible or not. The substance should be placed in Category 1A from the viewpoint of safety, if further subclassification is needed. ","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10025-67-9,Disulfur dichloride,Skin corrosion / irritation - Category 1A-1C,Corrosion,Danger,Causes severe skin burns and eye damage,"It is estimated to be ""corrosive"" in the skin irritation test on rabbits(IUCLID 2000), and there is also a statement that chemical burns and dermatitis are caused with exposure on humans (HSDB (2005)). Therefore, it was classified as Category 1A-1C.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10025-78-2,"Silane, trichloro-",Skin corrosion / irritation - Category 1A-1C,Corrosion,Danger,Causes severe skin burns and eye damage,"There are a statement that corrosiveness at the human skin is shown (ICSC (J), (2002), HSFS (1999)) and that a strong burn against the human skin is caused (HSDB (2002)). It was set as category 1A-1C. In addition, further categorizing is difficult.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
10025-87-3,Phosphoryl trichloride,Skin corrosion / irritation - Category 1A-1C,Corrosion,Danger,Causes severe skin burns and eye damage,"Based on the descriptions that it indicates corrosivity and severe irritation on animals (IUCLID (2000)) and also on humans (ACGIH (7th, 2001) and HSDB (2000), Institut national de recherche, and CDROMCD 613 (May 2000.3p.)), it was classified as Category 1A-1C.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10026-13-8,Phosphorus pentachloride,Skin corrosion / irritation - Category 1B,Corrosion,Danger,Causes severe skin burns and eye damage,"Based on the descriptions that it is corrosive in rabbit test (IUCLID (2000)) and that it is corrosive to skin (ICSC (1997)), and the fact its UN Transportation Classification is class 8-II, it was classified as Category 1B.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10031-13-7,lead arsenite,Skin corrosion / irritation - Category 3,-,Warning,Causes mild skin irritation,"From the description that irritation is indicated in the human skin (ICSC, 1999;HSFS, 2001), and the description that irritation is indicated as an inorganic arsenic (PIM 042, 1996;DFGOT vol.21, 2005) , it was judged that it had slight irritation and was set as category 3.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
10034-85-2,hydrogen iodide,Skin corrosion / irritation - Category 1A-1C,Corrosion,Danger,Causes severe skin burns and eye damage,"Since there is description that ""skin necrosis"" is seen to humans in Priority 1(PATTY (5th, 2001)), and it was classified in 'C;R35' of European risk phrases (EU-Annex I (access on Oct 2005)), it was set as category 1A-1C.
[view] It is more desirable to be set as 1A from a viewpoint of safety, when further categorizing needs to be performed.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10035-10-6,Hydrobromic acid,Skin corrosion / irritation - Category 1A-1C,Corrosion,Danger,Causes severe skin burns and eye damage,It was classified as Category 1A-1C based on the report of necrosis on human skin (DFGOT vol.13 (1999)) and a statement about corrosivity (ICSC (J) (2001)).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10043-35-3,Boric acid,Skin corrosion / irritation - Category 2,,,,"Based on the description in the report on guinea pig skin irritation tests (exposure duration unknown) (CERI Hazard Data 2001-30 (2002)): ""At 24 and 72 hours, moderate irritation was noted.""","Aug. 22, 2006 (Environmental Hazards: Oct. 23, 2006)"
10045-94-0,mercury dinitrate,Skin corrosion / irritation - Category 1A-1C,Corrosion,Danger,Causes severe skin burns and eye damage,"It was set as Category 1A-1C from the description with the possibility which indicated skin corrosivities (ICSC, 2000) and skin irritation to humans (DFGOT, vol.15, 2001[as inorganic mercury compounds]; HSFS, 1993).
[view] When subdivision needs to be performed, it is desirable to be seto as Category 1A from a viewpoint of safety.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10049-04-4,Chlorine dioxide,Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"It was set as Category 2 from description that the skin was stimulated seriously (ICSC (J)(1999), HSDB (2005)).","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
10099-74-8,Lead dinitrate,Skin corrosion / irritation - Category 2,,,,"Based on the description of acute effects on humans (ICSC (J) (1999)): ""flare and pain"" were observed. The substance is thus considered to produce skin irritation of unknown degree.  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-14-4,"3,3'-Dichloro-4,4'-diaminodiphenylmethane",Skin corrosion / irritation - Category 3,,,,"Based on the evidence of ""extremely mild irritation"" from guinea pig skin irritation tests (CERI-NITE Hazard Assessment No.33, 2005).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
101-68-8,"Diphenylmethane diisocyanate   (4,4'-M.D.I.)",Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,It was classified as Category 2 from description that rabbit skin was irritated (IARC 19 (1979)).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-77-9,"4,4'-Methylenedianiline",Skin corrosion / irritation - Category 3,,,,"Based on the description in the report on rabbit skin irritation tests (SIDS (2002)): ""The substance produced slight irritation of the skin"" (though exposure duration is not presented).  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-84-8,Diphenyl ether,Skin corrosion / irritation - Category 3,-,Warning,Causes mild skin irritation,It was classified as Category 3 according to the result of MILD (RTECS (2004)).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-90-6,"m-bis(2,3-epoxypropoxy)benzene",Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"It was referred to as Category 2 from description that severe irritation was acknowledged when applied to the skin of the rabbit on DFGOT (vol.7, 1996) and IARC 36 (1985).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-18-8,sodium selenite,Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"It was thought that there was stronger skin stimulativeness by the description in the humans (redness, a burn, discoloration, etc.) (ICSC (J) (1998), SITTIG (4th, 2002), and HSFS (2002)), and it was set as Category 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-44-0,nitrogen dioxide,Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"It was set as Category 2 from description that the skin was stimulated (ICSC (J) (1997), HSFS (2000)) .","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
10102-45-1,Thallium nitrate,Skin corrosion / irritation - Category 1A-1C,,,,"Based on the description in the report on epidemiological studies of human exposure (HSDB (2006)): ""The substance severely burns the skin and eye."" The substance is thus considered to have corrosive effects. Although classified into Category 1A-1C, it should be placed in Category 1A from the viewpoint of safety if further subclassification is needed.
","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10108-64-2,Cadmium chloride,Skin corrosion / irritation - Category 2,,,,"Based on the description in HSDB (2005) of the human health effects: Short-term exposure causes smarting of the skin and first degree burns. The substance is considered ""irritating"" to the skin, although should be placed in Category 2 from the viewpoint of safety. ","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10112-91-1,Dimercury dichloride,Skin corrosion / irritation - Category 2,,,,"Based on the description in ICSC (J) (2000): ""flare and irritation of the eye/skin/respiratory tract."" The substance is thus considered to cause skin irritation (though the severity of the effects is not presented) and classified into Category 2 from the viewpoint of safety.  
","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10124-50-2,potassium arsonate,Skin corrosion / irritation - Category 3,-,Warning,Causes mild skin irritation,"From description that the irritation accompanied by redness and  pain is indicated in the human skin (ICSC, 1999), that irritation may be indicated (SITTIG, 4th, 2002;HSFS, 1999), and that irritation is indicated as an inorganic arsenic compound (DFGOT vol.21, 2005),  it was judged that it had slight irritation and it was set as Category 3.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
1014-70-6,"2,4-bis(ethylamino)-6-methylthio-1,3,5-triazine",Skin corrosion / irritation - Category 3,,,,"Based on the evidence of mild irritation observed in rabbit skin irritation tests (Agricultural Chemical Registration Data (1985)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
102-54-5,ferrocene,Skin corrosion / irritation - Category 3,-,Warning,Causes mild skin irritation,"It was classified as Category 3 from the statement of skin irritation on humans (PATTY (5th, 2001)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
102-71-6,Triethanolamine,Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"It was set as Category 2 from description that skin irritation was acknowledged by high exposure levels or repeated exposure in the humans (ACGIH (7th, 2001), SIDS (2005), IARC 77 (2000), NTP TR 518 (2004)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
102-81-8,2-(Di-n-butylamino)ethanol,Skin corrosion / irritation - Category 1A-1C,,,,"Based on the description in the report on rabbit skin irritation tests (ACGIH (7th, 2001)): ""DBAE (dibutylaminoethanol) produced necrosis within 24 hours when applied to the skin of rabbits."" The substance is thus considered to cause irreversible damage to the skin. Although classified into Category 1A-1C, it should be placed in Category 2A from the viewpoint of safety, if further subclassification is needed.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
102-82-9,Tributan-1-ylamine,Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"The irritation of Amines was evaluated as Grade 1-10 in the 24 hour skin irritation test with rabbits and this substance is presumed to be stimulating, because there is a description, ""Grade 4"" (Patty (5th, 2001)), although it is not a datum of 4-hour exposure. Moreover, since there are descriptions, ""It has skin irritation"" (Patty (5th, 2001, ICSC (2005)), ""burns in the skin"" and ""stimulating"" (HSDB (2002), it was classified in Category 2, although reversibility is not unknown. ",2009.3.31
10222-01-2,"2,2-Dibromo-2-cyanoacetamide",Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"There are descriptions, ""Administration of 0.5g caused erythema followed by exfoliation and edema"" (HSDB (2008)) in the 4 hour skin irritation test with rabbits and ""moderate to severe"" in the cited literature (USEPA, Reregistration Eligibility Desision Document). Moreover, there is a description , ""Severe"" (RTECS (2008)) in the standard Draize test with rabbits. It was classified in Category 2. ",2009.3.31
10294-33-4,boron tribromide,Skin corrosion / irritation - Category 1A-1C,Corrosion,Danger,Causes severe skin burns and eye damage,"Based on descriptions that it is corrosive on humans and caused redness, burn, pain, and blisters (ICSC (J), (2001), HSDB (2005)), it was classified as Category 1A-1C.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10294-34-5,boron trichloride,Skin corrosion / irritation - Category 1A-1C,Corrosion,Danger,Causes severe skin burns and eye damage,"There is description which indicates the skin corrosivity in humans (ICSC (J), (1997), HSDB (2002), and SITTIG (4th, 2002)). But there was no data of the animal experiment used as the index of subdivision. So it was set as Category 1A-1C.
[view] It is more desirable to be set as 1A from a viewpoint of safety, when subdivision needs to be performed.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
103-50-4,Dibenzyl ether,Skin corrosion / irritation - Category 3,,,,"Based on the description in the report on rabbit skin irritation tests (RTECS (2006)): ""Mildly irritating"" (though the results are not those of four hour application).
","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
103-69-5,N-Ethylaniline,Skin corrosion / irritation - Category 2,,,,"Based on the description of the human health effects (ICSC (J) (2001)): ""Redness and pain"" (though the severity of the effects are unknown). Although the substance can be included in Category 2 or 3, it is classified as Category 2 from the viewpoint of safety.
","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10311-84-9,"2-chloro-1-phthalimidoethyl O,O-diethyl phosphorodithioate",Skin corrosion / irritation - Category 3,-,Warning,Causes mild skin irritation,"There is description that indicate minor irritation to the result of 2 examinations of the rabbit (slight irritation) (JMPR(Joint Meeting on Pesticide Residures-Monographs&Evaluations)363 (WHO/IPCS, 1976)), and it was set as Category 3.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10361-37-2,Barium chloride,Skin corrosion / irritation - Category 2,,,,"Based on the description in the report on guinea pig skin irritation tests (IUCLID (2000)): ""moderately irritating"" (though exposure duration not presented).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
10415-75-5,dimercury dinitrate,Skin corrosion / irritation - Category 3,-,Warning,Causes mild skin irritation,"From description with the possibility which indicates skin irritation in humans (DFGOT, vol.15, 2001[as inorganic mercury compounds]; HSFS, 1993), mild irritation was considered to be a certain thing, and it was set to Category 3.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10470-01-6,2-Cyclohexylbiphenyl,Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"Based on the statement of ""moderately irritating"" on rabbit test (ACGIH (2001), IUCLID (2000)), it was classified as Category 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-16-8,2-(Diethylamino)ethyl methacrylate,Skin corrosion / irritation - Category 1A-1C,,,,"Based on the description in the report on guinea pig skin irritation tests (CERI Hazard Data 2001-64 (2002)): ""Severe irritation was observed"" (though study details are not available). Although classified into Category 1A-1C in the absence of data on reversibility, the substance should be placed in Category 1A from the viewpoint of safety if further subclassification is needed.
","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-39-5,Ethyl chloroacetate,Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"Since the experimental result of a rabbit (the irritation of moderately, IUCLID (2000)), and that ""skin is stimulated to humans (ICSC (J) (2001)"", and ""the skin was seriously stimulated by contact to humans"" (SITTIG (4th, 2002), HSFS (1999)), it was set as category 2.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-46-4,sec-butyl acetate,Skin corrosion / irritation - Category 3,-,Warning,Causes mild skin irritation,"The statement that the liquid is irritative to the skin (HSDB (2005)), it was classified as Category 3.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-60-2,epsilon-caprolactam,Skin corrosion / irritation - Category 3,,,,"Based on the description in the report on rabbit skin irritation tests (CERI Hazard Data 98-1 (1999)): the substance is considered to cause ""mild irritation,"" although 4-hour application tests are not available.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-67-9,"2,4-Xylenol",Skin corrosion / irritation - Category 1A-1C,,,,"Based on the description in ICSC (J) (2003) of the human health effects: ""Corrosive to the skin, respiratory tract and eye."" Although classified into Category 1A-1C, the substance should be placed in Category 1A from the viewpoint of safety if further subclassification is needed.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10588-01-9,Sodium dichromate,Skin corrosion / irritation - Category 1,Corrosion,Danger,Causes severe skin burns and eye damage,"It was classified as Category 1 based on the erythema, edema and corrosion seen on rabbits (EU-RAR (2005), IUCLID (2000)) and the ulcer and the burn seen on humans (EHC 61 (1988)).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
106-35-4,heptan-3-one,Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"It was set as Category 2 from description that moderate irritation was admitted by the test applied to the skin of the rabbit (PATTY (4th, 1994)).","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
106-42-3,p-Xylene,Skin corrosion / irritation - Category 2,,,,"Based on the description in the report on rabbit skin irritation tests (EHC 190 (1997)): The substance causes skin irritation. Classified into Category 2 or 3, with the latter adopted according to the classification by EU (Category Xi).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-44-5,p-Cresol,Skin corrosion / irritation - Category 1A-1C,,,,"Based on the evidence of ""irreversible destruction of skin tissues"" (EHC 168 (1995)) from the rabbit skin irritation test, although the substance should be placed in Category 1A from the viewpoint of safety.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-46-7,p-Dichlorobenzene,Skin corrosion / irritation - Category 3,,,,Based on the description in the report on rabbit skin irritation tests (4-hour application) performed in accordance with OECD Guidelines (CERI-NITE Hazard Assessment No.76 (2005)): Mildly irritating.,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-49-0,p-Toluidine,Skin corrosion / irritation - Category 2,,,,"Based on the description in the report on rabbit skin irritation tests (CERI Hazard Data 99-6 (2000)): ""The substance induced moderate to severe irritation of the skin"" (though the results are not those of 4-hour application). ","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-50-3,p-Phenylenediamine,Skin corrosion / irritation - Category 2,,,,"Based on the description in the report on skin irritation tests in rabbits and guinea pigs (CERI Hazard Data 2001-31 (2002) and DFGOT vol.6 (1994)): ""mild to moderate irritation"" (though the results are not those of 4-hour application). Also based on the description in DFGOT vol.6 (1994) of human health effects: ""mildly irritating.""  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-51-4,p-benzoquinone,Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"It was set as Category 2 from description that discoloration (discoloration), strong stimulativeness, and erythema were acknowledged by skin exposure as effect of the humans (ACGIH (7th, 2001), PATTY (4th, 1994), and IARC 71 (1999)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-87-6,7-oxa-3-oxiranylbicyclo[4.1.0]heptane,Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"Based on the descriptions that edema and erythema were observed in the rabbit skin application test (ACGIH (7th, 2001) and NTP TR 362 (1989)) and that severe irritation was observed in Draize test on rabbits (PATTY (4th, 1994)), it was classified as Category 2 .","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
106-88-7,"Butane, 1,2-epoxy-",Skin corrosion / irritation - Category 1A-1C,Corrosion,Danger,Causes severe skin burns and eye damage,"There are statements that it has skin irritativeness on humans and produces redness (SIDS (2001), ICSC (J) (2000)). Although there are statements that skin irritation on rabbits were not observed under unsealed condition (SIDS (2001), DFGOT vol.5 (1990)), necrosis on all skin layer was observed on two out of four rabbits with 1 hour exposure under sealed condition. This is considered to be the necrosis which penetrates into dermis. Moreover, there is also a statement that there is corrosivityity under such conditions (SIDS (2001)). Although the effects on skin vary greatly with test conditions, from a viewpoint of safety, it was classified as Category 1A-1C based on the test data which observed critical disorders on animals(SIDS (2001)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-89-8,Epichlorohydrin,Skin corrosion / irritation - Category 1A-1C,,,,"Based on the testing data of rabbit skin irritation tests (CERI-NITE Hazard Assessment No.74 (2004)) and data on human health effects (CERI-NITE Hazard Assessment No.74 (2004), ACGIH (7th, 2001), MOE Risk Assessment Vol. 1 (2002)) suggesting the substance is ""corrosive,"" although the substance should be placed in Category 1A from the viewpoint of safety.
","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-91-2,"2,3-Epoxypropyl methacrylate",Skin corrosion / irritation - Category 1A-1C,,,,"Based on the description in the report on rabbit skin irritation tests (4 hour application) (SIDS (2002)): ""The substance induced moderate to severe skin irritant reactions such as necrosis with mild to moderate edema."" Also based on the descriptions of irritation tests: ""Skin responses included redness, edema and bulla on days 1-2, subcutaneous bleeding and ulcer formation on day 3, hardening and thickening of the epidermis with fissure and hyperpigmentation on day 5,"" ""Pathological changes included epidermal degeneration and necrosis, disappearance of cell boundaries, occurrence of pinkish blots, dermal hemorrhage, infiltration of lymphocytes, and abscess formation"" (though these results are not those of 4 hour application). Although classified into Category 1A-1C, the substance should be placed in Category 1A from the viewpoint of safety if further subclassification is needed.

","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-92-3,"1-Allyloxy-2,3-epoxypropane",Skin corrosion / irritation - Category 2,,,,"Based on the testing data of rabbit skin irritation tests (CERI Hazard Data 2001-14 (2002), CERI-NITE Hazard Assessment No.68 (2005), PATTY (4th, 1999)): ""severe or moderate irritant.""","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-93-4,"Ethane, 1,2-dibromo-",Skin corrosion / irritation - Category 2,Exclamation mark,Warning,Causes skin irritation,"Although significant irritation accompanied by erythema and edema which progress to necrosis and eschar was observed with repetitive application on shaved rabbit abdominal, it is described that it recovered completely within seven days after the end of exposure (EHC 177 (1996)). On humans, from the results of single exposure test on skin, it is judged to have serious stimulativeness (IUCLID (2000)), and other reports indicate severe irritation (EHC 177 (1996), PATTY (5th, 2001), ATSDR (1992)). From these information, this product may result in corrosion. So it was judged to have severe irritation, it was classified as Category 2.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-95-6,3-Bromo-1-propene; Allyl bromide,Skin corrosion / irritation - Category 1A-1C,,,,"Based on the description in the report on human epidemiological studies (HSDB (2006)): ""Causes severe skin burn."" Although classified into Category 1A-1C, the substance should be placed in Category 1A from the viewpoint of safety if further subclassification is needed.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-02-8,Acrolein,Skin corrosion / irritation - Category 1A-1C,,,,"Based on the human health effects ((EU-RAR No.7 (2001)) ""erythema and severe edema associated with the formation of blisters. The results of biopsies (48 hours after the application of a 10% solution) indicate blisters, necrosis, inflammation, cellular infiltration and edema in the papillary layer in all cases,"" and the results of rabbit skin irritation tests, the substance is considered ""corrosive"" (CERI-NITE Hazard Assessment No.66 (2005), EU-RAR No.7 (2001), CICAD No.43 (2002)), although the substance should be placed in Category 1A from the viewpoint of safety. ","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-05-1,3-Chloropropene; Allyl chloride,Skin corrosion / irritation - Category 1A-1C,,,,"Based on the description in the report on animal skin irritation tests (SIDS (2003), CERI Hazard Data 98-26 (1999)): Mild irritation and damage to the skin are observed. And based on the data on human health effects (CERI Hazard Data 98-26 (1999)): Severe burn and pain are observed (the intensity of irritation is unknown, while the substance is corrosive to the skin), although the substance should be placed in Category 1A from the viewpoint of safety, if further subclassification is needed.
","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-06-2,"1,2-Dichloroethane",Skin corrosion / irritation - Category 2,,,,"Based on the description in the report on rabbit skin irritation tests (CERI-NITE Hazard Assessment No.3 (2004)): ""moderate irritant.""
","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
