CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
79-19-6,thiosemicarbazide,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7439-96-5,Manganese,Flammable aerosols,Not applicable,,,,Not aerosol products,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
125306-83-4,"N,N-diethyl-3-(2,4,6-trimethylphenylsulfonyl)-1H-1,2,4-triazole-1-carboxamide",Flammable aerosols,Not applicable,,,,Not aerosol products ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1304-29-6,barium peroxide,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Mar. 15, 2007 (Environmental Hazards: Mar. 23, 2006)"
7783-00-8,Selenious acid,Flammable aerosols,Not applicable,,,,Not aerosol products,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-13-1,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
61-82-5,Amitrol,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
28249-77-6,"S-4-chlorobenzyl N,N-diethylthiocarbamate",Flammable aerosols,Not applicable,,,,Not aerosol products ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-22-4,Silver,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6649-23-6,"2,3,5,6-tetrahydro-6-phenyl-imidazo[2,1-b]thiazole",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
60-35-5,acetamide,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
115-86-6,Triphenyl Phosphate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
12108-13-3,methyl cyclopentadienyl manganese tricarbonyl,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-14-2,"Ethane, 1,2-dichlorotetrafluoro-",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7783-07-5,Dihydrogen selenide,Flammable aerosols,Not applicable,,,,Not aerosol products,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-45-1,Thallium nitrate,Flammable aerosols,Not applicable,,,,Not aerosol products,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7758-89-6,Copper monochloride,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
20941-65-5,"tetrakis(diethyldithiocarbamato-S,S')tellurium",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
10035-10-6,Hydrobromic acid,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
3268-49-3,3-(Methylsulfanyl)propanal,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,2009.3.31
ID438,Tetrachlorodifluoroethane; CFC-112,Flammable aerosols,Not applicable,,,,Not aerosol products,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-89-7,Diethylamine,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7778-44-1,calcium arsenate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
119168-77-3,N-(4-tert-Butylbenzyl)-4-chloro-3-ethyl-1-methylpyrazole-5-carboxamide; Tebufenpyrad,Flammable aerosols,Not applicable,,,,Not aerosol products,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
21725-46-2,"2-(4-chloro-6-ethylamino-1,3,5-triazin-2-yl)amino-2-methylpropiononitrile",Flammable aerosols,Not applicable,,,,Not aerosol products ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-07-7,"Benzene, (trichloromethyl)-",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
140-88-5,Ethyl acrylate,Flammable aerosols,Not applicable,,,,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
382-21-8,Perfluoroisobutylene,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Nov. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
2275-23-2,"O,O-Dimethyl S-2-[1-(N-methylcarbamoyl)ethylthio]ethyl phosphorothioate; Vamidothion",Flammable aerosols,Not applicable,,,,Not aerosol products ,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
2971-90-6,clopidol,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
105779-78-0,"5-Chloro-N-{2-[4-(2-ethoxyethyl)-2,3-dimethylphenoxy]ethyl}-6-ethylpyrimidine-4-amine; Pylimidifen",Flammable aerosols,Not applicable,,,,Not aerosol products,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12427-38-2,"Manganese N,N'-ethylenebis(dithiocarbamate)",Flammable aerosols,Not applicable,,,,Not aerosol products ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
2655-14-3,"3,5-Dimethylphenyl N-methylcarbamate; XMC",Flammable aerosols,Not applicable,,,,Not aerosol products,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6988-21-2,dioxacarb,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
2312-35-8,2-(4-tert-butylphenoxy)cyclohexyl 2-propynyl sulfite,Flammable aerosols,Not applicable,,,,Not aerosol products ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-98-2,"2-Propanol, 1-methoxy-",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10028-15-6,ozone,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-65-5,yttrium,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
80-43-3,2-Phenyl-2-[(2-phenylpropan-2-yl)peroxy]propane,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,2009.3.31
12279-90-2,Tetraarsenic tetrasulfide ,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2238-07-5,"2,2'-[oxybis(methylene)]bisoxirane",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
7783-99-5,silver nitrite,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-84-2,Nonane,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
13826-83-0,ammonium tetrafluoroborate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
600-25-9,1-chloro-1-nitropropane,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
14220-17-8,dipotassium tetracyanoniccolate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-31-3,Methyl formate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
51630-58-1,alpha-Cyano-3-phenoxybenzyl 2-(4-chlorophenyl)-3-methylbutyrate; Fenvalerate,Flammable aerosols,Not applicable,,,,Not aerosol products,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-09-3,4-aminoazobenzene,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7782-50-5,Chlorine,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-44-7,Benzyl chloride,Flammable aerosols,Not applicable,,,,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
13494-80-9,tellurium,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
627-44-1,diethylmercury,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Mar. 23, 2006"
57-57-8,propiolactone,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Mar. 23, 2006"
15432-85-6,sodium antimonate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
3281-96-7,"3,5-Dibromo-4'-nitroazobenzen-4-ol",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
156-59-2,"cis-1,2-Dichloroethylene",Flammable aerosols,Not applicable,,,,Not aerosol products,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
21564-17-0,"2-[(Thiocyanatomethyl)sulfanyl]-1,3-benzothiazole",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,2009.3.31
98-01-1,2-Furaldehyde,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7803-51-2,phosphine,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-31-9,Hydroquinone,Flammable aerosols,Not applicable,,,,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-18-6,Allyl alcohol,Flammable aerosols,Not applicable,,,,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7647-01-0,Hydrochloric acid,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
85-44-9,Phthalic anhydride,Flammable aerosols,Not applicable,,,,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
3033-62-3,"Ethanamine, 2,2'-oxybis[N,N-dimethyl-",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
142-64-3,piperazine dihydrochloride,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
80-62-6,Methyl methacrylate,Flammable aerosols,Not applicable,,,,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
118-79-6,"2,4,6-Tribromophenol",Flammable aerosols,Not applicable,,,,Not aerosol products,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
1307-96-6,Cobalt oxide,Flammable aerosols,Not applicable,,,,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-06-6,p-Divinylbenzene,Flammable aerosols,Not applicable,,,,Not aerosol products ,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-20-7,Calcium acetylide,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Mar. 23, 2006"
102-54-5,ferrocene,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-47-3,Chromium,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-41-7,beryllium,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Mar. 23, 2006"
96-45-7,Ethylene Thiourea,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
74-97-5,"Methane, bromochloro-",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1319-77-3,Cresol,Flammable aerosols,Not applicable,,,,Not aerosol products,"Mar. 23, 2006 (Environmental Hazards: May 24, 2006)"
7440-42-8,Boron,Flammable aerosols,Not applicable,,,,Not aerosol products,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
118-75-2,"2,3,5,6-Tetrachloro-p-benzoquinone",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,2009.3.31
123-96-6,2-Octanol,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
9004-70-0,"Cellulose, nitrate",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Mar. 23, 2006"
79277-27-3,"Methyl 3-(4-methoxy-6-methyl-1,3,5-triazin-2-ylcarbamoylsulfamoyl)-2-thenoate",Flammable aerosols,Not applicable,,,,Not aerosol products ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7783-70-2,antimony pentafluoride,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-43-9,Nitrogen monoxide,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7783-47-3,tin difluoride,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
1335-85-9,Dinitro-2-methylphenol ,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
80844-07-1,2-(4-ethoxyphenyl)-2-methylpropyl 3-phenoxybenzyl ether,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-30-8,Tris(o-cresyl) phosphate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
2595-54-2,mecarbam,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
1303-39-5,zinc arsenate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
563-47-3,3-Chloro-2-methylprop-1-ene,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,2009.3.31
123-91-1,"1,4-Dioxane",Flammable aerosols,Not applicable,,,,Not aerosol products,"Sep. 20, 2006 (Environmental Hazards: Feb. 10, 2006)"
10415-75-5,dimercury dinitrate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-92-2,isopentyl acetate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
50-00-0,Formaldehyde,Flammable aerosols,Not applicable,,,,Not aerosol products,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
2475-45-8,"1,4,5,8-tetraaminoanthraquinone",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
3861-47-0,"3,5-diiodo-4-octanoyloxybenzonitrile",Flammable aerosols,Not applicable,,,,Not aerosol products ,"Dec. 18, 2006 (Environmental Hazards: Feb. 20, 2007)"
13838-16-9,enflurane,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
838-88-0,"Aniline, 4,4'-methylenebis(2-methyl)-",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
9016-45-9,Poly(oxyethylene) nonylphenyl ether,Flammable aerosols,Not applicable,,,,Not aerosol products ,"Nov. 20, 2006 (Environmental Hazards: Jan. 25, 2007)"
79538-32-2,"2,3,5,6-Tetrafluoro-4-methylbenzyl (Z)-3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate; Tefluthrin",Flammable aerosols,Not applicable,,,,Not aerosol products,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12125-02-9,Ammonium chloride,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Feb. 20, 2007)"
18972-56-0,manganese borofluoride hexahydrate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
1313-13-9,Manganese dioxide,Flammable aerosols,Not applicable,,,,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
82657-04-3,"2-Methyl-1,1'-biphenyl-3-ylmethyl (Z)-3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate; Bifenthrin",Flammable aerosols,Not applicable,,,,Not aerosol products,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12125-01-8,Ammonium fluoride,Flammable aerosols,Not applicable,,,,Not aerosol products,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
97-00-7,"1-Chloro-2,4-dinitrobenzene",Flammable aerosols,Not applicable,,,,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
2234-13-1,octachloronaphthalene,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
626-38-0,1-methylbutyl acetate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
7789-30-2,bromine pentafluoride,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
77-09-8,"3,3-Bis(4-hydroxyphenyl)isobenzofuran-1(3H)-one",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,2009.3.31
941-69-5,N-Phenylmaleimide,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,2009.3.31
6080-56-4,"Lead(II) acetate, trihydrate",Flammable aerosols,Not applicable,,,,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
97-77-8,Disulfiram,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
151-67-7,halothane,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
49561-89-9,"1,2,5-Trithiepin-3,4,6,7-tetracarbonitrile",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
10265-92-6,Methamidophos,Flammable aerosols,Not applicable,,,,Not aerosol products,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
3792-59-4,"Phosphonothioic acid, phenyl-, O-(2,4-dichlorophenyl) O-ethyl ester",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
77-73-6,Dicyclopentadiene,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
72-20-8,endrin,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1763-23-1,Perfluoro(octane-1-sulfonic acid),Flammable aerosols,Not applicable,-,-,-,Not aerosol products,2009.3.31
20816-12-0,osmium tetraoxide,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7761-88-8,Silver nitrate,Flammable aerosols,Not applicable,,,,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
680-31-9,hexamethylphosphoric triamide,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Nov. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
115-28-6,"Bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid, 1,4,5,6,7,7-hexachloro-",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
121-14-2,"2,4-Dinitrotoluene",Flammable aerosols,Not applicable,,,,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
102-06-7,"1,3-diphenylguanidine",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,2009.3.31
2631-40-5,2-Isopropylphenyl N-methylcarbamate; Isoprocarb; MIPC,Flammable aerosols,Not applicable,,,,Not aerosol products,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
21908-53-2,Mercury monoxide,Flammable aerosols,Not applicable,,,,Not aerosol products,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
144-62-7,Oxalic acid,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-11-2,"2-Pentanol, 4-methyl-",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
86-50-0,"O,O-dimethyl-4-oxobenzotriazin-3-ylmethyl phosphorodithioate",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
22781-23-3,bendiocarb,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-68-1,"2,4-Dimethylaniline",Flammable aerosols,Not applicable,-,-,-,Not aerosol products,2009.3.31
5970-45-6,"Zinc acetate, dihydrate",Flammable aerosols,Not applicable,,,,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
122008-85-9,butyl (R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propionate,Flammable aerosols,Not applicable,,,,Not aerosol products ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1314-62-1,Divanadium pentaoxide,Flammable aerosols,Not applicable,,,,Not aerosol products ,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
7488-55-3,tin sulphate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
7784-35-2,trifluoroarsine,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-60-4,Propyl acetate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Jul. 24, 2006 (Environmental Hazards: Feb. 10, 2006)"
88678-67-5,O-3-tert-butylphenyl N-(6-methoxy-2-pyridyl)-N-methylthiocarbamate,Flammable aerosols,Not applicable,,,,Not aerosol products ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7779-88-6,zinc nitrate,Flammable aerosols,Not applicable,-,-,-,Not aerosol products,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
