CASRN,Name,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
100-61-8,N-Methylaniline,Specific target organs/systemic toxicity following repeated exposure - Category 1 (blood system),,,,"Based on the evidence from animal studies including ""cyanosis, decreased hematocrit levels/hemoglobin levels/RBC, increased reticulocyte count,"" (the Ministry of Health, Labour and Welfare (1996)). The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 1. ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-63-0,phenyl hydrazine,Specific target organs/systemic toxicity following repeated exposure - Category 1 (blood),Health hazard,Danger,Causes damage to organs (blood) through prolonged or repeated exposure,"Based on the description that hemolytic anemia was observed in human occupational exposure examples (ACGIH (7th, 2001)), and based on the descriptions that the effects on the blood was observed with the dose of the guidance value range of Category 1 in the repetitive oral administration or the inhalation exposure test using the rat or mouse (ACGIH (7th, 2001), DFGOT (vol.11, 1998),CICAD 19 (2000) and PATTY (4th, 1994)), we classified it as  Category 1 (blood).","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-69-6,2-Vinylpyridine,"Specific target organs/systemic toxicity following repeated exposure - Category 2 (nervous system, respiratory organs)",,,,"Based on the evidence from animal studies including ""salivation, debility, reduced activity, tremor and spasm"" (MOE Risk Assessment vol. 4 (2005)), ""salivation and pulmonary congestion"" (HSDB (2002)). The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 2.","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-74-3,"Morpholine, 4-ethyl-",Specific target organs/systemic toxicity following repeated exposure - Category 2 (nervous system),Health hazard,Warning,May cause damage to organs (nervous system) through prolonged or repeated exposure,"It was classified to as Category 2 (nervous systems) based on the statement that in the dosage of guidance value within the limits of Category 2 to rat, symptoms such as cage licking, chewing behavior, tremor, momentum decreases, crouching position and ptosis etc. are observed (Health, Labor and Welfare Ministry reports (2005)). In addition, although there was a statement that lethargy or blear in his vision was observed in humans (ACGIH (2001)) , it was unknown whether it is a single dose or it was a repeated doses, and there was no detailed data, so it was not use for the classification.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-97-0,"1,3,5,7-Tetraazatricyclo[3.3.1.13.7]decane; Hexamethylenetetramine","Specific target organs/systemic toxicity following repeated exposure - Category 1 (respiratory organs, kidneys)",,,,"Based on the human evidence: ""acute symptoms including respiratory depression and chest tightness"" (MOE Risk Assessment vol. 2 (2003)), ""cystitis, proteinuria, hematuria,"" ""inflammation of renal tubules and renal pelvis"" (CERI Hazard Data 96-38 (1997)).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
10024-97-2,Dinitrogen oxide,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (blood, nervous system, liver, kidneys)",Health hazard,Danger,"Causes damage to organs (blood, nervous system, liver, kidneys) through prolonged or repeated exposure","Based on the information that there is a disease of a hematopoietic system and the information that the obstacle to liver, the kidney, and a nervous system appears by occupational exposure when used with dentist as an anesthetic drug in human cases, it was classified to as Category 1 (blood, a nervous system, liver, kidney) (ACGIH (2001))","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10025-87-3,Phosphoryl trichloride,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (central nervous system, respiratory organs, kidneys)",Health hazard,Danger,"Causes damage to organs (central nervous system, respiratory organs, kidneys) through prolonged or repeated exposure","Since symptoms, such as giddiness, headache, loss of appetite, sluggishness, nausea, and vomiting, etc., in humans was indicated (ACGIH and (7th 2001), (HSDV(2005)), and there was the statement (IUCLID (2000)) that the degeneration of the brain-cell was seen in the rat with the dose of  guidance value range of category 1, it was classified in Category 1 (central nervous systems). It was classified into Category 1 (respiratory systems) based on the description  of the influence on the respiratory systems, such as bronchitis, bronchopneumonia, and accumulation of fluid in the lungs, in humans (ACGIH (7th, 2001)),  and the desciption of the respiratory distress in a ratwith the dosage of the guidance value range of Category 1 (IUCLID (2000)). It was classified in Category 1 (kidney) based on a description of the fatty degenerations of kidney with the dosage of the guidance value range of Category 1 with a rat, and a description of a glomerulonephritis in humans.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10026-13-8,Phosphorus pentachloride,Specific target organs/systemic toxicity following repeated exposure - Category 2 (bone),Health hazard,Warning,May cause damage to organs (bone) through prolonged or repeated exposure,"Although there is the statement that the disability of bone is caused by inhaling over a long times (HSDB (2005)) , since it was priority 2, it was classified in Category 2 (bone).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10028-15-6,ozone,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (lung, bronchus)",Health hazard,Danger,"Causes damage to organs (lung, bronchus) through prolonged or repeated exposure","It was classified to as Category 1 (lungs, bronchus) with reference to the guidance value and according to that to a rat and a mouse by carrying out inhalation exposure of the 0.1 to 1 ppm for one year or more, bronchitis, the collagen deposition to lungs and mild pulmonary fibrosis being observed (ACGIH (2001), DFGOTvol10 (1998))","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10031-13-7,lead arsenite,"Specific target organs/systemic toxicity following repeated exposure - Category 2 (skin, blood, cardiovascular system, kidneys, liver, nervous system)",Health hazard,Warning,"May cause damage to organs (skin, blood, cardiovascular system, kidneys, liver, nervous system) through prolonged or repeated exposure","It was classified into Category 2 (the skin, blood, a cardiovascular systems, the kidney, liver, nervous system) based on the description that the influence on skin, mucosa, marrow, blood, cardiovascular systems, kidney, liver, and a nervous system to humans (ICSC, 1999;HSFS, 2001).","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
10034-85-2,hydrogen iodide,Specific target organs/systemic toxicity following repeated exposure - Category 1 (inhalation: respiratory organs),Health hazard,Danger,Causes damage to organs (inhalation: respiratory organs) through prolonged or repeated exposure,"Since there was description that bronchitis was occured in the long-term or repetitive exposure of this product (PATTY (5th, 2001), HSFS (2001) Priority 1 and Priority 2), it was classified into Category 1 (inhalation: respiratory systems).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10034-93-2,Hydrazine sulfate,"Specific target organs/systemic toxicity following repeated exposure - Category 1(liver, adrenal gland), Category 2(kidney, blood system, central nervous system)",Health Hazard,Danger,"Causes damage to organs through prolonged or repeated exposure(liver, adrenal gland)
May cause damage to organs through prolonged or repeated exposure(kidney, blood system, central nervous system)","In several cases where cancer patients were prescribed Hydrazine sulfate, it was reported that ""disorders of the central nervous system were seen in some, and when the dosing period was long severe cases of polyneuropathy syndrome were observed"" (ATSDR (1997)). However, the report concluded that ""The subjects were not healthy individuals so it is possible that the symptoms which presented may be caused by underlying conditions,"" so it was not used. On the other hand, HSDB (2005), which is the source of information for List 2, contains reports on humans that ""a man who received oral administration for 3-4 months presented hepatic encephalopathy, kidney failure and severe coagulopathy,"" and ""a man who received it for 7 weeks suffered severe cerebropathia."" For animals, there are reports that ""brown discoloration was observed as non-tumorous lesions in the adrenal gland"" in a 25-week oral carcinogenicityity study in mice and that ""hepatic lesions, reticuloendothelial cell hyperplasia, liver cirrhosis and bile duct hyperplasia were observed"" in 15- and 25-week oral gavage administration study in hamsters (EHC 68 (1987)). Since the effects for both mice and hamsters are within the range of guidance values for Category 1, it was classified as Category 1 (liver, adrenal gland) and Category 2 (kidney, blood system, central nervous system). ",2009.3.31
10035-10-6,Hydrobromic acid,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (respiratory organs, tooth)",Health hazard,Danger,"Causes damage to organs (respiratory organs, tooth) through prolonged or repeated exposure ","It was classified to as Category 1 (the respiratory system, tooth) based on the report of tooth decalcification, change of gums (DFGOT vol.13 (1999)), and a cough, breathlessness, and a progressive obliterative bronchuolitis (PATTY (5th, 2001)) in humans.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10043-35-3,Boric acid,Specific target organs/systemic toxicity following repeated exposure - Category 1 (kidneys),,,,"Based on the human evidence including ""oliguresis, anuria, and nephropathy including renal tubular necrosis"" (CERI Hazard Data 2001-30 (2002)).","Aug. 22, 2006 (Environmental Hazards: Oct. 23, 2006)"
10045-94-0,mercury dinitrate,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (central nervous system, kidneys)",Health hazard,Danger,"Causes damage to organs (central nervous system, kidneys) through prolonged or repeated exposure","Since in Priority 1 document, the effect on the central nervous systems and the kidneyto humans by inorganic mercury compounds was described (ACGIH-TLV, 2004;EHC, 118, 1991) , and the effect on the nervous system and the kidney  by the product was indicated in Priority 2 document (ICSC, 2000;SITTIG, 4th, 2002), it was classified into Category 1 (a central nervous systems, the kidney).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10049-04-4,Chlorine dioxide,Specific target organs/systemic toxicity following repeated exposure - Category 1 (respiratory organs),Health hazard,Danger,Causes damage to organs (respiratory organs) through prolonged or repeated exposure,"Based on the description that in the occupational evidence of exposure in humans, the effects on the respiratory systems were observed (ACGIH (7th, 2001), PATTY (4th, 1994),CICAD 37 (2002), ATSDR (2004), and IRIS (2005)), and the description that in the repeated inhalation exposures test using the rat and rabbit, the effects on the respiratory systems were observed with the concentration in the Category 1 guidance value range (CICAD 37 (2002), ATSDR (2004), and IRIS (2005)), it was classified into Category 1, since respiratory systems were considered to be target organs.","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
10099-74-8,Lead dinitrate,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (blood system, kidneys, nervous system)",,,,"Based on toxicity of inorganic lead compounds.  

Based on the human evidence: ""The effects observed in acute and chronic studies are very similar for inorganic lead compounds. Inhalation or oral ingestion of inorganic lead has been reported to induce oral contraction and thirst, along with nausea, vomiting, upper abdominal discomfort, loss of appetite, abdominal pain and constipation suggesting gastrointestinal toxicity. The effects on hematopoietic function such as hemoglobin synthesis inhibition due to delta-aminolevulinic acid/heme synthetic enzyme inhibition and anemia caused by shortened survival of red blood cells are considered representative of toxic actions of inorganic lead. Kidney effects are evidenced by interstitial nephropathy and decreased urinary output along with proximal renal tubular damage showing Fanconi's syndrome represented by proteinuria, hematuria, urinary cast, glycosuria and aminoaciduria. Inorganic lead adversely affects the central and peripheral nervous systems, displaying in particular weakening of the muscle of the limbs, pain and spasm.
There have been rare reports of adults exhibiting ataxia, headache, paresthesia, depression and coma indicative of toxic effects on the central nervous system when exposing to extremely high doses (details not shown). However, children are most sensitive to toxicity of lead, and neurodevelopmental toxicity manifested as restlessness, aggression, concentration difficulties and memory lapse has become serious problem in the U.S. ""(CERI Hazard Data 2001-9 (2002)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10099-76-0,lead(2+) silicate,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (central nervous system, blood, kidneys)",Health hazard,Danger,"Causes damage to organs (central nervous system, blood, kidneys) through prolonged or repeated exposure","Although there was no data of this product, since inorganic lead compounds had effects on central nervous systems, blood, and renal (ACGIH-TLV (2005) of Priority 1 document), it was classified into Category 1 (a central nervous system, blood, kidney).","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
101-14-4,"3,3'-Dichloro-4,4'-diaminodiphenylmethane","Specific target organs/systemic toxicity following repeated exposure - Category 2 (blood system, respiratory organs, liver)",,,,"Based on the evidence from animal studies including ""mild methemoglobinemia, macrocytic anemia and anemia probably caused by excessive destruction of red blood cells, adenomatosis in the bronchiolar-alveolar junction, hepatocyte hypertrophy, fatty degeneration in the liver, hepatocyte necrosis, bile duct proliferation and fibroplasia"" (MOE Risk Assessment Vol. 3, 2004). The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 2.
","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
101-68-8,"Diphenylmethane diisocyanate   (4,4'-M.D.I.)",Specific target organs/systemic toxicity following repeated exposure - Category 1 (respiratory organs),Health hazard,Danger,Causes damage to organs (respiratory organs) through prolonged or repeated exposure,"It was classified in Category 1 (respiratory tracts) from the descriptions in IRIS (1998) and CICAD 27 (2000) that the effects on the respiratory system, such as focal/multifocal alveolar and bronchioalveolar hyperplasia, and interstitial fibrosis of lungs were seen with the concentration of the guidance value range of Category 1 in the inhalation exposure test using the rat , and from the descriptions in ACGIH (7th, 2001), DFGOT (vol.8, 1997), CICAD 27 (2000), IARC 71 (1999), and Japan Society for Occupational Health Recommendation of Occupational Exposure Limits (1993) that the respiratory dysfunction and increase in generating of a lung disease were seen in human occupation exposure cases.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-77-9,"4,4'-Methylenedianiline","Specific target organs/systemic toxicity following repeated exposure - Category 1 (liver, heart) Category 2 (thyroid gland, kidneys, blood system)",,,,"Based on the human evidence: ""A man exhibited hepatic toxicity following accidental ingestion of a solution containing 4,4'-methylenedianiline, potassium carbonate and gammabutyrolactone; elevated transaminase and bilirubinemia were detected at clinical examination performed 2 days after exposure. Though the solution contain other substances, the clinical findings were consistent with those reported by Kopelman et al., which were considered to be 4,4'-methylenedianiline-induced toxic effects,"" ""echocardiography revealed evidence of decreased septal motion and hypofunction of the left ventricle"" (ATSDR (1998)), ""11 patients had jaundice,"" ""exposure to MDA caused hepatitis"" (EU-RAR No.9 (2001)). Also based on the evidence from animal studies including ""hyperplasia of the bile duct,"" ""hyperplasia of the thyroid gland"" (ATSDR (1998)), ""anemia, hyperplasia of the small bile duct, hypertrophy of the thyroid gland follicular epitheliocytes, nephrocalcinosis,"" ""hepatic parenchyma was replaced by the proliferative bile duct, leading to portal cirrhosis"" (EU-RAR No.9 (2001)). The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 2.  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-80-4,"4,4'-oxybisbenzenamine","Specific target organs/systemic toxicity following repeated exposure - Category 2 (blood, central nervous system)",Health hazard,Warning,"May cause damage to organs (blood, central nervous system) through prolonged or repeated exposure","It was classified into Category 2 according to the statement in which cyanosis, respiratory destress, and lethargy were acknowledged in feeding administration to a rat within the guidance value of Category 2 (DFGOTvol.6 (1994)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10101-63-0,Lead diiodide,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (blood system, kidneys, nervous system)",,,,"Based on toxicity of inorganic lead compounds.  

Based on the human evidence: ""The effects observed in acute and chronic studies are very similar for inorganic lead compounds. Inhalation or oral ingestion of inorganic lead has been reported to induce oral contraction and thirst, along with nausea, vomiting, upper abdominal discomfort, loss of appetite, abdominal pain and constipation suggesting gastrointestinal toxicity. The effects on hematopoietic function such as hemoglobin synthesis inhibition due to delta-aminolevulinic acid/heme synthetic enzyme inhibition and anemia caused by shortened survival of red blood cells are considered representative of toxic actions of inorganic lead. Kidney effects are evidenced by interstitial nephropathy and decreased urinary output along with proximal renal tubular damage showing Fanconi's syndrome represented by proteinuria, hematuria, urinary cast, glycosuria and aminoaciduria. Inorganic lead adversely affects the central and peripheral nervous systems, displaying in particular weakening of the muscle of the limbs, pain and spasm. 
There have been rare reports of adults exhibiting ataxia, headache, paresthesia, depression and coma indicative of toxic effects on the central nervous system when exposing to extremely high doses (details not shown). However, children are most sensitive to toxicity of lead, and neurodevelopmental toxicity manifested as restlessness, aggression, concentration difficulties and memory lapse has become serious problem in the U.S."" (CERI Hazard Data 2001-9 (2002)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-18-8,sodium selenite,"Specific target organs/systemic toxicity following repeated exposure - Category 2 (central nervous system, blood, kidneys, liver)",Health hazard,Warning,"May cause damage to organs (central nervous system, blood, kidneys, liver) through prolonged or repeated exposure","Since there is description of effect on the central nervous systems, blood, the kidney, and liver in human in ICSC(J)(1998),  SITTIG (4th, 2002), HSFS (2002) of Priority 2 document, and description of effect on the blood, the kidney, and liver in rats in HSDB (2002) and RTECS (2004) of Priority 2, it was classified into Category 2 (a central nervous systems, blood, kidney, liver).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-44-0,nitrogen dioxide,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (lung, immune system)",Health hazard,Danger,"Causes damage to organs (lung, immune system) through prolonged or repeated exposure","Based on the description that prolonged exposures cause lung diseases in the human (ACGIH (7th, 2001), EHC 188 (1997), and PATTY (4th, 1994)), the description that resistance to infections declines in the human (EHC 188 (1997) and PATTY (4th, 1994)), and the description that in the laboratory animals by repeated inhalation exposures, the effects on the lung and immunity declines were observed with the concentration in the Category 1 guidance value range (ACGIH (7th, 2001), EHC 188 (1997), and PATTY (4th, 1994)), it was classified into Category 1(lung, immune systems).","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
10102-45-1,Thallium nitrate,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (nervous system, skin, testes) Category 2 (cardiovascular system)",,,,"Based on the human evidence: ""Thallium may affect the nervous system following inhalation"" (ATSDR 1992), ""chief complaints included abdominal pain, fatigue, irritancy, body weight reduction and pain in legs. Four patients had loss of hair"" (ACGIH 2001), ""clinical symptoms began with excitement and sleeplessness"" (PATTY (5th 2001)), ""paraesthesias and polyneuritis such as pain in muscles and joints, as well as psychasthenic symptoms such as headache, sleep disorders and fatigue"" (EHC 182 (1996)), ""may affect the cardiovascular/nervous systems"" (IPCS (J) (2002)). 
Also based on the evidence from animal studies: ""thallium caused disturbed behaviour, aggressiveness, diarrhoea, and loss of hair,"" ""Testicular effects including disarrangement of the tubular epithelium, cytoplasmic vacuolization, and distention of the smooth endoplasmic reticulum of Sertoli cells"" (EHC 182 (1996)). The effects on the cardiovascular system are classified into Category 2 since the priority rating of the referenced study is 2.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-49-5,iron arsenate,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (digestive system, cardiovascular system, nervous system, kidneys, liver, blood system, skin, respiratory organs)",Health hazard,Danger,"Causes damage to organs (digestive system, cardiovascular system, nervous system, kidneys, liver, blood system, skin, respiratory organs) through prolonged or repeated exposure","Although there was no data of this product itself, the description in human of EHC 224 (2001) about arsenic and inorganic arsenics compounds ""gastrointestinal tract disorder,  neuropathy, effect on blood system, disorder of cardiovascular system, kidney and liver were observed. Target organ are gastrointestinal,heart,brains and kidney. Skin,marrow and peripheral nerves were also affected "" and in addition, based on the description of effect on the upper respiratory tract and lungs (ACGIH (7th, 2001)),  it was classified into Category 1 (digestive tract, cardiovascular systems, nervous systems, kidney, liver, blood systems, skin, respiratory system).","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10103-61-4,"arsenic acid, copper salt","Specific target organs/systemic toxicity following repeated exposure - Category 1 (digestive system, cardiovascular system, nervous system, kidneys, liver, blood system, skin, respiratory organs)",Health hazard,Danger,"Causes damage to organs (digestive system, cardiovascular system, nervous system, kidneys, liver, blood system, skin, respiratory organs) through prolonged or repeated exposure","Since this product affects the peripheral nervous system, the skin, mucosa, and liver, and neuropathy, pigment disorders, nasal septal perforation and cirrhosis may be occured (ICSC (J), 1993), and the description in human of EHC 224 (2001) about arsenic and inorganic arsenics compounds ""the disorder of gastrointestinal tract, neuropathy, effect on blood systems, and abnormalities of a cardiovascular systems, the kidney, and liver were observed. Target organ are gastrointestinal,heart,brains and kidney. Skin,marrow and peripheral nerves were also affected "" and in addition, based on the description of effect on the upper respiratory tract and lungs (ACGIH (7th, 2001)), it was classified into Category 1 (digestive tract, cardiovascular systems, nervous systems, kidney, liver, blood systems, skin, respiratory system).","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10108-64-2,Cadmium chloride,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (respiratory organs, bone, liver, kidneys, blood system, heart)",,,,"Based on the evidence from animal studies including ""pulmonary inflammation, induction of hyperplastic changes in the lungs"" (CaPSAR (1994)), ""changes in calcium metabolism, osteomalacia (EHC 61 (1988)), necrosis of centrilobular hepatocytes and renal tubules, anemia, myocardial congestion, muscle fiber separation"" (ATSDR (1999)). The effects on experimental animals were observed at dosing levels within the guidance value ranges for Category 1.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10112-91-1,Dimercury dichloride,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (kidneys, nervous system, gastrointestinal tract)",,,,"Based on the human evidence including ""abdominal pain, nausea, vomiting, black feces, decreased urinary output and renal failure; irritability, fretfulness, sleeplessness, weakness, photophobia, muscle twitching, hyperactive or hypoactive tendon reflexes, confusion, irregular arm movements, and impaired gait"" (CICAD 50 (2003)), ""dementia and irritability; reduced brain weight observed at necropsy; decreased cerebellar neurons; mercury granules in the cytoplasm found at the light microscopic level"" (ATSDR (1994)). Since gastrointestinal tract effects were observed in the repeated dose toxicity studies using the dermal route of exposure, it is unlikely that these effects represented a direct toxic effect, so the GI tract was included in the target organ list.
","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10124-36-4,Cadmium sulphate,"Specific target organs/systemic toxicity following repeated exposure - Category 1 (bone, respiratory organs)",,,,"Based on the evidence from animal studies including ""alveolar hyperplasia and fibrous stroma"" (IARC 58 (1993)), ""decreased blood calcium levels, radiologic evidence of osteoporosis,""  ""multifocal bronchial alveolar hyperplasia"" (EHC 134 (1992)). The effects were observed at dosing levels within the guidance value ranges for Category 1.
The chronic toxicity of cadmium compounds manifests as ""renal failure, pulmonary emphysema"" (EHC 134 (1992)), ""hypercalcinuria, decreased blood phosphate levels, nephrolithiasis, osteoporosis and osteomalacia"" (CaPSAR (1994)).  ","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10124-50-2,potassium arsonate,"Specific target organs/systemic toxicity following repeated exposure - Category 2 (skin, digestive system, nervous system, cardiovascular system, lung, liver, kidneys)",Health hazard,Warning,"May cause damage to organs (skin, digestive system, nervous system, cardiovascular system, lung, liver, kidneys) through prolonged or repeated exposure","It was classified into Category 2 (the skin, a gastrointestinal, a nervous systems, a cardiovascular systems, lungs, liver, kidney) based on the description that the influence on the peripheral nervous systems, the skin, membrane, marrow, the kidney, and liver of the humans by this product (ICSC, 1999), and that the influence on the skin, a gastrointestinal, a nervous systems, lungs, liver, and a cardiovascular systems by inorganic arsenic compounds (EHC 224, 2001;HSG 70, 1992). ","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
