CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
117-84-0,Di-n-octyl phthalate,Respiratory sensitizer,Category 1,,,,"No data available
An epidemiological study provides evidence of respiratory sensitization in humans (CERI Hazard Data 2001-63 (2002)): ""workers occupationally exposed to dioctyl phthalate (structural details unknown) exhibited asthmatic responses.""","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-30-8,p-Aminophenol,Respiratory sensitizer,Category 1,,,,"Based on the description in HSDB (2003) of the human health effects: ""The substance induces contact dermatitis and bronchial asthma.""","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12656-85-8,C.I. Pigment Red 104,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Respiratory sensitization : although there is no report of this material itself, chromium and chromium compound were classified into ""the 2nd group (material considered that there is probably sensitizing to human)"" in Japan Association of Industrial Health, and chromium was classified into the material with respiratory sensitization in Japanese Society of Occupational Allergy Special Committee, this product thought that it had respiratory sensitization and was set to Category 1.","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
1307-96-6,Cobalt oxide,Respiratory sensitizer,Category 1,,,,"Based on epidemiological cases; cobalt blue (cobalt oxide), which is generally used as a pigment to colour porcelain, causes respiratory sensitization in humans. Moreover, cobalt is classified into ""Respiratory Sensitizing Substance: Group 1"" by the Japan Society for Occupational Health. This classification, though not specifying cobalt oxide (II), seems to include cobalt compounds.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1308-14-1,Chromium (III) hydroxide,Respiratory sensitizer,Category 1,,,,"chromium is classified into ""Respiratory Sensitizing Substance"" by the ad hoc committee of the Japanese Society of Occupational Allergy, and ""Respiratory Sensitizing Substance: Group 2""* by the Japan Society for Occupational Health. These classifications, though not specifying chromic hydroxide hydrate, seem to include chromium compounds. Chromic hydroxide hydrate, which is a chromium compound, should thus cause respiratory sensitization.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1308-38-9,Chromium (III) oxide,Respiratory sensitizer,Category 1,,,,"chromium is classified into ""Respiratory Sensitizing Substance"" by the ad hoc committee of the Japanese Society of Occupational Allergy, and ""Respiratory Sensitizing Substance: Group 2""* by the Japan Society for Occupational Health. These classifications, though not specifying chromium (III) oxide, seem to include chromium compounds. Chromium (III) oxide, which is a chromium compound, should thus cause respiratory sensitization.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1313-99-1,Nickel monoxide,Respiratory sensitizer,Category 1,,,,"Due to the fact that the substance is classified as a Respiratory Sensitizing Substance by DFG and ""Respiratory Sensitizing Substance: Group 2"" (as nickel compounds) according to the Recommendation on Occupational Exposure Limits for Chemical Substances (Japan Society for Occupational Health (2005)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
13138-45-9,Nickel dinitrate,Respiratory sensitizer,Category 1,,,,"Due to the fact that nickel compounds are classified into ""Respiratory Sensitizing Substances: Group 2"" according to the Recommendation on Occupational Exposure Limits for Chemical Substances (Japan Society for Occupational Health (2005)) (though not specifying nickel sulfate).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1333-82-0,Chromium trioxide,Respiratory sensitizer,Category 1,,,,"based on the description in CERI Hazard Data 97-18 (1998) of the human health effects: ""Inhalation of fume causes bronchial asthma."" 
Chromium is classified into ""Respiratory Sensitizing Substance"" by the ad hoc committee of the Japanese Society of Occupational Allergy, and ""Respiratory Sensitizing Substance: Group 2""* by the Japan Society for Occupational Health. These classifications, though not specifying chromic anhydride, seem to include chromium compounds. Chromic anhydride, which is a chromium compound, should thus cause respiratory sensitization.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
13463-39-3,Nickel carbonyl,Respiratory sensitizer,Category 1,,,,"Respiratory sensitization -- based on the following epidemiological observation provided by EHC 108 (1991): ""A chemical engineer, who had been exposed for a long period to low levels of nickel carbonyl, developed asthma and Löffler's syndrome. In addition to pulmonary infiltrations and eosinophilia, which are markers in Löffler's syndrome, the patient had an eczematous dermatitis of the hands.""","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
13517-17-4,Disodium chromate decahydrate,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"about the anhydride of this substance (Sodium chromate (CAS:  7775-11-3)), in addition to repetition or long-term inhalation exposure to human may cause asthma (ICSC(2005)), it is classified into ""R42 (inhalation may cause sensitization)"" according to the EU risk phrases. Moreover, chromium and chromium compound were classified into ""the 2nd group (material considered that there is probably sensitizing to human)"" in Japan Association of Industrial Health, and chromium was classified into the material with respiratory sensitization in Japanese Society of Occupational Allergy Special Committee, this product thought that it had respiratory sensitization and was set to Category 1.","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
13530-65-9,Zinc chromate,Respiratory sensitizer,Category 1,,,,"chromium is classified into ""Respiratory Sensitizing Substance"" by the ad hoc committee of the Japanese Society of Occupational Allergy, and ""Respiratory Sensitizing Substance: Group 2""* by the Japan Society for Occupational Health. These classifications, though not specifying potassium dichromate, seem to include chromium compounds. Potassium dichromate, which is a chromium compound, should thus cause respiratory sensitization.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
13530-68-2,Chromic acid   (H2Cr2O7),Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Respiratory sensitization : although there is no report of this material itself, chromium and chromium compound were classified into ""the 2nd group (material considered that there is probably sensitizing to human)"" in Japan Association of Industrial Health, and chromium was classified into the material with respiratory sensitization in Japanese Society of Occupational Allergy Special Committee, this product thought that it had respiratory sensitization and was set to Category 1.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
137-05-3,mecrilate,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Since it is published in the""sensitizing chemicals of occupational allergy"" list of the Japanese occupationl and the environmental allergology meeting and described as ""having respiratory tract sensitization,"" it was set to Category 1. In addition, skin sensitization has been identified negative in the result of a test with guinea pigs(CICAD, 2001;ACGIH, 2001),  it was put outside of  Category.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
13765-19-0,Calcium chromate,Respiratory sensitizer,Category 1,,,,"chromium is classified into ""Respiratory Sensitizing Substance"" by the ad hoc committee of the Japanese Society of Occupational Allergy, and ""Respiratory Sensitizing Substance: Group 2""* by the Japan Society for Occupational Health. These classifications, though not specifying potassium dichromate, seem to include chromium compounds. Potassium dichromate, which is a chromium compound, should thus cause respiratory sensitization.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1395-21-7,"Subtilisins, as crystalline active enzyme",Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Human skin sensitization (identified in a skin patch test) and respiratory sensitization (such as airway obstruction, bronchus contraction, the fall of the amount of breathing and asthma) have been reported (ACGIH, 2001). Therefore, both skin sensitization sensitization and respiratory sensitization were referred to as Category 1.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
16812-54-7,Nickel sulphide,Respiratory sensitizer,Category 1,,,,"Due to the fact that the substance is classified as a Respiratory Sensitizing Substance by DFG (MAC/BAT (2005)) and ""Respiratory Sensitizing Substance: Group 2"" (as nickel compounds) according to the Recommendation on Occupational Exposure Limits for Chemical Substances (Japan Society for Occupational Health (2005)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
18454-12-1,dilead chromate oxide,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Respiratory sensitization : although there is no report of this material itself, chromium and chromium compound were classified into ""the 2nd group (material considered that there is probably sensitizing to human)"" in Japan Association of Industrial Health, and chromium was classified into the material with respiratory sensitization in Japanese Society of Occupational Allergy Special Committee, this product thought that it had respiratory sensitization and was set to Category 1.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
2451-62-9,Triglycidyl isocyanurate,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Classified as Category 1 because CERI Hazard Data (2001) describes that a worker who was using as a spray the paint containing 4% of this product developed asthma four years after starting the work, concluding that this product is the cause.","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
25167-80-0,chlorophenol,Respiratory sensitizer,"Respiratory sensitization, o-: Classification not possible, m-: Classification not possible, p-: Classification not possible",-,-,-," o-object: no data, m-object: no data, p-object: no data","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
2545-06-1,"(N-(1,1,2,2-Tetrachloroethylthio)-1,2,3,6-tetrahydrophthalimide); Captafol",Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Respiratory organ :It was classified as Category 1 based on the description of PATTY (4th, 1994) and ACGIH (7th, 2001) that ""Captafol has skin sensitizing effect and respiratory sensitization effect in human."" Cutaneous : It was categorized as Category 1 based on the descriptions in PIM 097 (1990), IARC 53 (1991), PATTY (4th, 1994) and ACGIH (7th, 2001) that many cutaneous sensitization properties and optical allergic reactions were acknowledged in the farmers of Japan, silviculture workers of New Zealand, and the researchers of the chemistry maker laboratories, and the descriptions of PATTY (4th, 1994) and ACGIH (7th, 2001) that ""Captafol has cutaneous sensitizing property and respiratory sensitizing property in human.""","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
26471-62-5,"Methyl-1,3-phenylene diisocyanate; m-Tolylene diisocyanate",Respiratory sensitizer,Category 1,,,,"based on the evidence on human health effects from CERI Hazard Data 97-20 (1998), EHC 75 (1987), DFGOT Vol. 20 (2005) and ACGIH 7th (2004) and the fact that the substance is classified as ""respiratory sensitizing chemicals"" according to the Japanese Society of Occupational Allergy and ""Respiratory Tract Group 1"" according to Recommendations by the Japan Society of Occupational Health (2005).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
334-88-3,diazomethane,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,Based on the case which caused the attack of asthma in humans(ACGIH (2001)) respiratory sensitization was referred to as Category 1.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
37235-82-8,dibismuth dichromium nonaoxide,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Respiratory sensitization : although there is no report of this material itself, chromium and chromium compound were classified into ""the 2nd group (material considered that there is probably sensitizing to human)"" in Japan Association of Industrial Health, and chromium was classified into the material with respiratory sensitization in Japanese Society of Occupational Allergy Special Committee, this product thought that it had respiratory sensitization and was set to Category 1.","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
4098-71-9,"Cyclohexane, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethyl-",Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Classified as Category 1 on the basis that sensitization is reported in humans (CERI Hazard Data (2000)), and that this is listed as a respiratory sensitizer in MOE Risk Assessment vol. 3 (2004), ACGIH (2001) and ALGY Society (2004).","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
50-00-0,Formaldehyde,Respiratory sensitizer,Category 1,,,,"Based on the testing data of IgE specific immune responses of guinea pigs (CICAD 40 (2002)) (positive), data on human health effects (EHC 89 (1989)) and the classification by the Japan Society for Occupational Health.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
50-78-2,Aspirin,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"There is knowledge of respiratory sensitization (ACGIH (2001), IUCLID (2000)). As there is no data on the skin sensitization, it cannot be classified..","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
50922-29-7,Chromium zinc oxide,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Respiratory sensitization : although there is no report of this material itself, chromium and chromium compound were classified into ""the 2nd group (material considered that there is probably sensitizing to human)"" in Japan Association of Industrial Health, and chromium was classified into the material with respiratory sensitization in Japanese Society of Occupational Allergy Special Committee, this product thought that it had respiratory sensitization and was set to Category 1.","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
552-30-7,"1,2,4-Bbenzenetricarboxylic 1,2-anhydride",Respiratory sensitizer,Category 1,,,,"based on the description in CERI Hazard Data 2001-33 (2002) of the human health effects: Allergic respiratory diseases were observed in 29% of the workers handling the substance, which is considered to cause respiratory sensitization.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
562-81-2,barium tetracyanoplatinate,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Although there was no data for this substance, water-soluble platinum salt was classified as Category 1 according to Japan Society for Occupational Health advice (2005). Since platinum was indicated as the respiratory allergic substance by the Japanese Society of Occupational Allergy meeting, we classified it to be Category 1.","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
584-84-9,"4-Methyl-1,3-phenylene diisocyanate",Respiratory sensitizer,Category 1,,,,"due to the fact that the substance was classified as ""Respiratory Tract Group 1"" according to Recommendations by the Japan Society of Occupational Health (2005).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
624-83-9,"Methane, isocyanato-",Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Since asthma is caused as an acute symptoms by humans (ACGIH (2001)), the respiratory sensitization is pointed out(EU R42/43, Chapman (2005)) , and Shianeto system compounds are much indicated by the list of the Japanese occupation and environmental allergology meeting, respiratory sensitization was referred to as Category 1. Moreover, since there is a report (ACGIH (2001)) that intracutaneous sensitization tests of the guinea pigs indicated immune responses, the skin sensitization was also referred to as Category 1.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
63020-43-9,Potassium zinc chromat,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Respiratory sensitization : although there is no report of this material itself, chromium and chromium compound were classified into ""the 2nd group (material considered that there is probably sensitizing to human)"" in Japan Association of Industrial Health, and chromium was classified into the material with respiratory sensitization in Japanese Society of Occupational Allergy Special Committee, this product thought that it had respiratory sensitization and was set to Category 1.","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
64-19-7,Acetic acid,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Based on a statement of four case reports that respiratory hypersensitivity, such as bronchial asthmas, was induced by human inhalation exposure, and a fact that occupational asthma has been reportrd( PATTY (5th, 2001).), it was referred to as Category 1.","Aug. 18, 2006 (Environmental Hazards: Feb. 10, 2006)"
6449-00-9,Dichromium tricarbonate,Respiratory sensitizer,Category 1,,,,"chromium is classified into ""Respiratory Sensitizing Substance"" by the ad hoc committee of the Japanese Society of Occupational Allergy, and ""Respiratory Sensitizing Substance: Group 2""* by the Japan Society for Occupational Health. These classifications, though not specifying chromium carbonate, seem to include chromium compounds. Chromium carbonate, which is a chromium compound, should thus cause respiratory sensitization.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-02-0,Nickel,Respiratory sensitizer,Category 1,,,,"Due to the fact that the substance is classified into ""Respiratory Sensitizing Substance: Group 2"" according to the Recommendation on Occupational Exposure Limits for Chemical Substances (Japan Society for Occupational Health (2005)) and ""Respiratory Sensitizing Substance"" by the Japanese Society of Occupational Allergy and DFG.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-06-4,platinum,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Sensitizing property for respiratory organs: Since it was the substance listed in the Japanese Society of Occupation Allergy, we categorized it as Category 1.","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-16-6,rhodium,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Respiratory tracts: Since it was listed as a material which causes respiratory tract sensitivity at a Japanese Society of Occupational allergy, we categorized it as Category 1 (The Japanese Society of occupational allergy meeting magazines 12, 2004).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-41-7,beryllium,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Respiratory : Classified as Category 1 because the Japan Society for Occupational Health (2005) classifies this into the 1st group of respiratory tract sensitization.
Respiratory : Classified as Category 1 because the Japan Society for Occupational Health (2005) classifies this into the 2nd group of respiratory tract sensitization.","Mar. 23, 2006"
7440-47-3,Chromium,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Classified into Category 1 on the basis that this is listed by the Japanese Occupational and Environmental Allergology Society . In addition, the Japan Society for Occupational Health classified this as a ""substance considered to probably have sensitization to humans.""","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-48-4,Cobalt,Respiratory sensitizer,Category 1,,,,based on the classification by the Japan Society for Occupational Health and the Japanese Society of Occupational Allergy (Respiratory Tract Sensitizing Substance).,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7631-90-5,Monosodium sulfite,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"As human epidemiology information, a small number of allergy case caused by inhalation, skin contact and intake has been reported. It is said that it happens to the humans of sulfite oxidase deficiency. Although the occurrence rate was not high, it was referred to as Category 1 by expert judgment.","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7647-01-0,Hydrochloric acid,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"[Respiratory sensitization] Since it was listed as one of the chemical substances causing the sensitivity of  occupational allergy,  created by the specially set-up committee  of the Japanese occupational and  environmental allergology meeting,  it was referred to as Category 1. Still, there is a report that the postexposure bronchial spasms was caused by humans to the cleaning agents which included hydrogen chlorides  and that asthmatic symptoms were still caused by slight stimulus one year later (ACGIH (2003)).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7664-41-7,Ammonia,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"[Respiratory sensitization] Two or more asthma or asthma-like symptoms by ammonia exposures have been reported by humans (ATSDR 2004, ACGIH (2001)). Based on the fact that a statistically significant relevance is indicated between ammonia gas exposure and the respiratory symptom including bronchial asthma  by one report (ATSDR 2004) and that in a different report ammonia is made the asthmatic cause by the provocation test (ATSDR 2004). it was referred to as Category 1.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7681-57-4,Disodium disulphite,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"In the human epidemiological information, although in a few cases, allergy by the inhalation, skin contacts and oral intakes is reported. It is said that it happens to the human with sulfite oxidase deficiency. The incidence rate is not high. (Specialist opinion confirmed)","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7718-54-9,Nickel dichloride,Respiratory sensitizer,Category 1,,,,"Due to the fact that the substance is classified as a Respiratory Sensitizing Substance by DFG (MAK/BAT (2005)) and ""Respiratory Sensitizing Substance: Group 2"" (as nickel compounds) according to the Recommendation on Occupational Exposure Limits for Chemical Substances (Japan Society for Occupational Health (2005)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7727-21-1,Dipotassium peroxodisulphate,Respiratory sensitizer,Category 1,(Respiratory sensitizer)Health Hazard,(Respiratory sensitizer)Danger,(Respiratory sensitizer)May cause allergy or asthmatic symptoms or breathing difficulties if inhaled,"for humans, it has been described that ""2, 3, and 3 of 52 persons of manufacturing factory employees were positive to this substance alone, the related substance of Diammonium salt (CAS No.7727-54-0) alone, and both of this substance and Diammonium salt, respectively. The correlation trend was indicated between positive results and slight decrease of lung function."" in vivo immunological test (skin prick test) (SIDS (2005)). Moreover, there is also a report of occupational asthma in beauticians, and it has been concluded that ""test results in humans show that the substance is a respiratory sensitizer in occupational exposure""in SIDS (2005). As mentioned above, it was classified into Category 1. In addition, it can be classified as Xi; R42/43 (EU-Annex I) in the EU classifications, which is equivalent to Category 1.",2009.3.31
7727-54-0,Diammonium peroxydisulfate,Respiratory sensitizer,Category 1,(Respiratory sensitizer)Health Hazard,(Respiratory sensitizer)Danger,(Respiratory sensitizer)May cause allergy or asthmatic symptoms or breathing difficulties if inhaled,"for humans, it has been described that ""2, 3, and 3 of 52 persons of manufacturing factory employees were positive to this substance alone, the related substance of Peroxydisulfuric acid dipotassium salt (CAS No.7727-21-1, hereinafter described as dipotassium salt) alone, and both of this substance and dipotassium salt, respectively. The correlation trend was indicated between positive results and slight decrease of lung function."" in vivo immunological test (skin prick test) (SIDS (2005)). Moreover, there is also a report of occupational asthma in beauticians, and it has been concluded that ""test results in humans show that the substance is a respiratory sensitizer in occupational exposure""in SIDS (2005). As mentioned above, it was classified into Category 1. In addition, it can be classified as Xi; R42/43 (EU-Annex I) in the EU classifications, which is equivalent to Category 1. Moreover, it can be displayed as Sah (ACGIH-TLV/BEI (2005)) in the German MAK list.",2009.3.31
7775-27-1,Disodium peroxydisulfate,Respiratory sensitizer,Category1,Health hazard,Danger,May cause allegy or asthma symptoms pr breathing difficulties if inhaled,"Respiratory organ: There was a case report in NICNAS (2001) that asthma symptoms was induced by inhalation exposure in human, and in NICNAS (2001) it was concluded to be positive for respiratory sensitizing properties, therefore we classified it as Category 1.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7778-50-9,Potassium dichromate,Respiratory sensitizer,Category 1,,,,"chromium is classified into ""Respiratory Sensitizing Substance"" by the ad hoc committee of the Japanese Society of Occupational Allergy, and ""Respiratory Sensitizing Substance: Group 2""* by the Japan Society for Occupational Health. These classifications, though not specifying potassium dichromate, seem to include chromium compounds. Potassium dichromate, which is a chromium compound, should thus cause respiratory sensitization.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
