CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
99-09-2,m-Nitroaniline,Skin sensitizer,Skin sensitizer: Classification not possible,,,,Skin sensitizer: No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
94-75-7,"2,4-Dichlorophenoxyacetic acid",Skin sensitizer,Skin sensitization: Not classified,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,"Skin sensitization: Classified as out of category because the guinea pig Maximization test using the sodium salt of this substance showed negative (Agricultural Chemical Registration Data, 1990).","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
2346-99-8,"Methylcyclohexyl-4-chlorophenylthiophosphate
",Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10034-96-5,Manganese sulphate monohydrate,Skin sensitizer,Skin sensitization: Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10025-67-9,Disulfur dichloride,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,Skin sensitization] No data.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
122-39-4,Diphenylamine,Skin sensitizer,Skin sensitizer: Category 1,,,,"Skin sensitizer: Based on an epidemiological case report of skin sensitization (CERI Hazard Data 98-13 (1999)) and two case reports of positive patch test reactions (CERI Hazard Data 98-13 (1999), MOE Risk Assessment vol.3 (2004))","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
79-19-6,thiosemicarbazide,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7439-96-5,Manganese,Skin sensitizer,Skin sensitizer: Classification not possible,,,,Skin sensitizer: No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
125306-83-4,"N,N-diethyl-3-(2,4,6-trimethylphenylsulfonyl)-1H-1,2,4-triazole-1-carboxamide",Skin sensitizer,Skin sensitizer: Not classified,,,,Skin sensitizer: No skin sensitizing potential was found in guinea pig sensitization tests employing the Maximization method (Agricultural Chemical Registration Data (1997)).,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1304-29-6,barium peroxide,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 23, 2006)"
7783-00-8,Selenious acid,Skin sensitizer,Skin sensitizer: Classification not possible,,,,Skin sensitizer: No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-13-1,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-",Skin sensitizer,Skin sensitization: Classification not possible,-,-,-,"Skin: Although it showed negative for the Maximization method in the guinea pigs (CERI Hazard Data, 1999), we presupposed that it could not be classified for the insufficiency of data, since there was no description which otherwise negates skin sensitization clearly.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
61-82-5,Amitrol,Skin sensitizer,Skin sensitization: Category1,Skin sensitization)Exclamation mark,Skin sensitization)Warning,Skin sensitization)May cause allergic skin reaction,"Skin sensitization] Although skin sensitization is not found by the two tests using guinea pigs: Open epicutaneous test and Buehler test (DFGOT vol.18 (2002)), we classified this as Category 1 based on IUCLID (2000), which obtains a positive finding in the Magnusson-Kligman maximization test (EHC 158 (1994)) and reports a case that reveals allergic dermatitis in human patch test (EHC 158 (1994)).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
28249-77-6,"S-4-chlorobenzyl N,N-diethylthiocarbamate",Skin sensitizer,Skin sensitizer: Not classified,,,,Skin sensitizer: No skin sensitizing potential was found in guinea pig skin sensitization tests employing the Buehler method (Agricultural Chemical Registration Data (2004)).,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-22-4,Silver,Skin sensitizer,Skin sensitization: Category1,Skin sensitization)Exclamation mark,Skin sensitization)Warning,Skin sensitization)May cause allergic skin reaction,"Skin sensitization: Classified as Category 1 because of the descriptions that powder exposure causes allergic contact dermatitis (ACGIH (2001)) and that contact to accessories containing silver produced allergic reactions (PATTY (5th, 2001)).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6649-23-6,"2,3,5,6-tetrahydro-6-phenyl-imidazo[2,1-b]thiazole",Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
60-35-5,acetamide,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
115-86-6,Triphenyl Phosphate,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,"Skin sensitization: ACGIH (7th, 2001) and HSDB (2006) had description of the case report of allergic contact dermatitis, however, both of which were considered to be the same description of one case and did not have the report of two or more cases which is a judging standard of skin sensitization, and we thought the data was insufficient, therefore we presupposed that we could not classify it.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
12108-13-3,methyl cyclopentadienyl manganese tricarbonyl,Skin sensitizer,Skin sensitization: Classification not possible,-,-,-,"Skin: Since data was insufficient, we could not classify it.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-14-2,"Ethane, 1,2-dichlorotetrafluoro-",Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7783-07-5,Dihydrogen selenide,Skin sensitizer,Skin sensitizer: Classification not possible,,,,Skin sensitizer: No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-45-1,Thallium nitrate,Skin sensitizer,Skin sensitizer: Classification not possible,,,,Skin sensitizer: No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7758-89-6,Copper monochloride,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
20941-65-5,"tetrakis(diethyldithiocarbamato-S,S')tellurium",Skin sensitizer,Skin sensitization: Classification not possible,-,-,-,No data available,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
10035-10-6,Hydrobromic acid,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
3268-49-3,3-(Methylsulfanyl)propanal,Skin sensitizer,Skin sensitizer: Category 1,Skin sensitizer)Exclamation mark,Skin sensitizer)Warning,Skin sensitizer)May cause an allergic skin reaction,"Skin sensitizations: it was classified as Category 1 since it was described as ""skin sensitizing potential"" SIDS (2003) in the Maximization tests (OECD TG406) employing guinea pig by GLP and non-GLP, and it was concluded as ""mild skin sensitizing"" in SIDS (2003).",2009.3.31
ID438,Tetrachlorodifluoroethane; CFC-112,Skin sensitizer,Skin sensitizer: Classification not possible,,,,"Skin sensitizer: According to the description in EHC (1990), a skin sensitization tests showed no indication of sensitization in guinea pigs. However, classification is not possible, with only one set of data showing ""negative"" available (1,1,2,2-Tetrachloro-1,2-difluoroethane).","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-89-7,Diethylamine,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,"About respiratory sensitization, there is no data and it cannot be classified. Although there is a datum about skin sensitization describing that a Mouse ear swelling test did not identify it(IUCLID (2000)), this is not enough to put it outside of Category.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7778-44-1,calcium arsenate,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,"Skin sensitization : it is not a deterministic conclusion, although there is no knowledge of this product and skin sensitization may be indicated to humans as an inorganic arsenic (ATSDR, draft, 2005; HSG, 70, 1992), in addition, it was presupposed that it cannot classify from the description in the humans of EHC 224 (2001) ""development of the skin sensitization of inorganic arsenic is rare"" since data is insufficient.","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
119168-77-3,N-(4-tert-Butylbenzyl)-4-chloro-3-ethyl-1-methylpyrazole-5-carboxamide; Tebufenpyrad,Skin sensitizer,Skin sensitizer: Category 1,,,,Skin sensitizer: Based on the evidence of sensitization observed in guinea pig Maximization tests (Agricultural Chemical Registration Data (1993)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
21725-46-2,"2-(4-chloro-6-ethylamino-1,3,5-triazin-2-yl)amino-2-methylpropiononitrile",Skin sensitizer,Skin sensitizer: Not classified,,,,Skin sensitizer: No skin sensitizing potential was found in guinea pig sensitization tests employing the Buehler method (Agricultural Chemical Registration Data (1998)).,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-07-7,"Benzene, (trichloromethyl)-",Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
140-88-5,Ethyl acrylate,Skin sensitizer,Skin sensitizer: Category 1,,,,Skin sensitizer: Based on the results of guinea pig skin sensitization tests (CERI-NITE Hazard Assessment No.59 (2004)) (positive) and with reference to the EU Risk Phrase.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
382-21-8,Perfluoroisobutylene,Skin sensitizer,Skin sensitization: Classification not possible,-,-,-,No data available,"Nov. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
2275-23-2,"O,O-Dimethyl S-2-[1-(N-methylcarbamoyl)ethylthio]ethyl phosphorothioate; Vamidothion",Skin sensitizer,Skin sensitizer: Classification not possible,,,,Skin sensitizer: No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
2971-90-6,clopidol,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,[respiratory sensitization] No data. With no [skin sensitization] data.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
105779-78-0,"5-Chloro-N-{2-[4-(2-ethoxyethyl)-2,3-dimethylphenoxy]ethyl}-6-ethylpyrimidine-4-amine; Pylimidifen",Skin sensitizer,Skin sensitizer: Category 1,,,,Skin sensitizer: Based on positive results in guinea pig skin sensitization tests using the Maximization method (Agricultural Chemical Registration Data (1996)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12427-38-2,"Manganese N,N'-ethylenebis(dithiocarbamate)",Skin sensitizer,Skin sensitizer: Category 1,,,,Skin sensitizer: Based on positive results in guinea pig skin sensitization studies employing the Maximization method (Agricultural Chemical Registration Data (2005)).,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
2655-14-3,"3,5-Dimethylphenyl N-methylcarbamate; XMC",Skin sensitizer,Skin sensitizer: Not classified,,,,"Skin sensitizer: Based on no evidence of sensitization observed in guinea pig skin sensitization tests using the Maximization method, reported in Agricultural Chemical Registration Data (2002).","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6988-21-2,dioxacarb,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
2312-35-8,2-(4-tert-butylphenoxy)cyclohexyl 2-propynyl sulfite,Skin sensitizer,Skin sensitizer: Category 1,,,,Skin sensitizer: Based on positive results in guinea pig skin sensitization tests employing the Draize method (Agricultural Chemical Registration Data (2005)).,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-98-2,"2-Propanol, 1-methoxy-",Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,"Although skin sensitization was not acknowledged by the test using the guinea pigs (modified Maguire test) (SIDS (2001)), we presupposed that we could not classify it since description which clearly negated sensitizing property was not obtained.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10028-15-6,ozone,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-65-5,yttrium,Skin sensitizer,Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
80-43-3,2-Phenyl-2-[(2-phenylpropan-2-yl)peroxy]propane,Skin sensitizer,Skin sensitizer: Not classified,-,-,-,"Skin sensitizations: for humans, it has been described that ""it showed a slight irritation not skin sensitization in the patch test to 200 volunteers"" (Patty (5th, 2001)). Moreover, there is a description of ""no sensitizing potential"" in the intracutaneous injection tests employing guinea pig with unknown numbers (Patty (5th, 2001)). Therefore, it was classified into ""Not classified"".",2009.3.31
12279-90-2,Tetraarsenic tetrasulfide ,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,"Skin sensitization : it is not a deterministic conclusion (ATSDR, 2005; HSG, 1992) although there is no knowledge of the quality of a genuine article itself and skin sensitization may be shown to humans as an inorganic arsenic compound, in addition, it was presupposed that it cannot classify from the description in the humans of EHC 224 (2001) ""development of the skin sensitization of inorganic arsenic is rare"" since data is insufficient.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2238-07-5,"2,2'-[oxybis(methylene)]bisoxirane",Skin sensitizer,Skin sensitization: Classification not possible,-,-,-,"Skin: There were descriptions that strong skin sensitization was acknowledged in the test using the guinea pigs in ACGIH (7th, 2001) and PATTY (4th, 1994), however, the test method was not clear, therefore we presupposed it not to be able to be classified for the insufficiency of data.","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
7783-99-5,silver nitrite,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-84-2,Nonane,Skin sensitizer,Skin sensitization: Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
13826-83-0,ammonium tetrafluoroborate,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
600-25-9,1-chloro-1-nitropropane,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
14220-17-8,dipotassium tetracyanoniccolate,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,"Skin sensitization : Although it had the cutaneous sensitizing property as nickel or nickel compound in the Japanese Society for Occupational Allergy (2004), Japan Society for Occupational Health advice (2004), and MAK/BAT (2004), there was no data about this product, therefore we could not classify it for theinsufficiency of the data.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-31-3,Methyl formate,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
51630-58-1,alpha-Cyano-3-phenoxybenzyl 2-(4-chlorophenyl)-3-methylbutyrate; Fenvalerate,Skin sensitizer,Skin sensitizer: Category 1,,,,Skin sensitizer: Based on the positive results reported in guinea pig skin sensitization studies (Agricultural Chemical Registration Data (1995)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-09-3,4-aminoazobenzene,Skin sensitizer,Skin sensitization: Category1,Skin sensitization)Exclamation mark,Skin sensitization)Warning,Skin sensitization)May cause allergic skin reaction,Skin sensitization: Classified as Category 1 because BUA 217 (2000) describes a large number of reports that show positive sensitization in humans.,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7782-50-5,Chlorine,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,Skin sensitization: No data,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-44-7,Benzyl chloride,Skin sensitizer,Skin sensitizer: Category 1,,,,"Skin sensitizer: Based on the description in the report on guinea pig skin sensitization tests (CERI Hazard Data 97-4 (1998) and SIDS (2002)): ""Skin sensitization: positive.""","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
13494-80-9,tellurium,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
627-44-1,diethylmercury,Skin sensitizer,Classification not possible,-,-,-,No data available,"Mar. 23, 2006"
57-57-8,propiolactone,Skin sensitizer,Skin sensitization: Classification not possible,-,-,-,No data available,"Mar. 23, 2006"
15432-85-6,sodium antimonate,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
3281-96-7,"3,5-Dibromo-4'-nitroazobenzen-4-ol",Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
156-59-2,"cis-1,2-Dichloroethylene",Skin sensitizer,Skin sensitizer: Classification not possible,,,,Skin sensitizer: No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
21564-17-0,"2-[(Thiocyanatomethyl)sulfanyl]-1,3-benzothiazole",Skin sensitizer,Skin sensitizer: Category 1,Skin sensitizer)Exclamation,Skin sensitizer)Warning,Skin sensitizer)May cause an allergic skin reaction,"Skin sensitizations: it has been described in the CERI/NITE Hazard Assessment Report (2008) that ""strong skin sensitization was observed in the Maximization tests employing guinea pig."" Furthermore, it has been described that ""it is a sensitizing substance in humans"" in the cited literature, U.S.EPA 739-R-05-003 (2006). Therefore, it was classified into Category 1. In addition, it can be classified as Xi; R43 (EU-Annex I) in the European Union classification, which is equivalent to Category 1.",2009.3.31
98-01-1,2-Furaldehyde,Skin sensitizer,Skin sensitization: Not classified,-,-,-,"Skin : Based on the description that sensitizing was not acknowledged in Buehler test and Maximization test using the guinea pigs of EU-RAR (2004), and the description that sensitizing was not acknowledged in Maximization test for the human of DFGOT (vol.18, 2002), and since it was concluded that there was no skin sensitization property in EU-RAR (2004), we classified it to be Out Of Category.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7803-51-2,phosphine,Skin sensitizer,Skin sensitization: Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-31-9,Hydroquinone,Skin sensitizer,Skin sensitizer: Category 1,,,,"Skin sensitizer: A number of ""positive"" results have been reported from guinea pig skin sensitization tests (CERI Hazard Data 99-19 (2000) and EHC 157 (1994)). Also human epidemiological studies provide evidence of skin sensitization (CERI Hazard Data 99-19 (2000), EHC 157 (1994) and DFGOT vol.10 (1998)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-18-6,Allyl alcohol,Skin sensitizer,Skin sensitizer: Classification not possible,,,,Skin sensitizer: No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7647-01-0,Hydrochloric acid,Skin sensitizer,Skin sensitization: Not classified,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,"Skin sensitization] Adding to the negative result (SIDS (2002)) in Maximization Test of a guinea pigs, and Ear Swelling Test of a mouse, there is a report (SIDS (2002)) that nobody indicated positive reactions in the test applied to 15 humans on 10-14th days after [ induction of sensitization ] , and it put outside of the Category.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
85-44-9,Phthalic anhydride,Skin sensitizer,Skin sensitizer: Category 1,,,,"Skin sensitizer: Based on the description in the report on Buehler tests and Intracutaneous tests on guinea pigs (CERI Hazard Data 2000-54 (2001)): ""sensitization: positive."" Also based on the overall conclusion made by CERI Hazard Data 2000-54 (2001): ""The substance possesses a potential for sensitization for human skin.""","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
3033-62-3,"Ethanamine, 2,2'-oxybis[N,N-dimethyl-",Skin sensitizer,Skin sensitization: Classification not possible,-,-,-,No data available,"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
142-64-3,piperazine dihydrochloride,Skin sensitizer,Skin sensitization: Classification not possible,-,-,-,"Skin: Although we found a description that sensitizing property was acknowledged in the human acute exposure cases in ACGIH (7th, 2001), there were no epidemiology investigation reports and case reports which showed the development of allergic contact dermatitis, so we presupposed that we could not classify it for the insufficiency of data.","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
80-62-6,Methyl methacrylate,Skin sensitizer,Skin Sensitizer: Category 1,,,,"Skin sensitizer: based on the description in EU-RAR No.22 (2002) (The substance causes allergic dermatitis) and in the Japan Society for Occupational Health (The substance is a skin sensitizer), with reference to EU Risk Phrase R43 (The substance may cause sensitization in contact with skin).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
118-79-6,"2,4,6-Tribromophenol",Skin sensitizer,Skin sensitizer: Category 1,,,,"Skin sensitizer: Based on the evidence of skin sensitization from guinea pig skin sensitization tests, described in CICAD 66 (2005).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
1307-96-6,Cobalt oxide,Skin sensitizer,Skin sensitizer: Category 1,,,,"Skin sensitizer: Cobalt is classified into ""Skin Sensitizing Substance: Group 1"" by the Japan Society for Occupational Health. This classification, though not specifying cobalt oxide (II), seems to include cobalt compounds. Cobalt oxide (II), which is a cobalt compound, should thus cause skin sensitization. 

* There is a provision to the effect that ""the category refers to the substance concerned and its compounds, but does not identify all substances causing respiratory/skin sensitization.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-06-6,p-Divinylbenzene,Skin sensitizer,Skin sensitizer: Classification not possible,,,,Skin sensitizer: No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-20-7,Calcium acetylide,Skin sensitizer,Skin sensitization: Classification not possible,-,-,-,"Skin: since data is insufficient, it cannot classify.","Mar. 23, 2006"
102-54-5,ferrocene,Skin sensitizer,Skin sensitization: Classification not possible,Skin sensitization)-,Skin sensitization)-,Skin sensitization)-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
