CASRN,Name,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
61788-33-8,Polychlorinated terphenyls,Flammable solids - Not classified (solid),,,,"PTCs had previously been used as fire-retardants (EHC 140 (1993)). Classified into Class 9 (UN#3151 (Polyhalogenated Biphenyls (liquid; excluding polychlorinated biphenyls (UN#2315, liquid); those with concentrations of not more than 50mg/kg are not included in the Dangerous Goods list), or Polyhalogenated Terphenyls (liquid; those with concentrations of not more than 50mg/kg are not included in the Dangerous Goods list)), UN#3152 (Polyhalogenated Biphenyls (solid; excluding polychlorinated biphenyls (UN#3432, solid); those with concentrations of not more than 50mg/kg are not included in the Dangerous Goods list), or Polyhalogenated Terphenyls (solid; those with concentrations of not more than 50mg/kg are not included in the Dangerous Goods list)) (UN Recommendation on the Transport of Dangerous Goods).
","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
61931-75-7,Ammonium undecylbenzenesulfonate (C11),Flammable solids - Classification not possible (solid),,,,No data available ,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
6454-35-9,"(E)-5,5,12,12-Tetrabutyl-7,10-dioxo-6,11-dioxa-5,12-distannahexadec-8-ene",Flammable solids - Classification not possible (solid),,,,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
6517-25-5,Tributyltin sulfamate,Flammable solids - Classification not possible (solid),,,,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
67772-01-4,"Coplymer of alkyl(c=8) acrylate,methyl methacrylate and tributyltin methacrylate",Flammable solids - Classification not possible (solid),,,,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-22-2,bornan-2-one,Flammable solids - Category 2,Flame,Warning,Flammable solid,"UNRTDG Class: 4.1, PGIII","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
77-73-6,Dicyclopentadiene,Flammable solids - Category 1,Flame,"Danger
",Flammable solid,Flash point: 32degC,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7723-14-0,Phosphorus,Flammable solids - Category 2,Flame,Warning,Flammable solid,UNRTDG Class: 4.2; PG III,"Aug. 18, 2006 (Environmental Hazards: Mar. 23, 2006)"
7778-39-4,Arsenic acid,Flammable solids - Not applicable (aqueous solution),,,,"Classified as ""liquid"" according to GHS definition (aqueous solution)","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
8050-88-2,"Celluloid, in blocks, rods, rolls, sheets, tubes, etc.",Flammable solids - Category 2 (a casting),Flame,Warning,Flammable solid,UNRTDG Class: 4.1; PG III,"Mar. 23, 2006"
91-20-3,Naphthalene,Flammable solids - Category 2,Flame,Warning,Flammable solid,UNRTDG Class: 4.1; PG III,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
