CASRN,Name,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
26628-22-8,Sodium azide  (Na(N3)),Explosives - Not classified,-,-,-,"Not classified in UNRTDG Class: 1 and Subsidiary risks Class, though containing azido groups.","Mar. 23, 2006"
2813-95-8,dinoseb acetate,Explosives - Not classified,-,-,-,"Not classified because of no appropriate data found on the explosibility, though the substance contains N-O bonds as chemical groups associated with explosive properties present and has its oxygen balance calculated at -141.7, higher than -200 of the criteria.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
302-01-2,Hydrazine,Explosives - Not classified,,,,"Classification not possible, because of lack of data (though the substance contains chemical groups associated with explosive properties that contain nitrogen but lack oxygen). Classified into Class 3, Division 6.1 and Class 8 (UN Recommendations on the Transport of Dangerous Goods, UN#2029)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
3811-04-9,Potassium chlorate,Explosives - Not classified,-,-,-,"Not classified based on UNRTDG No. 1485, Class: 5.1, PGIII, though containing O-Halogen bonds as chemical groups associated with explosive properties present.","Mar. 23, 2006"
39300-45-3,dinocap,Explosives - Not classified,-,-,-,"Not classified because of no appropriate data on an explosibility, though the substance contains N-O bonds as chemical groups with explosive properties present and has the oxygen balance calculated at -184.4, higher than -200 of the criteria.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
485-31-4,binapacryl,Explosives - Not classified,-,-,-,"Not classified because of no appropriate data found on the explosibility, though the substance contains N-O bonds as chemical groups associated with explosive properties present and has its oxygen balance calculated at -163.8, higher than -200 of the criteria.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
509-14-8,tetranitromethane,Explosives - Not classified,-,-,-,UNRTDG Class: 5.1,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
528-29-0,"1,2-Dinitrobenzene",Explosives - Not classified,-,-,-,"Not classified in UNRTDG Class: 1, though containing nitro groups.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
534-52-1,"4,6-Dinitro-o-cresol",Explosives - Not classified,,,,"Because of a lack of data on the kick-off temperature and decomposition energy (though the substance contains nitro groups, with its oxygen budget calculated at -97). Classified into Division 6.1 (UN#1598) (UN Recommendations on the Transport of Dangerous Goods)  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
543-21-5,2-Butynediamide,Explosives - Not classified,-,-,-,"Not classified because of no appropriate data on an explosibility, though the substance contains unsaturated C-C bonds as chemical groups associated with explosive properties present and decomposes at 217degC (Lide, 85th, 2004)","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
5470-11-1,hydroxylammonium chloride,Explosives - Not classified,-,-,-,"Not classified because of non-combustible (but explodes over 115degC, according to ICSC(J), 1997), though the substance is a hydroxylamine containing N-O bonds as chemical groups associated with explosive properties present.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-14-7,"1,1-Dimethylhydrazine",Explosives - Not classified,,,,"Classification not possible, because of lack of data (though the substance is hydrazines, containing chemical groups associated with explosive properties). Classified into Class 3, Division 6.1 and Class 8 (UN#1163) (UN Recommendations on the Transport of Dangerous Goods)  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-24-9,Strychnine,Explosives - Not classified,-,-,-,"Not classified based on UNRTDG Class: 6.1, though containing unsaturated C-C bonds as chemical groups associated with explosive properties present.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
594-72-9,"1,1-dichloro-1-nitroethane",Explosives - Not classified,-,-,-,"Not an explosive substance, though containing chemical groups associated with explosive properties present.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
602-01-7,"2,3-Dinitrotoluene",Explosives - Not classified,,,,"Because of a lack of data on the kick-off temperature and decomposition energy (though the substance contains nitro groups, with its oxygen budget calculated at -114). Classified into Division 6.1 (UN#3454 Dinitrotoluene (solid) and UN#1600 Dinitrotoluene (molten)) (UN Recommendations on the Transport of Dangerous Goods).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
602-87-9,"1,2-dihydro-5-nitroacenaphthylene",Explosives - Not classified,-,-,-,Oxygen balance <-200,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
606-20-2,"2,6-Dinitrotoluene",Explosives - Not classified,,,,"Because of a lack of data on the kick-off temperature and decomposition energy (though the substance contains nitro groups with its oxygen budget calculated at -114, and may explode if heated according to ICSC (2004)). Classified as Division 6.1 (UN#3454 (solid) and UN#1600 (molten)) (UN Recommendations on the Transport of Dangerous Goods). Commercial 2,4-dinitrotoluene, which contains about 20% of 2,6-dinitrotoluene, starts to decompose at 250degC -- a process that continues at 280degC (Bretherick (J), 5th, 1998). The decomposition energy stands at about 85% of that of TNT (2,4,6-trinitrotoluene) (5.1kJ/g) (Bretherick (J), 5th, 1998), according to some reports (NFPA, 13th, 2002). ","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
610-39-9,"3,4-Dinitrotoluene",Explosives - Not classified,,,,"Because of a lack of data on the kick-off temperature and decomposition energy (though the substance contains nitro groups with its oxygen budget calculated at -114, and may explode if heated according to ICSC (2004)). Classified as Division 6.1 (UN#3454 (solid) and UN#1600 (molten)) (UN Recommendations on the Transport of Dangerous Goods). ","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
611-06-3,"2,4-Dichloro-1-nitrobenzene",Explosives - Not classified,-,-,-,"Although the nitro group is included in chemical structure and the calculation value of oxygen balance is -29, there is no data of onset of exothermic decomposition and decomposition energy. Since it was classified into Class 6.1 and PG II in the United Nations Recommendations on the Transport of Dangerous Goods (UN No.1578(ICSC, 1996)), it was classified into Not classified.",2009.3.31
618-85-9,"3,5-Dinitrotoluene",Explosives - Not classified,,,,"Because of a lack of data on the kick-off temperature and decomposition energy (though the substance contains nitro groups, with its oxygen budget calculated at -114). Classified into Division 6.1 (UN#3454 Dinitrotoluene (solid) and UN#1600 Dinitrotoluene (molten)) (UN Recommendations on the Transport of Dangerous Goods).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
619-15-8,"2,5-Dinitrotoluene",Explosives - Not classified,,,,"Because of a lack of data on the kick-off temperature and decomposition energy (though the substance contains nitro groups, with its oxygen budget calculated at -114). Classified into Division 6.1 (UN#3454 Dinitrotoluene (solid) and UN#1600 Dinitrotoluene (molten)) (UN Recommendations on the Transport of Dangerous Goods).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-75-9,dimethylnitrosoamine,Explosives - Not classified,-,-,-,"Containing nitro groups with its oxygen balance<-200 (-216), (C2H6N2O + 5O2 -> 2CO2 + 3H2O + 2NO2;  oxygen balance=-1600 * 10/74 = -216)","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
627-13-4,propyl nitrate,Explosives - Not classified,-,-,-,"Not classified in explosives, though being a nitrate containing chemical groups with explosive properties present.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
64741-44-2,"Distillates (petroleum), straight-run middle",Explosives - Not classified,-,-,-,"UNRTDG No. 1202, Class: 3","Jul. 24, 2006 (Environmental Hazards: Mar. 23, 2006)"
6484-52-2,Ammonium nitrate,Explosives - Not classified,-,-,-,UNRTDG Class: 5.1,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
66-32-0,strychnidin-10-one mononitrate,Explosives - Not classified,-,-,-,"Not classified because of no explosiveness in strychninic salts, though being nitrates, in the wide sense, containing N-O bonds as chemical groups associated with explosive properties present (oxygen balance: -195.2) ","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
68308-34-9,Shale oils,Explosives - Not classified,-,-,-,"UNRTDG No. 288(SHALE OIL), Class: 3, PG II or III","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-52-5,"Methane, nitro-",Explosives - Not classified,-,-,-,UNRTDG Class: 3,"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
76-06-2,Trichloronitromethane; Chloropicrin,Explosives - Not classified,,,,"Cannot be classified due to lack of data, though containing nitro groups with its oxygen budget calculated at 0. A study shows that the substance packaged in amounts exceeding the maximum quantity is liable to undergo an explosion by impact (Bretherick (J) (5th, 1998)), and hence it could be classified into ""Explosives."" 
Classified into Division 6.1 (UN#1580) (UN Recommendations on the Transport of Dangerous Goods) ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7601-89-0,Sodium perchlorate,Explosives - Not classified,-,-,-,UNRTDG Class: 5.1,"Mar. 23, 2006"
7631-99-4,Sodium nitrate,Explosives - Not classified,-,-,-,UNRTDG Class: 5.1,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
7632-00-0,Sodium nitrite,Explosives - Not classified,-,-,-,"Not classified based on UNRTDG No. 1500, Class: 5.1(6.1), PGIII, though being nitrates containing N-O bonds as chemical groups associated with explosive properties present. The substance has a high reactivity and could explode by the contact of various substances, fire, or heat (ICSC(J), 200; Sax, 11th, 2004). ","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
7697-37-2,Nitric acid,Explosives - Not classified,-,-,-,"Not an explosive product, though containing chemical groups associated with explosive properties present.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7722-84-1,Hydrogen peroxide,Explosives - Not classified,-,-,-,"Not classified based on UNRTDG Class: 5.1, Subsidiary risks Class: 8. However, the substance could be classified as explosives since it contains -O-O- bonds as chemical groups associated with explosive properties present.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7727-21-1,Dipotassium peroxodisulphate,Explosives - Not classified,-,-,-,"Although the ""adjacent oxygen atom"" associated with explosive properties is included, it was classified into Not classified because it was classified into Class 5.1 and PG III in the United Nations Recommendations on the Transport of Dangerous Goods (UN No.1492(ICSC, 2002)). ",2009.3.31
7727-54-0,Diammonium peroxydisulfate,Explosives - Not classified,-,-,-,"Although the ""adjacent oxygen atom"" associated with explosive properties is included, it was classified into Not classified because it was classified into Class 5.1 and PG III in the United Nations Recommendations on the Transport of Dangerous Goods (UN No.1444(ICSC, 2001)). ",2009.3.31
7757-79-1,Potassium nitrate,Explosives - Not classified,-,-,-,UNRTDG Class: 5.1,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
7758-01-2,Potassium bromate,Explosives - Not classified,-,-,-,"Although the atom group (O-halogen) concerning explosiveness is included, it was classified into Not classified because it was classified into Class 5.1 and PG II in the United Nations Recommendations on the Transport of Dangerous Goods(UN No.1484 (ICSC,2003)). ",2009.3.31
7758-09-0,potassium nitrite,Explosives - Not classified,-,-,-,"Not classified based on UNRTDG No. 1488, Class: 5.1, PGIII, though being nitrates containing N-O bonds as chemical groups associated with explosive properties present. ""The substance has a high reactivity and could explode by the contact of various substances, fire, or heat."" (ICSC(J), 200; Sax, 11th, 2004)","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7758-19-2,Sodium chlorite,Explosives - Not classified,-,-,-,"Not classified based on UNRTDG No. 1496, Class: 5.1, PGIII, though containing O-Halogen bonds as chemical groups associated with explosive properties present.","Mar. 23, 2006"
7761-88-8,Silver nitrate,Explosives - Not classified,,,,"No data available though being nitrates, containing chemical groups with explosive properties.
Classified into Division 5.1 (UN#1493) (UN Recommendations on the Transport of Dangerous Goods)","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7775-09-9,Sodium chlorate,Explosives - Not classified,-,-,-,"Not classified based on UNRTDG No. 1495, Class: 5.1, PGIII, though containing O-Halogen bonds as chemical groups associated with explosive properties present.","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
7775-27-1,Disodium peroxydisulfate,Explosives - Not classified,-,-,-,UNRTDG Class: 5.1,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7778-54-3,Calcium hypochlorite,Explosives - Not classified,-,-,-,UNRTDG Class: 5.1,"Feb. 20, 2007 (Environmental Hazards: Mar. 23, 2006)"
7778-74-7,potassium perchlorate,Explosives - Not classified,-,-,-,UNRTDG Class: 5.1,"Mar. 23, 2006"
7779-88-6,zinc nitrate,Explosives - Not classified,-,-,-,"Not classified based on UNRTDG No. 1514, Class: 5.1, PGIII, though containing N-O bonds as chemical groups associated with explosive properties present. The substance has a high reactivity and could explode by the contact of the combustible, fire, or heat (HSDB, 2003). ","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7783-99-5,silver nitrite,Explosives - Not classified,-,-,-,"Not classified because of no appropriate data on an explosibility, though containing N-O bonds as chemical groups associated with explosive properties present.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7789-38-0,Sodium bromate,Explosives - Not classified,-,-,-,"Although the atom group (O-halogen) concerning explosiveness is included, it was classified into Not classified since it was classified into Class 5.1and PG II in the United Nations Recommendations on the Transport of Dangerous Goods  (UN No.1494(ICSC,2006)). ",2009.3.31
78-67-1,"2,2'-Azobisisobutyronitrile",Explosives - Not classified,,,,"The substance contains chemical groups associated with explosive properties that contain nitrogen but lack oxygen. The decomposition heat is 1.3kJ/g (Bretherick (J) (5th, 1998)), while SADT stands at 50degC (Studies in Disasters (2002)). These data are not excluded from ""explosives,"" but classification is not possible because of the absence of data. Classified into Division 4.1 (UN#3234) (UN Recommendations on the Transport of Dangerous Goods)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7803-49-8,hydroxylamine,Explosives - Not classified,-,-,-,"Not classified because of non-combustible (but explodes at 129degC, according to NFPA, 13th, 2002), though the substance is a hydroxylamine containing N-O bonds as chemical groups associated with explosive properties present.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
7803-57-8,Hydrazine hydrate,Explosives - Not classified,,,,"Classification not possible, because of lack of data (though the substance is hydrazines, containing chemical groups associated with explosive properties). Classified into Division 6.1 and Class 8 (hydrazine hydrate refers to UN#2030 (aqueous solutions with a concentration of 37% by mass or more)) (UN Recommendations on the Transport of Dangerous Goods) 
","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
79-21-0,Peroxyacetic acid,Explosives - Not classified,-,-,-,UNRTDG Class: 5.2,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
79-24-3,"Ethane, nitro-",Explosives - Not classified,-,-,-,UNRTDG Class: 3,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
79-46-9,"Propane, 2-nitro-",Explosives - Not classified,-,-,-,UNRTDG Class: 3,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
80-15-9,2-Hydroperoxy-2-phenylpropane,Explosives - Not classified,-,-,-,"Although the peroxide group is included in chemical structure, since the calculation value of oxygen balance was -231 it was classified into Not classified.",2009.3.31
80-43-3,2-Phenyl-2-[(2-phenylpropan-2-yl)peroxy]propane,Explosives - Not classified,-,-,-,"Although the peroxide group is included in chemical structure, since the calculation value of oxygen balance was -266 it was classified into Not classified.",2009.3.31
8001-58-9,Creosote,Explosives - Not classified,-,-,-,Not classified in UNRTDG Class: 1,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
8006-61-9,"Gasoline, natural",Explosives - Not classified,-,-,-,"UNRTDG No. 1203, Class: 3","Mar. 23, 2006"
8006-64-2,Turpentine oil,Explosives - Not classified,-,-,-,UNRTDG Class: 3,"Mar. 23, 2006"
8007-45-2,"Tar, coal",Explosives - Not classified,-,-,-,Not classified in UNRTDG Class: 1,"Mar. 23, 2006"
