CASRN,Name,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
101-14-4,"3,3'-Dichloro-4,4'-diaminodiphenylmethane",Carcinogenicity - Category 1B,,,,"Due to the fact that the substance is classified as Category R by NTP (2005), Category A2 by ACGIH (2001) and Group 2A by IARC (1993).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
101-61-1,"4,4'-Methylenebis(N,N-dimethylaniline)",Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Category R by NTP (2005) and Category B2 by EPA (1990).,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-77-9,"4,4'-Methylenedianiline",Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Category A3 by ACGIH (2001) and Group 2B by IARC (1987).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-80-4,"4,4'-oxybisbenzenamine",Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It classified into 2. From it being classified into 2B according to IARC, and being classified into 2B in Japan Society for Occupational Health.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-90-6,"m-bis(2,3-epoxypropoxy)benzene",Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It was 2B (IARC 71, 1991) in IARC, 2B in Japan Assoc. of Industrial Health (industrial hygene academic society recommentation, 2005), R (NTP Roc 11th, 2005) in NTP and category 3 (EU-Annex I, 2005) in EU. So it was considered as Category 2.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10101-63-0,Lead diiodide,Carcinogenicity - Category 2,,,,"Due to the fact that the substance is classified as Category R by NTP (2005), Group 2B by IARC (1987), Category A3 by ACGIH (2001) and Category 2B by Japan Society for Occupational Health.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-49-5,iron arsenate,Carcinogenicity - Category 1A,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Since arsenic and arsenic compound are categorized into the human carcinogens in IARC Suppl.7 (1987), ACGIH-TLV (2004), and MAK/BAT (2004), it was classified into Category 1A.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10103-61-4,"arsenic acid, copper salt",Carcinogenicity - Category 1A,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Since arsenic and arsenic compound are categorized into the human carcinogens in IARC Suppl.7 (1987), ACGIH-TLV (2004), and MAK/BAT (2004), it was classified into Category 1A.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10108-64-2,Cadmium chloride,Carcinogenicity - Category 1A,,,,"Due to the fact that the substance is classified as Category K (as cadmium and cadmium compounds) by NTP (2005), Group 1 (as cadmium and cadmium compounds) by IARC (1993) and Category 1 (as cadmium and cadmium compounds) by the Japan Society for Occupational Health.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10124-36-4,Cadmium sulphate,Carcinogenicity - Category 1A,,,,"Due to the fact that the substance is classified as Category K (as Cadmium and Cadmium Compounds) by NTP (2005), Group 1 (as Cadmium and Cadmium Compounds) by IARC (1993) and Category 1 (as Cadmium and Cadmium Compounds) by the Japan Society for Occupational Health.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10124-50-2,potassium arsonate,Carcinogenicity - Category 1A,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"With the epidemiological data which induction of cancer by this product was observed (HSDB, 2002), in IARC(IARC Suppl.7, 1987; IARC 84, 2004), ACGIH(ACGIH 7th, 2001), DFG(MAK/BAT, 2005), NTP(NTP RoC 11th, 2005) the inorganic arsenic compond was categorized into human carcinogen, it was classified into Category 1A.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
1024-57-3,heptachlor epoxide,Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Since it was classified into 2B (IARC 79, 2001) in IARC, A3 (ACGIH, 7th, 2001) in ACGIH, B-2 (IRIS and Last revised on 1993) in EPA and was the category 3 (EU-ANNEX I, 2006) in EU, it was considered as Category 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10294-40-3,Barium chromate,Carcinogenicity - Category 1A,,,,"Due to the fact that the substance is classified as Category K (as Chromium hexavalent (VI) compounds) by NTP (2005), Group 1 (as Chromium (VI)) by IARC (1990), Category 1 (as Chromium hexavalent (VI) compounds) by the Japan Society for Occupational Health.

","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10325-94-7,Cadmium nitrate,Carcinogenicity - Category 1A,,,,"Due to the fact that the substance is classified as Category K (as Cadmium and Cadmium Compounds) by NTP (2005), Group 1 (as Cadmium and Cadmium Compounds) by IARC (1993) and Category 1 (as Cadmium and Cadmium Compounds) by the Japan Society for Occupational Health.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10588-01-9,Sodium dichromate,Carcinogenicity - Category 1B,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It is classified into 1 according to IARC (1987), and is classified into 2 (2005) in EU. And it was set as Category 1B based on newer European Union category.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
106-46-7,p-Dichlorobenzene,Carcinogenicity - Category 2,,,,"Due to the fact that the substance is classified as Category A3 by ACGIH (2005), Category R by NTP (2005), Category 3 by EU (2004) and 2B by IARC (1999). ","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-47-8,p-Chloroaniline,Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Group 2B by IARC (1993).,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-49-0,p-Toluidine,Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Category A3 by ACGIH (2001).,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-87-6,7-oxa-3-oxiranylbicyclo[4.1.0]heptane,Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It is classified into 2B according to IARC (IARC 60, 1994), and into 2B according to Japan Society for Occupational Health (Japan Society for Occupational Health magazine 47, 2005), and into A3 according to ACGIH  (ACGIH 7th, 2001) , and is classified into R according to NTP (NTP Roc 11th, 2005). So it was set as Category 2.","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
106-88-7,"Butane, 1,2-epoxy-",Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Based on being classified into 2B according to IARC, and into 2B according to an industrial hygiene society, and classified into 3 according to EU. So it was set as Category 2 according to the technical guidelines.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-89-8,Epichlorohydrin,Carcinogenicity - Category 1B,,,,Due to the fact that the substance is classified as Category R by NTP (2005) and Group 2A by IARC (1999).,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-93-4,"Ethane, 1,2-dibromo-",Carcinogenicity - Category 1B,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It was set as Category 1B based on being classified into 2A (2002) according to industrial hygene society, and being classified into 2A (1999) according to IARC, respectively.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-99-0,"1,3-Butadiene",Carcinogenicity - Category 1A,,,,Due to the fact that the substance is classified as Category K (Known to be human carcinogens) by NTP (2005).,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-05-1,3-Chloropropene; Allyl chloride,Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Category A3 by ACGIH (2001).,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-06-2,"1,2-Dichloroethane",Carcinogenicity - Category 2,,,,"Due to the fact that the substance is classified as Group 2B by IARC (1999),  Category B2 by IRIS (2005), and Category R by NTP (2005).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
107-07-3,2-Chloroethanol,Carcinogenicity - Category 1,-,-,-,"ACGIH is classified into A4 and there is also data in which carcinogenicity is not indicated in an animal examination. But there is the proof it is carcinogenic to humans in epidemiological data (PATTY (5th, 2005)). So it is set as Category 1.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-13-1,Acrylonitrile,Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Category R by NTP (2005) and Group 2B by IARC (1999).,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
107-20-0,chloroacetaldehyde,Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),It was set as Category 2 based on the category 3 of existing EU.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-30-2,"Ether, chloromethyl methyl",Carcinogenicity - Category 1A,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Since it was group 1in IARC , it classified into Category1A.","Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
1072-35-1,Lead distearate,Carcinogenicity - Category 1B,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It was classified into R by NTP(NTP (2005)), into Group 2A by IARC  (IARC 87 (2004)), into A3 by ACGIH(ACGIH-TLV (2004)), and into 2B by Japan Society for Occupational Health(JETOC specially data No.190 (2004)). So it was set as Category 1B.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-05-4,Vinyl acetate,Carcinogenicity - Category 2,,,,"Due to the fact that the substance is classified as Category A3 by ACGIH (2001), Group 2B by IARC (1995).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-90-7,Chlorobenzene,Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Category A3 by ACGIH (2001).,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
108-94-1,Cyclohexanone,Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),IARC classifies into 3 (1999) and ACGIH classifies into A3 (2003). It was set to category 2 based on the classification of ACGIH which time of assessment is the latest.,"Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
110-00-9,Furan,Carcinogenicity - Category 2,Health Hazard,Warning,Suspected of causing cancer,"Since it was estimated as group 2B (IARC 63 (1995)) in IARC, it was classified into Category 2. In addition, there are descriptions of hepatic adenoma and glandular cancer in mice, of hepatic adenoma, cholangiocellular carcinoma, mononuclear cell leukemia in male and female rats, and of hepatocellular carcinoma in male rats (IARC 63 (1995), NTP TR402 (1993), NTP Roc (11th, 2005)). In addition, the European Union classification is Carc.Cat.2; R45 (EU-Annex I). ",2009.3.31
110-86-1,Pyridine,Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Category A3 by ACGIH (2001).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
11097-69-1,PCB 1254; polychlorobiphenyl; Chlorodiphenyl (42% chlorine),Carcinogenicity - Category 1B,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It is classified into A3 according to ACGIH (7th, 2001) and is classified into B2 according to EPA (IRIS, Access on Oct 2005). But it is classified into 2A according to IARC (Access on Oct 2005) and into 2A according to Japan Society for Occupational Health (2005), and classified into R according to NTP (11th, 2005). So it was set as Category 1B.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
11120-22-2,Lead Silicate,Carcinogenicity - Category 2,,,,"Due to the fact that the substance is classified as Category R by NTP (2005), Group 2B by IARC (1987), Category A3 by ACGIH (2001) and Category 2B by Japan Society for Occupational Health.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
111988-49-9,thiacloprid,Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Thyroid follicle cell adenoma and uterine adenocarcinomas are observed in rat by high-dose group (more than 500ppm), and the generation frequency of luteoma increases in the mouse. These are considered to be the pathological changes resulting from liver drug metabolism enzyme induction (Agricultural Chemical Registration Data). Based on these descripitons, it was classified into Category 2.","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
1120-71-4,"1,2-Oxathiolane 2,2-dioxide",Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Classified into the category 2 in EU (EU ANNEX I (2005)). But it is classified into 2B in IARC and Japan Society for Occupational Health (IARC 71 (1999), Japan Society for Occupational Health recommendation (2005)), and is classified into A3 (ACGIH, 7th, 2001) according to ACGIH, and is classified into R (NTP RoC (11th, 2005)) according to NTP. So it was set as Category 2. ","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
114-26-1,2-isopropyloxyphenyl N-methylcarbamate,Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Since it was classified into A3 according to ACGIH (ACGIH 7th, 2001), it was set as Categoyr 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
115-28-6,"Bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid, 1,4,5,6,7,7-hexachloro-",Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It is classified into 2B according to IARC (IARC 48, 1990), into 2B according to Japan Society for Occupational Health (Japan Society for Occupational Health recommendation, 2005), and is classified into R according to NTP (NTP RoC 11th, 2005). So it was set as Category 2.","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
116-14-3,Tetrafluoroethylene,Carcinogenicity - Category 2,,,,"Due to the fact that the substance is classified as Category R by NTP (2005), Category A3 by ACGIH (2001) and Group 2B by IARC (1999).","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
118-74-1,"Benzene, hexachloro-",Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It was classified into the category 2 (EU-ANNEX I, 2005) in EU. But it was classified into group 2B (IARC 79, 2001) in IARC, A3 (ACGIH 7th, 2001) in ACGIH,  B-2 (IRIS, 2005) in EPA in 1996, and R (NTP RoC 11th, 2005) in NTP. So it was considered as Category 2.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
119-61-9,Benzophenone,Carcinogenicity - Category 2,Health Hazard,Warning,Suspected of causing cancer,"There is a description that ""tubular adenoma and leukemia broke out"" in the oral administration test for two years employing a rat (NTP DB (Access on September 2008)) and another description that ""liver cell cancer and sarcoma occurred"" in the oral study for two years employing a mouse (NTP DB (Access on September 2008)). Since NTP DB (Access on September 2008) concluded that ""there is a certain amount of evidence that this article causes oncogenesis in male rats and male and female mice, and an ambiguous evidence that it causes oncogenesis in female rats"", it was classified into Category 2. In addition, no evaluation by major international evaluation agencies is made. ",2009.3.31
119-90-4,"3,3'-dimethoxybenzidine",Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It was classified into the category 2 in EU ANNEX I (Access on Oct 2005). But both of them were classified into 2B in IARC (2005) and Japan Assoc. of Industrial Health (2005), and R in NTP RoC (11th, 2005). So it was considered as Category 2.","Mar. 23, 2006"
119-93-7,"4,4'-bi-o-toluidine",Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It is classified into the category 2 in EU (EU ANNEX I (2005)). But it is classified into A3 according to both IARC (IARC (2005)) and Japan Society for Occupational Health (2005), into A3 according to ACGIH (7th, 2001), and was classified into R according to NTP (2004). So it was set as Category 2.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
120-12-7,Anthracene,Carcinogenicity - Category 2,Health Hazard,Warning,Suspected of causing cancer,"Since it is estimated the group 3 by IARC (IARC 32 (1983)) and the carcinogenicity classification D by EPA (IRIS (1991)), they are equivalent to ""Not classified"". However, after these evaluations by international evaluation organizations were done, the two-year oral administration test employing rats and mice was carried, which showed the increased incidence of tumors on liver of male rats and female mice, on bladder of male rats, and on kidney, bladder, womb, and mammary gland of female rats. Since there is a description that ""positive carcinogenicityity was indicated"" in male and female rats and female mice (Health, Labor and Welfare Ministry carcinogenicityity studies (1998)), based on this zoic tests data, it classified into Category 2. About humans, there is a description that ""epithelioma was not produced"" in workers who got in contact with the pure quality of this article (EU-RAR (2007)). ",2009.3.31
120-71-8,"Benzenamine, 2-methoxy-5methyl-",Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It is classified into the category 2 in EU (assessment time is not clear, EU-Annex I, 2006). But it is classified into group 2B in IARC (IARC Suppl.7, 1987), into 2B in Japan Society for Occupational Health (the 1991 proposal, Japan Society for Occupational Health recommendation, 2005), and classified into R according to NTP (NTP RoC 11th, 2005). So it was set as Category 2 based on IARC, Japan Society for Occupational Health, and NTP which have clear assessment period.  ","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
120-80-9,Pyrocatechol,Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Category A3 by ACGIH (2001) and Group 2B by IARC (1999).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
12001-28-4,Crocidolite,Carcinogenicity - Category 1A,,,,"Due to the fact that the substance is classified as Category K (asbestos [1332-21-4]) by NTP (2005) and Category A1 (Asbestos, All forms [1332-21-4]) by ACGIH (2001).
","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
12001-29-5,Chrysotile asbestos,Carcinogenicity - Category 1A,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It is based on each following organization's classification result.
(IARC:1, Japan Society for Occupational Health:1, ACGIH:1, NTP:K, EU:1, EPA:A)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12002-03-8,copper acetoarsenite,Carcinogenicity - Category 1A,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"The finding of this product is not observed, but inorganic arsenic compound is categorized into human carcinogen in IARC(IARC Suppl.7, 1987; IARC 84, 2004), ACGIH(ACGIH 7th, 2001), DFG(MAK/BAT, 2005), NTP(NTP RoC 11th, 2005). Therefore, it was clasiffied into Category 1A.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12013-69-3,dicalcium lead tetraoxide,Carcinogenicity - Category 1B,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"There is no data of this product. But as a lead compound, it is equivalent to Category1B (inorganic lead compounds, Group 2A ) in IARC87 (2004), equivalent to Category1B-2 (Reasonably anticipated to be human carcinogens) in NTPRoC (11th, 2005), and equivalent to Category 2 (respectively B-2, A3, 2B) in IRIS (1993), ACGIH-TLV (2005), and Occupational Health Society advice (2005).Therefore, it was set as Category 1B according to Group 2A of IARC87 (2004).","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
121-14-2,"2,4-Dinitrotoluene",Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Group 2B by IARC (1996).,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12174-11-7,Palygorskite,Carcinogenicity - Category 2,Health Hazard,Warning,Suspected of causing cancer,"Since IARC evaluates this article as group 2B only when its fiber length is longer thatn 5micrometer (IARC 68 (1997)), it was classified into Category 2. ",2009.3.31
122-60-1,"2,3-Epoxypropyl phenyl ether",Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Group 2B by IARC (1999) and Category A3 by ACGIH (2002).,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12202-17-4,Lead oxide sulfate  (Pb4O3(SO4)),Carcinogenicity - Category 1B,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"There is no data of this product. But as a lead compound, it is equivalent to Category1B (inorganic lead compounds, Group 2A ) in IARC87 (2004), equivalent to Category1B-2 (Reasonably anticipated to be human carcinogens) in NTPRoC (11th, 2005), and equivalent to Category 2 (respectively B-2, A3, 2B) in IRIS (1993), ACGIH-TLV (2005), and Occupational Health Society advice (2005).Therefore, it was set as Category 1B according to Group 2A of IARC87 (2004).","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
12208-13-8,potassium hexahydroxoantimonate,Carcinogenicity - Category 2,Health hazard,Warning,Suspected of causing cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),It is classified into 2B as antimony compounds in industrial hygene academic society advice (2004). It was classified into Category 2.,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
12214-12-9,dicadmium selenide sulphide,Carcinogenicity - Category 1A-1B,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"The classification as cadmium compounds in IARC53 (1993), NTP RoC (11th, 2005), and industrial hygene academic society advice (2004)  (Group 1,Known to be human carcinogens, 1, respectively ) corresponds to Category 1A, and the classification as cadmium compounds in IRIS (1992) and ACGIH-TLV (2004) (B1, B2, respectively) corresponds to Category 1B. Since the newness etc. of sources of the both Category were almost equivalent, it was classified into Category 1A-1B.
[Indication] 1A is recommended based on the safety, when the Category needs to subdivide.   ","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12279-90-2,Tetraarsenic tetrasulfide,Carcinogenicity - Category 1A,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Arsenic and arsenic compound are categorized into the human carcinogens in IARC Suppl.7 (1987), ACGHI-TLV (2004), and MAK/BAT (2004). So it was classified into Category 1A.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-31-9,Hydroquinone,Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Category A3 by ACGIH (2001).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-91-1,"1,4-Dioxane",Carcinogenicity - Category 2,,,,Due to the fact that the substance is classified as Category R by NTP (2005) and Group 2B by IARC (1999).,"Sep. 20, 2006 (Environmental Hazards: Feb. 10, 2006)"
12510-42-8,Erionite,Carcinogenicity - Category 1A,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"It is based on a key institutions classifications (IARC:1, NTP:K, Japan Society for Occupational Health:1).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
126-07-8,"(1'S,6'R)-7-Chloro-2',4,6-trimethoxy-6'-methyl-3H-spiro[benzofuran-2,1'-cyclohex[2]ene]-3,4'-dione",Carcinogenicity - Category 2,Health Hazard,Warning,Suspected of causing cancer,"Since it was group 2B (IARC 79 (2001)) in IARC, it classified into Category 2. ",2009.3.31
126-72-7,"tris(2,3-dibromopropyl) phosphate",Carcinogenicity - Category 1B,Health hazard,Danger,May cause cancer (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Since it was classified into group 2A in IARC (IARC 71, 1999), 2A in Japan Assoc. of Industrial Health (industrial hygene academic society recommentation, 2005),  and R in NTP, it was considered as Category 1B.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
