CASRN,Name,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
108-77-0,"2,4,6-Trichloro-1,3,5-triazine","Acute toxicity (inhalation: dust, mist) - Category 2",,,,"Based on the LC50 value of 0.0911mg/L calculated from the testing data of rat LC50 (inhalation of dust) of 0.17mg/L (SIDS (2005)), 0.086mg/L (SIDS (2005)) and 0.201mg/L (SIDS(2005)).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-30-8,Glutaraldehyde,"Acute toxicity (inhalation: dust, mist) - Category 2",Skull and crossbones,Danger,Fatal if inhaled,Category 2 because of ENDPOINT: LC50; VALUE (lower): 0.48 mg/L ,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-69-3,Adiponitrile,"Acute toxicity (inhalation: dust, mist) - Category 2",,,,"Based on the testing data of rat LC50 (inhalation of dust/mist) of 1.71mg/L (SIDS, 1998).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
111872-58-3,2-(4-Bromodifluoromethoxyphenyl)-2-methylpropyl 3-phenoxybenzyl ether; Hhalfenprox,"Acute toxicity (inhalation: dust, mist) - Category 2",,,,Based on the rat LC50 (inhalation route) value of 0.36mg/L (Agricultural Chemical Registration Data (1993)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
111988-49-9,thiacloprid,"Acute toxicity (inhalation: dust, mist) - Category 4","Exclamation mark
","Warning
",Harmful if inhaled,It was set as category 4 based on that the female rat LC50 of the inhalation exposure examination is about 1.223mg/L (Agricultural Chemical Registration Data).,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
112-30-1,Decan-1-ol,"Acute toxicity (inhalation: dust, mist) - Category 4",Exclamation mark,Warning,Harmful if inhaled,"Saturated vapor pressure level of this substance (20degC)is 0.06 mg/L. Since LC50 value with 4 mg/L of the 2-hour inhalation exposure test employing mice (the 6th volume (2008) of the MOE Risk Assessment, IUCLID (2000)) is larger than saturated vapor pressure level, the mist standard is applied. Since 4-hour equivalent LC50 value is 2 mg/L, it was classified into Category 4. ",2009.3.31
114-26-1,2-isopropyloxyphenyl N-methylcarbamate,"Acute toxicity (inhalation: dust, mist) - Category 2",Skull and crossbones,Danger,Fatal if inhaled,"Calculated based on rat LC50 (1 hour) value : 1.44mg/L (4-hour equivalent 0.36mg/L) (RTECS, 2005, HSDB, 2005), LC50 (4 hours, aerosol) value : >0.5mg/L (IUCLID, 2000, HSDB, 2005), LC50 (4 hours, dust) value: 0.654mg/L (IUCLID, 2000) and >0.654mg/L (HSDB, 2005). Since the calculation was lower than lowest values, 0.36mg/L of lowest values was adopted and set it to category 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
115-29-7,Endosulfan,"Acute toxicity (inhalation: dust, mist) - Category 1",Skull and crossbones,Danger,Fatal if inhaled,"Based on that both male rats LC50 = 0.0346mg/L and female LC50 = 0.0126mg/L (Agricultural-Chemicals abstracts) were in the scope of category 1, it was classified into category 1.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
115-90-2,fensulfothion,"Acute toxicity (inhalation: dust, mist) - Category 1",Skull and crossbones,Danger,Fatal if inhaled,"The saturated vapor pressures concentrations pressure of this product is 0.0663ppm (0.00084mg/L), and it is thought that the inhalation study was done in mist. It was set as Category 1 based on LC50 = 0.0283mg/L calculated from eight data of rat LC50 value (ACGIH (2001), PATTY (5th, 2001), PD No.44 (1980), JMPR 239 (1972)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
118-52-5,"2,4-Imidazolidinedione, 1,3-dichloro-5,5-dimethyl-","Acute toxicity (inhalation: dust, mist) - Category 5",-,"Warning
",May be harmful if inhaled,"Since death was seen at rat 1 hour exposure tests: 20g/m3 (4 hour equivalent: 5mg/L (upper limit of Category 4)) (RTECS (2004)), it was set as Category 5.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
118-75-2,"2,3,5,6-Tetrachloro-p-benzoquinone","Acute toxicity (inhalation: dust, mist) - Category 4",Exclamation mark,Warning,Harmful if inhaled,"This substance is a solid whose saturated vapor pressure level is 0.000067 mg/L (25degC). It is written that LC50 value of the 4-hour inhalation exposure test employing rats is 2,485 mg/L (RTECS (2008)). The dust standard was applied and it was classified into Category 4. ",2009.3.31
119168-77-3,N-(4-tert-Butylbenzyl)-4-chloro-3-ethyl-1-methylpyrazole-5-carboxamide; Tebufenpyrad,"Acute toxicity (inhalation: dust, mist) - Category 4",,,,Based on the rat LC50 (inhalation route) value of 2.7mg/L (Agricultural Chemical Registration Data (1993)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
119446-68-3,"1-({2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl}methyl)-1H-1,2,4-triazole","Acute toxicity (inhalation: dust, mist) - Category 4",,,,Based on the rat LC50 (inhalation route) value of 3.29mg/L (Agricultural Chemical Registration Data (1992)).,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
120068-37-3,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-3-cyano-4-[(trifluoromethyl)sulfinyl]pyrazole; Fipronil","Acute toxicity (inhalation: dust, mist) - Category 3",,,,Based on the rat LC50 (inhalation route) value of 0.68mg/L (Agricultural Chemical Registration Data (1995)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12079-65-1,tricarbonyl(eta-cyclopentadienyl)manganese,"Acute toxicity (inhalation: dust, mist) - Category 1",Skull and crossbones,Danger,Fatal if inhaled,"There was information (ACGIH (2001)) that 80% died from 4-hour exchange 0.06mg/L, and that LC50 was near 0.05 mg/L. So it was set as Category 1.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
121-69-7,"N,N-Dimethylaniline","Acute toxicity (inhalation: dust, mist) - Category 4","Exclamation mark
","Warning
",Harmful if inhaled,"There was no 50% lethal dose data in mist inhalation. But there is information that 40% died within four days from inhalation exposure of mist 1.88mg/L for 4 hours (DFGOT vol.3 (1991)), and it is thought that LC50 goes into 1.0 - 5.0mg/L.. It was set as Category 4.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-30-8,p-Aminophenol,"Acute toxicity (inhalation: dust, mist) - Category 4",,,,Based on the rat LC50 (inhalation of dust/mist) value of 1.48mg/L (IUCLID (2000)).,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-86-4,Butyl acetate,"Acute toxicity (inhalation: dust, mist) - Category 4","Exclamation mark
","Warning
",Harmful if inhaled,It was set as Category 4 based on the rat inhalation test toxicity value of 391ppm (1.85mg/L) (ACGIH (2001)).,"Feb. 20, 2007 (Environmental Hazards: Nov. 20, 2006)"
124-04-9,Adipic acid,"Acute toxicity (inhalation: dust, mist) - Category 5",-,"Warning
",May be harmful if inhaled,"Since Saturated vapor pressure pressures concentrations is = 9.9ppm, it is thought that the inhalation study was done in mist. It was set as Category 5 based on rat LC50 = 7.7mg/L (CERI Hazard Data (1998)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
12427-38-2,"Manganese N,N'-ethylenebis(dithiocarbamate)","Acute toxicity (inhalation: dust, mist) - Category 5",,,,Based on the rat LC50 (inhalation route) value of 7.38mg/L (Agricultural Chemical Registration Data (2005)).,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
127-19-5,"Acetamide, N,N-dimethyl-","Acute toxicity (inhalation: dust, mist) - Category 4",Exclamation mark,Warning,Harmful if inhaled,"Saturated vapor pressure level at 25degC is 2631.58 ppm (9.38 mg/L). Since LC50 value with 10.01 mg/L (SIDS (2001)) of the 1-hour inhalation exposure test employing rats is larger than saturated vapor pressure level, 4-hour equivalent LC50 value is 2.50 mg/L when applying the mist standard, and it was classified into Category 4. In addition, EU classification is Xn; R20/21 (EU-Annex I), and is equivalent to Category 3-4. ",2009.3.31
129558-76-5,N-[4-(p-Tolyloxy)benzyl]-1-methyl-3-ethyl-4-chloro-1H-pyrazole-5-carboxamide,"Acute toxicity (inhalation: dust, mist) - Category 4","Exclamation mark
","Warning
",Harmful if inhaled,The value of the lower one was adopted among LC50 values of a male and females. And it was set as category 4 based on LC50 = 1.50mg/L (Agricultural Chemical Registration Data).,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
1306-19-0,Cadmium oxide,"Acute toxicity (inhalation: dust, mist) - Category 1",,,,"Based on the leathal dose of 0.011 mg/L calculated from the testing data of human leathal dose (4 hour exposure to cadmium oxide fume) of 0.01mg/L (ACGIH 7th, 2001), 0.012 mg/L (EHC 134, 1992) and 0.011 mg/L (EHC 134, 1992).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
131-52-2,Sodium Pentachlorophenate,"Acute toxicity (inhalation: dust, mist) - Category 2",Skull and crossbones,Danger,Fatal if inhaled,"It was set as category 2 based on rat LC50 value 0.147mg/L/4H of an inhalation administration test (0.294mg/L/2H) (EHC 71, 1987).","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
1310-66-3,Lithium hydroxide monohydrate,"Acute toxicity (inhalation: dust, mist) - Category 3",Skull and crossbones,Danger,Toxic if inhaled,Category 3 because of SPECIES: Rat; ENDPOINT: LC50; VALUE: 0.96mg/L/4H,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1314-13-2,Zinc oxide,"Acute toxicity (inhalation: dust, mist) - Category 5",-,"Warning
",May be harmful if inhaled,"Since it was data of 5.7 or more mg/L in the rat (EU-RAR 43 (2004)), it was set as category 5.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1314-62-1,Divanadium pentaoxide,"Acute toxicity (inhalation: dust, mist) - Category 4",,,,"Based on the testing data of rat LC50 (4 hour inhalation exposure) of 4.29mg/L (IUCLID, 2000).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
13171-21-6,phosphamidon,"Acute toxicity (inhalation: dust, mist) - Category 2",Skull and crossbones,Danger,Fatal if inhaled,"The vapor pressure of this product is 0.0033Pa (20degC). Saturated vapor pressure pressures concentrations was calculated with 0.03ppm, and 0.102mg/L was 8.3ppm, it imagined it as mist. Based on rat LC50 value: 0.102mg/L/4h, 0.135mg/L/4h, 0.16mg/L/4h (all are PIM(Poisons Information Monographs) 454, WHO/IPCS, 2001), the category was carried out with calculation. LC50 = 0.105mg/L/4h.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
13194-48-4,ethoprophos,"Acute toxicity (inhalation: dust, mist) - Category 2",Skull and crossbones,Danger,Fatal if inhaled,"Category 2 because of ""SPECIES: Rat; ENDPOINT: LC50(4hr.); VALUE:0.250 mg/L""(JMPR 961, 1999)","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
133-06-2,"1,2,3,6-tetrahydro-N-(trichloromethylthio)phthalimide","Acute toxicity (inhalation: dust, mist) - Category 3",Skull and crossbones,Danger,Toxic if inhaled,"Based on male rats LC50 (4 hours) level: 0.72mg/L (Agricultural-Chemicals abstracts), it was set as Category 3.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
134098-61-6,"tert-Butyl 4-({[(1,3-dimethyl-5-phenoxy-4-pyrazolyl)methylidene]aminooxy}methyl)benzoate; Fenpyroximate","Acute toxicity (inhalation: dust, mist) - Category 2",,,,Based on the rat LC50 (inhalation route) value of 0.33mg/L (Agricultural Chemical Registration Data (2002)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
135-19-3,2-Naphthol,"Acute toxicity (inhalation: dust, mist) - Category 4","Exclamation mark
","Warning
",Harmful if inhaled,"It was set as Category 4 based on LC50 value of an inhalation administration test using female male rats, that is 2.2mg/L/4H (2200mg/m3/4H) (SIDS, 2006; IUCLID, 2000).","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
13516-27-3,"1,1'-[Iminodi(octamethylene)]diguanidine; Iminoctadine","Acute toxicity (inhalation: dust, mist) - Category 2",,,,Based on the rat LC50 (inhalation of dust/mist) value of 0.073mg/L (4 hours) (RTECS (2006)).,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
13517-17-4,Disodium chromate decahydrate,"Acute toxicity (inhalation: dust, mist) - Category 2",Skull and crossbones,Danger,Fatal if inhaled,"Rat LC50 = 0.104mg/L/4h to the sodium chromate anhydrides (CAS:7775-11-3) carried out in the state of mist (EU-RAR (2005)). Since a molecular weights of 10 hydrate (about 342) was as about twice as the anhydride (about 162). So it was converted to LC50 = about 0.2mg/L/4h, and it was set as Category 2.","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
13593-03-8,"O,O-Diethyl O-2-quinoxalinyl phosphorothioate; Quinalphos","Acute toxicity (inhalation: dust, mist) - Category 2",,,,Based on the rat LC50 (inhalation route) value of 0.45mg/L (Agricultural Chemical Registration Data (1983)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
137-30-4,"Zinc bis(N,N'-dimethyldithiocarbamate)","Acute toxicity (inhalation: dust, mist) - Category 2",,,,"Because the rat LC50 (inhalation of vapour) values of 0.07mg/L (4 hours) (IUCLID (2000)) and 0.081mg/L (4 hours) (IUCLID (2000)) exceeded 90% of the saturated vapour concentration of 9.9*10^(-6)ppm under a saturated vapour pressure of 7.5*10^(-9)mmHg (extrapolation) [equivalent to 1.0*10^(-6)Pa (extrapolation)] (SRC (2006)), the substance was considered as ""mist exposure"" and was classified as Category 2. 
","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
141-66-2,(E)-3-(dimethylamino)-1-methyl-3-oxoprop-1-enyl dimethyl phosphate,"Acute toxicity (inhalation: dust, mist) - Category 2",Skull and crossbones,Danger,Fatal if inhaled,"Calculation was done based on rat LC50 (4 hours) value: 0.09mg/L (ACGIH, 2002) and LC50 (1 hour) value: 0.61-0.91mg/L (4-hour equivalent 0.15-0.23mg/L) (ACGIH, 2002). Since the calculated values were 0.09mg/L, they were set to category 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
143-08-8,Nonan-1-ol,"Acute toxicity (inhalation: dust, mist) - Category 4",Exclamation mark,Warning,Harmful if inhaled,"Saturated vapor pressure level at 25degCis 0.18 mg/L.. Since LC50 value of 2-hour inhalation exposure test employing mice is 5,500 mg/m3 (the 6th volume (2008) of the MOE Risk Assessment, Patty (5th, 2001)), the mist standard is applied. 4-hour equivalent LC50 value is 2.75 mg/L, and it was classified into Category 4 by applying the mist standard. ",2009.3.31
144-54-7,N-methyldithiocarbamic acid,"Acute toxicity (inhalation: dust, mist) - Category 4",,,,Based on the rat LC50 (inhalation route) value of 1.98mg/L (4 hours) (Agricultural Chemical Registration Data (1984)).,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
14484-64-1,ferbam,"Acute toxicity (inhalation: dust, mist) - Category 2",Skull and crossbones,Danger,Fatal if inhaled,"Category 2 because of ""SPECIES: Rat; ENDPOINT: LC50(4hr.); VALUE: 0.4mg/L""(HSDB, 2006)","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
145-73-3,endothal,"Acute toxicity (inhalation: dust, mist) - Category 4","Exclamation mark
","Warning
",Harmful if inhaled,"Since it was rat inhalation LC50 (mist, 4 hours) = 1.85mg/L (Agricultural Chemical Registration Data (1994)), it was set as Category 4.","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1477-55-0,m-Phenylene-bis(methylamine),"Acute toxicity (inhalation: dust, mist) - Category 3",Skull and crossbones,Danger,Toxic if inhaled,"Based on rat LC50 (1 hour) value: 3.75mg/L (4-hour equivalent 0.938mg/L) (ACGIH 7th, 2001) and LC50 (4 hours) value: 0.8mg/L (SIDS, 2001), it was set as Category 3.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
15263-52-2,cartap hydrochloride,"Acute toxicity (inhalation: dust, mist) - Category 4","Exclamation mark
","Warning
",Harmful if inhaled,It was set as Category 4 based on rat LC50 = 3.5mg/L/4H (Agricultural Chemical Registration Data (non-submitted)).,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
155569-91-8,Emamectin benzoate,"Acute toxicity (inhalation: dust, mist) - Category 4","Exclamation mark
","Warning
",Harmful if inhaled,It was set as category 4 based on rat LC50 = 1.93mg/L (Agricultural Chemical Registration Data) of an inhalation exposure test.,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
156-62-7,"Cyanamide, calcium salt (1:1)","Acute toxicity (inhalation: dust, mist) - Category 5",-,"Warning
",May be harmful if inhaled,"About inhalation, there is description of ""LC50 are maximum allowable concentrations, and 13g or more of 50% aqueous solutions of calcium cyanamide per m3"" (Agricultural Chemical Registration Data (2000)). And LC50 became >6.5mg/L (mist), it was set as Category 5.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
1563-66-2,Carbofuran,"Acute toxicity (inhalation: dust, mist) - Category 1",Skull and crossbones,Danger,Fatal if inhaled,"It was set as Category 1 based on 75% wettable powder guinea-pig LC50 (4 hours) value: 0.045mg/L (equivalent 0.03375mg/L) (ACGIH, 2004).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
16752-77-5,Methomyl,"Acute toxicity (inhalation: dust, mist) - Category 2",Skull and crossbones,Danger,Fatal if inhaled,"Based on 25% wettable powder rat (male) LC50 (1 hour) value: 1.99mg/L (4-hour equivalent 0.498mg/L), and 35.56% liquid medicine rat (female) LC50 (1 hour) value: 0.61mg/L (4-hour equivalent 0.15mg/L) (all are agricultural-chemicals abstracts), the lower value was adopted and it was set as Category 2.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
17109-49-8,"O-Ethyl S,S-diphenyl phosphorodithioate; Edifenphos; EDDP","Acute toxicity (inhalation: dust, mist) - Category 3",,,,"Based on the rat LC50 (4 hour inhalation of vapour) value of 0.65mg/L (HSDB (2006)) exceeded 90% of the saturated vapour concentration (3.6*10^(-4)ppm) under a saturated vapour pressure of 2.70*10^(-7)mmHg (25degC) [equivalent to 36.0microPa (25degC)] (HSDB (2006)), the substance was considered as ""mist exposure"" and was classified as Category 3.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
175013-18-0,N-[2-[1-(4-Chlorophenyl)-1H-pyrazole-3-yloxymethyl]phenyl]-N-methoxycarbamic acid methyl ester,"Acute toxicity (inhalation: dust, mist) - Category 3",Skull and crossbones,Danger,Toxic if inhaled,It was set as Category 3 based on rat LC50 = 0.58mg/L. (Agricultural Chemical Registration Data) that was a result of the inhalation study done by melting to a solvent in order to make it a diameter which can be inhaled.,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
18854-01-8,"O,O-Diethyl O-5-phenyl-3-isoxazolyl phosphorothioate; Isoxathion","Acute toxicity (inhalation: dust, mist) - Category 4",,,,Based on the rat LC50 (inhalation route) value of 2.0mg/L (Agricultural Chemical Registration Data (1985)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1897-45-6,Tetrachloroisophthalonitrile,"Acute toxicity (inhalation: dust, mist) - Category 2",,,,Based on the rat LC50 (inhalation route) value of 0.1mg/L (4 hours) (EHC183 (1996)).,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1910-42-5,"1,1-Dimethyl-4,4-bipyridinium dichloride","Acute toxicity (inhalation: dust, mist) - Category 1",Skull and crossbones,Danger,Fatal if inhaled,It was set as Category 1 rat  LC50 = 0.00084mg/L (Agricultural Chemical Registration Data (1991)). ,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1912-24-9,Atrazine,"Acute toxicity (inhalation: dust, mist) - Category 5",-,"Warning
",May be harmful if inhaled,"In both LC50 >5.82mg/L (Agricultural Chemical Registration Data, 2002) and >5.148mg/L (Agricultural Chemical Registration Data, 1991) of an inhalation exposure test using rats, no death cases were repoted.  But the oral acute toxicities of category 4 were indicated, it was set as Category 5. In addition, the saturated concentration of this product is 3.81*10^(-4)ppm (equivalent 3.36*10^(-6)mg/L), and it is presumed that all inhalation tests are done in dust mists conditions.","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1983-10-4,"Stannane, tributylfluoro-","Acute toxicity (inhalation: dust, mist) - Category 2",Skull and crossbones,Danger,Fatal if inhaled,"It was set as Category 2 based on rat inhalation LC50 value of 0.4ppm/4H (= 0.00504mg/L) (ACGIH 7th, 2001).","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
2074-50-2,paraquat-dimethylsulfate,"Acute toxicity (inhalation: dust, mist) - Category 1",Skull and crossbones,Danger,Fatal if inhaled,"It was set as Category 1 since all three data (ACGIH (2001), EHC 39 (1984)) were 0.05mg/L or less except the time when dust sizes is large.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2104-64-5,O-Ethyl O-4-nitrophenyl phenylphosphonothioate; EPN,"Acute toxicity (inhalation: dust, mist) - Category 1",,,,"Based on the rat LC50 (4 hours) value of 0.0265mg/L, calculated from the testing data of rat LC50 (inhalation) of 0.106mg/L (1 hour) (MOE Risk Assessment vol. 4 (2005)).  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
21351-79-1,caesium hydroxide,"Acute toxicity (inhalation: dust, mist) - Category 1",Skull and crossbones,Danger,Fatal if inhaled,"The value of 0.02mg/L was found in the inhalation LC50 data in which the animal and time of exposure was unknown (RTECS (2004)), it was considered as dust inhalation ""category 1"". Data that human LC50 (?): 0.005mg/L was also in the same former literature.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
21564-17-0,"2-[(Thiocyanatomethyl)sulfanyl]-1,3-benzothiazole","Acute toxicity (inhalation: dust, mist) - Category 2",Skull and crossbones,Danger,Fatal if inhaled,"Saturated vapor pressure level at 25degCis 0.00041 ppm (4*10^-6 mg/L). Since LC50 value with 0.1 mg/L of 4-hour inhalation exposure test employing rats (CERI/NITE Hazard Assessment Report (2008)) was larger than saturated vapor pressure level, it was classified into Category 2 by applying the dust and mist standard. ",2009.3.31
