CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
1331-22-2,methylcyclohexanone,Acute toxicity (dermal),Classification not possible,-,-,-,"There are data of rabbit dermal LD50 value of 2-methylcyclohexanone = 1627mg/kg (ACGIH (7th, 2001)) and 1770mg/kg (PATTY (4th, 1994), Japan Society for Occupational Health recommendation (1993)). But there is no data on isomer mixtures and data is insufficient, it cannot be classified.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
79-41-4,Methacrylic acid,Acute toxicity (dermal),Category 3,,,,"Based on the rabbit LD50 (dermal route) value of 500-1,000mg/kg representing the lower of the two testing data, 500-1,000mg/kg (EU-RAR No.25 (2002)) and 2,000mg/kg (CERI Hazard Data 96-34 (1997)).  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-47-6,o-Xylene,Acute toxicity (dermal),Not classified,,,,"Based on the testing data of rabbit LD50 (dermal route) of 14,100mg/kg (CERI Hazard Data 96-30 (i) (1997)).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7726-95-6,Bromine,Acute toxicity (dermal),Classification not possible,-,-,-,"There is no transdermal absorptions lethal toxicity data, and it cannot be classified.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-69-3,Adiponitrile,Acute toxicity (dermal),Category 5,,,,"Based on the testing data of rabbit LD50 (dermal route) of 2,000mg/kg or more (SIDS (1998)).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
61432-55-1,S-1-methyl-1-phenylethyl 1-piperidinecarbothioate,Acute toxicity (dermal),Not classified,,,,"Based on the rat LD50 (dermal route) value of >5,000mg/kg (RTECS (2006)).","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-41-2,p-Bromophenol,Acute toxicity (dermal),Classification not possible,,,,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-31-9,Hydroquinone,Acute toxicity (dermal),Not classified,,,,"Based on the rabbit LD50 (dermal route) value of 74,800mg/kg (CERI Hazard Data 99-19 (2000)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
2784-94-3,"2,2'-[[4-(methylamino)-3-nitrophenyl]imino]bisethanol",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1314-80-3,Diphosphorus pentasulfide,Acute toxicity (dermal),Category 5,-,Warning,May be harmful in contact with skin,It was set as Category 5 based on rabbit LD50 value = 3160mg/kg (RTECS (2005)).,"Mar. 23, 2006"
100-61-8,N-Methylaniline,Acute toxicity (dermal),Classification not possible,,,,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
619-15-8,"2,5-Dinitrotoluene",Acute toxicity (dermal),Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
13963-58-1,tripotassium hexacyanocobaltate,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
21351-79-1,caesium hydroxide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
99-35-4,"1,3,5-trinitrobenzene",Acute toxicity (dermal),Not classified,-,-,-,It was set as the outside of Category from the description that death was not observed by dermal exposure of 2000mg/kg to rabbits (IRIS (1997)).,"Mar. 23, 2006"
121-44-8,Triethylamine,Acute toxicity (dermal),Category 3,Skull and crossbones,Danger,Toxic in contact with skin,"It was set as Category 3 based on rabbit LD50 values: 420mg/kg (ACGIH 7th, 2001), 415mg/kg, 578mg/kg (DFGOT vol.13, 1999), and 416mg/kg (PATTY 4th, 1994).","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
1327-53-3,Diarsenic trioxide,Acute toxicity (dermal),Classification not possible,,,,No data available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
76-15-3,"Ethane, chloropentafluoro-",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-24-9,Strychnine,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-00-2,"Lead, tetraethyl-",Acute toxicity (dermal),Category 3,Skull and crossbones,Danger,Toxic in contact with skin,It was set as Category 3 based on the rabbit dermal LD50 = 990mg/kg (DFGOT vol.15 (2001)).,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
75-72-9,Chlorotrifluoromethane; CFC-13,Acute toxicity (dermal),Classification not possible,,,,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
756-79-6,"Phosphonic acid, methyl-, dimethyl ester",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-87-6,Trichloroacetaldehyde,Acute toxicity (dermal),Category 4,,,,"Based on the guinea pig LD50 (dermal route) value of 1,510mg/kg representing the lower of the two testing data, 1,510mg/kg and 15,000mg/kg (CERI Hazard Data 2000-52 (2001)).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-42-9,m-Chloroaniline,Acute toxicity (dermal),Category 3,,,,Based on the rat LD50 (dermal route) value of 250mg/kg (RTECS (2004)).,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7719-09-7,Thionyl dichloride,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
109-64-8,"1,3-Dibromopropane",Acute toxicity (dermal),Classification not possible,,,,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
17756-81-9,2-chloro-N-(2-cyanoethyl)acetamide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
7774-41-6,"Arsenic acid, hemihydrate",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-95-5,"2-Propanone, 1-chloro-",Acute toxicity (dermal),Category 2,Skull and crossbones,Danger,Fatal in contact with skin,It was set as Category 2 based on rabbit LD50 = 141mg/kg (ACGIH (2001)).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-07-3,2-Chloroethanol,Acute toxicity (dermal),Category 2,Skull and crossbones,Danger,Fatal in contact with skin,Dermal toxicity LD50 of a rabbit is 67mg/kg (IUCLID (2000)).,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7789-38-0,Sodium bromate,Acute toxicity (dermal),Classification not possible,-,-,-,Classification not possible due to lack of data,2009.3.31
576-26-1,"2,6-Xylenol",Acute toxicity (dermal),Category 3,,,,"Based on the rat LD50 (dermal route) value of 700mg/kg representing the lower of the two testing data, 2,322mg/kg and 700mg/kg (CERI Hazard Data 2001-48 (2002)).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1310-58-3,Potassium hydroxide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
16893-92-8,potassium hexafluoroantimonate,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1113-38-8,diammonium oxalate,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
302-01-2,Hydrazine,Acute toxicity (dermal),Category 2,,,,Based on the testing data of rabbit LD50 (dermal route) of 91 mg/kg (IUCLID (2000)).,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-44-4,"Ether, bis(2-chloroethyl)-",Acute toxicity (dermal),Category 3,Skull and crossbones,Danger,Toxic in contact with skin,"It was set as Category 3 based on rabbit LD50 value: 870mg/kg (ATSDR, 1989).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
41198-08-7,O-4-bromo-2-chlorophenyl O-ethyl S-propyl phosphorothioate,Acute toxicity (dermal),Not classified,,,,"Based on the rat LD50 (dermal route) value of >4,000mg/kg, together with the absence of mortality (Agricultural Chemical Registration Data (1984)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-77-9,"4,4'-Methylenedianiline",Acute toxicity (dermal),Category 3,,,,"Based on the rat LD50 (dermal route) value of 1,000mg/kg (SIDS (2002)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
624-91-9,methyl nitrite,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
624-92-0,Dimethyl disulfide,Acute toxicity (dermal),Not classified,-,-,-,"It was set as the outside of Category based on the report that there is no death at rabbit LD50 >2000mg/kg (IUCLID (2000)) (PATTY(5th, 2001) vol.7).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
50-06-6,"5-Ethyl-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione; Phenobarbital",Acute toxicity (dermal),Classification not possible,,,,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
52-68-6,"Dimethyl 2,2,2-trichloro-1-hydroxyethylphosphonate; Trichlorfon; DEP",Acute toxicity (dermal),Not classified,,,,"Based on the rat LD50 (dermal route) value of >=5,000mg/kg, together with the absence of mortality (Agricultural Chemical Registration Data (1987)).","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1309-37-1,Diiron trioxide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7772-99-8,tin dichloride,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
50922-29-7,Chromium zinc oxide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
19287-45-7,diborane(6),Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
96-18-4,"Propane, 1,2,3-trichloro-",Acute toxicity (dermal),Category 3,Skull and crossbones,Danger,Toxic in contact with skin,"The calculation value was 352mg/kg based on rabbit LD50 = 384mg/kg (CICAD 56, 2003), 2457mg/kg (CICAD 56, 2003, ACGIH 7th, 2001, DFGOT vol.9, 1998, NTP TR384, 1993), 900mg/kg (DFGOT vol.9, 1998), 850mg/kg (DFGOT vol.9, 1998), 850mg/kg (DFGOT vol.9, 1998), 516mg/kg (DFGOT vol.9, 1998), and 250mg/kg (DFGOT vol.9, 1998). Rat LD50 value is 836mg/kg (CICAD 56, 2003, DFGOT vol.9, 1998, ATSDR, 1992). The lower value was adopted, and it was set as Category 3.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
3825-26-1,ammonium pentadecafluorooctanoate,Acute toxicity (dermal),Category 5,-,Warning,May be harmful in contact with skin,"Based on rabbit LD50 value: 4300mg/kg and rat LD50 value: 7000mg/kg (ACGIH 7th, 2001), the lower value was adopted and it was set as Category 5.","Nov. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
541-09-3,bis(acetato-O)dioxouranium,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
1317-36-8,Lead monoxide; Litharge,Acute toxicity (dermal),Classification not possible,,,,No data available,"Mar. 23, 2006"
62-53-3,Aniline,Acute toxicity (dermal),Category 3,,,,Based on the rat LD50 (dermal route) of 442mg/kg (EU-RAR No.50 (2004)).,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
ID492,Poly(oxyethylene) alkyl ether (alkyl C=12-15),Acute toxicity (dermal),Not classified,-,-,-,"As suggested in public comments, the lung injury observed in a dermal study of rabbits was caused by swallowing of forage particles and entry into the airway by rabbits, and it is thought that it was not a direct dermal impact. Therefore, it is classified from a dermal study of rats without adopting the above dermal study of rabbits as the GHS classification. Since there is no mortality even in LD50: >2,000 (mg/kg) and 8,000 mg/kg of rats, it was classified into ""Not classified"".",39476.0
1304-56-9,Beryllium oxide,Acute toxicity (dermal),Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
25155-23-1,Tris(dimethylphenyl) phosphate,Acute toxicity (dermal),Classification not possible,,,,Insufficient data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-52-7,Benzaldehyde,Acute toxicity (dermal),Classification not possible,,,,"Classification not possible because the rabbit LD50 (dermal route) value of >1,250mg/kg (SIDS (1996)) is not a definitive value.
","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-48-8,"S,S,S-tributylphosphorotrithioate",Acute toxicity (dermal),Category 2,Skull and crossbones,Danger,Fatal in contact with skin,"Rat LD50 = 168mg/kg (RTECS (2004)). Rabbit LD50 = 97mg/kg (RTECS (2004)). The lower value (LD50 = 97mg/kg) was adopted, and it was set as Category 2.","Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
506-77-4,cyanogen chloride,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
591-27-5,m-Aminophenol,Acute toxicity (dermal),Category 3,,,,"Based on the rat LD50 (dermal route) of 1,000mg/kg (CERI Hazard Data 2001-34 (2002)).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6046-93-1,"Cupric acetate, monohydrate ",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2274-67-1,"2-Chloro-1-(2,4-dichlorophenyl)vinyl dimethyl phosphate; Dimethylvinphos",Acute toxicity (dermal),Classification not possible,,,,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
10026-13-8,Phosphorus pentachloride,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-15-0,Carbon disulfide,Acute toxicity (dermal),Classification not possible,,,,No data available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
127-18-4,Tetrachloroethylene,Acute toxicity (dermal),Category 5,,,,"Based on the testing data of mouse LD50 (dermal route) of 5,000mg/kg (IUCLID (2000)).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
1336-21-6,Ammonium hydroxide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-02-8,Acrolein,Acute toxicity (dermal),Category 3,,,,"Based on the LD50 value of 271mg/kg calculated from the testing data of rabbit LD50 (dermal route) of 560mg/kg (ACGIH (7th, 2001)), 164mg/kg, 238mg/kg, 335mg/kg, 562mg/kg, and 1,022mg/kg (EU-RAR No.7 (2001)).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1461-22-9,Tributyltin chloride,Acute toxicity (dermal),Classification not possible,,,,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
22373-78-0,"Monensin, monosodium salt",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
26628-22-8,Sodium azide  (Na(N3)),Acute toxicity (dermal),Category 1,Skull and crossbones,Danger,Fatal in contact with skin,"Since rabbit percutaneous LD50 value was 20mg/kg (ACGIH (2001)), it was set as Category 1.","Mar. 23, 2006"
7429-90-5,Aluminium,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 23, 2006)"
148-79-8,"2-(1,3-Thiazol-4-yl)-1H-benzoimidazole",Acute toxicity (dermal),Not classified,-,-,-,"From a description of LD50 value of >2,000 mg/kg (JECFA (2001)) in the dermal administration test employing rabbits, it was classified into ""Not classified"". ",2009.3.31
563-80-4,"2-Butanone, 3-methyl-",Acute toxicity (dermal),Not classified,-,-,-,"Based on rabbit LD50 value: 6.35ml/k (reduced value = 5144mg/kg), and >5000mg/kg (ACGIH 7th, 2001, PATTY 4th, 1994), it was set as the outside of Category.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
115-96-8,Tris(2-chloroethyl) phosphate,Acute toxicity (dermal),Not classified,,,,"Based on the rabbit LD50 (dermal route) value of > 28,500mg/kg (CERI Hazard Data 98-22 (1999)).","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-49-0,p-Toluidine,Acute toxicity (dermal),Category 3,,,,Based on the rabbit LD50 (dermal route) value of 890mg/kg (CERI-NITE Hazard Assessment No.203 (2004)).,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
51-28-5,"2,4-Dinitrophenol",Acute toxicity (dermal),Category 1,,,,Based on the rat LD50 (dermal route) value of 25mg/kg (CERI Hazard Data 99-9 (2000)).,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
64741-44-2,"Distillates (petroleum), straight-run middle",Acute toxicity (dermal),Classification not possible,-,-,-,"Considering rat dermal LD50 >2000, > 5000 mg/kg (EHC (1996)), it was set as Category which is lower toxicity from Category 3. But it could not be decided, it cannot be classified.","Jul. 24, 2006 (Environmental Hazards: Mar. 23, 2006)"
10265-92-6,Methamidophos,Acute toxicity (dermal),Category 2,,,,"Based on the rabbit LD50 (dermal route) value of 118mg/kg (PATTY (4th, 2000)).","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-42-8,Boron,Acute toxicity (dermal),Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
7722-64-7,Potassium permanganate,Acute toxicity (dermal),Classification not possible,,,,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
602-01-7,"2,3-Dinitrotoluene",Acute toxicity (dermal),Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-74-3,"Morpholine, 4-ethyl-",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-76-0,"Ethandioic acid, disodium salt",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-13-1,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-",Acute toxicity (dermal),Not classified,-,-,-,"Based on the data that lethal dose of rabbits is 11000mg/kg or exceeds it (ACGIH (2991), CERI Hazard Data (1999), and RTECS (2005), it was set as the outside of Category.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-51-5,"O,O-Dimethyl S-(N-methylcarbamoyl)methyl phosphorodithioate; Dimethoate",Acute toxicity (dermal),Category 3,,,,Based on the mouse LD50 (dermal route) value of 310mg/kg (Agricultural Chemical Registration Data (1986)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
141-32-2,Butyl acrylate,Acute toxicity (dermal),Category 5,-,Warning,May be harmful in contact with skin,"It was set as Category 5 based on LD50 = 2054mg/kg calculated by the technical guideline using five test results of rabbits (SIDS (2002), ECETOC JACC 27 (1994)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7446-09-5,Sulfur dioxide,Acute toxicity (dermal),Not applicable,-,-,-,Gas (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
102-81-8,2-(Di-n-butylamino)ethanol,Acute toxicity (dermal),Category 4,,,,"Based on the rabbit LD50 (dermal route) value of 1,440mg/kg (ACGIH (7th, 2001)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2275-23-2,"O,O-Dimethyl S-2-[1-(N-methylcarbamoyl)ethylthio]ethyl phosphorothioate; Vamidothion",Acute toxicity (dermal),Category 4,,,,"Based on the rabbit LD50 (dermal route) value of 1,160mg/kg (RTECS (2006)).","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
122-34-9,"2-chloro-4,6-bis(ethylamino)-1,3,5-triazine",Acute toxicity (dermal),Not classified,,,,"Based on the rabbit LD50 (dermal route) value of >2,000mg/kg, together with the absence of mortality (Agricultural Chemical Registration Data (2005)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
90583-37-2,"Sulfurous acid, lead(2+) salt, basic",Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
7758-97-6,Lead chromate,Acute toxicity (dermal),Classification not possible,,,,No data available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
7758-09-0,potassium nitrite,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-71-4,"1,2-dimethoxyethane",Acute toxicity (dermal),Category 5,-,Warning,May be harmful in contact with skin,"From a description of LDLo value of 2,000 mg/kg (RTECS (2006)) in the dermal administration test employing rabbits, it was classified into Category 5. ",2008.03.17
999-81-5,"Ethanaminium, 2-chloro-N,N,N-trimethyl-",Acute toxicity (dermal),Not classified,-,-,-,It was set as the outside of Category based on rat LD50 >5000mg (Agricultural Chemical Registration Data).,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
4170-30-3,2-Butenal,Acute toxicity (dermal),Category 3,Skull and crossbones,Danger,Toxic in contact with skin,It was classified into Category 3 from LD50 value 380 mu L/kg (equivalent: 324 mg/kg) (5th volume (2006) of MOE risk assessment) of the dermal administration test employing a rabbit. EU classification: T; R24 / 25 (EU-Annex I) is equivalent to the GHS Category 2-3. ,2009.3.31
1067-97-6,tributyltin hydroxide,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
7778-39-4,Arsenic acid,Acute toxicity (dermal),Classification not possible,,,,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10470-01-6,2-Cyclohexylbiphenyl,Acute toxicity (dermal),Not classified,-,-,-,"Based on the minimal lethal dose (24hr, occluded) of rabbit dermal test being 6800mg/kg (ACGIH (2001)), it was classified as out of Category.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-41-7,beryllium,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Mar. 23, 2006"
2813-95-8,dinoseb acetate,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
1321-65-9,trichloronaphthalene,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
6988-21-2,dioxacarb,Acute toxicity (dermal),Category 4,"Exclamation mark
",Warning,Harmful in contact with skin,"Rat dermal LD50 = 3g/kg (RTECS (2003)). Rabbit LD50 = 1950mg/kg (RTECS (2003)). The lower value (LD50=1950 mg/kg) was adopted, and it was set as Category 4.","Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
13453-07-1,gold trichloride,Acute toxicity (dermal),Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
