CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
10102-18-8,sodium selenite,Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Although there was positive reports (PATTY, 5th, 2001) of a somatic cell in vivo mutagenicity test (mouse bone marrow chromosomal aberration test), there was no report of a productive cell in vivo heredity toxicity examination. So it was set to Category 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10108-64-2,Cadmium chloride,Germ cell mutagenicity,Category 1B,,,,"Based on the description in IARC 58 (1993), multi-generation mutagenicity tests (dominant lethal tests, translocation tests) generally show negative; germ cell mutagenicity tests in vivo show weak negative (aneuploidy is detected in oocytes and sperm mother cells); somatic cell mutagenicity tests in vivo (chromosome aberration tests, micronucleus tests) show positive.
","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10124-36-4,Cadmium sulphate,Germ cell mutagenicity,Category 2,,,,"Based on the absence of data on in vivo mutagenicity/genotoxicity tests and strong positive data on mutagenicity tests in vitro (cell gene mutation and chromosome aberration tests).
Cadmium chloride (ID0254, CAS:10108-64-2), an analog of cadmium sulfate, is classified as Category 1B.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10124-50-2,potassium arsonate,Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Although there is only in vitro chromosomal aberration test data (positive) in this product (HSDB, 2002), chromosome aberration or micronucleus is induced to humans (peripheral blood) or rodents (marrow) as an inorganic arsenic compound (DFGOT vol.21, 2005; EHC 224, 2001; PATTY 5th, 2001; IARC Suppl.7, 1987; IARC 84, 2004; ATSDR draft, 2005). So it is set as Category 2. In addition, the inorganic arsenic (As+3) was negative in the dominant fatality examination and the mouse energy proto-cell chromosomal aberration test (ATSDR draft, 2005).  ","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
103-90-2,4'-Hydroxyacetanilide,Germ cell mutagenicity,Category 2,Health Hazard,Warning,Suspected of causing genetic defects,"There are descriptions of ""negative"" (IARC 73 (1999)) in the productive cell in vivo mutagenicity test (chromosome aberration test employing the spermatocyte of a mouse), ""positive"" (IARC 73 (1999))NTP TR394 (1993)) as body cell in vivo mutagenicity test in the chromosome aberration test employing human peripherals lymphocytes, "" positive"" (IARC 73 (1999), NTP TR394 (1993)) in the micronucleus test using human buccal mucosa cells, ""positive"" (IARC 73 (1999)) in the chromosome aberration test employing the bone marrow cell of a mouse, ""negative"" (IARC 73 (1999)) in the micronucleus test using the bone marrow cell of a mouse, and ""positive"" (IARC 73 (1999)) in the body cell in vivo genotoxicity test (SCE test employing human blood). As mentioned above, although there was data of two or more body cell in vivo mutagenicity tests, since there was no positive data of a productive cell in vivo genotoxicity test, it was classified into Category 2. In addition, there are descriptions of ""negative"" (IARC 73 (1999) (IUCLID (2000)) in the reverse mutation test employing Salmonella typhimurium as an in vitro mutagenicity test and ""negative"" (IUCLID (2000)) in the reverse mutation test employing coli bacteria. ",2009.3.31
10415-75-5,dimercury dinitrate,Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"In ATSDR (1999), since it estimated that mercury and mercury compounds induced chromosomal abnormality to the animal somatic cell in an in vivo, they were set to Category 2.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10588-01-9,Sodium dichromate,Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"The substance was classified as Category 2 by the guidelines. Based on the positive results from the in vivo chromosome aberration test, micronucleus test and DNA damage test (alkaline elution test) (IARC 49(1999), EU-RAR (2005)).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
106-47-8,p-Chloroaniline,Germ cell mutagenicity,Category 2,,,,"Based on the absence of data on multi-generation mutagenicity tests and germ cell mutagenicity tests in vivo, positive data on somatic cell mutagenicity tests in vivo (micronucleus tests) and the absence of data on germ cell genotoxicity tests in vivo, described in CICAD 48 (2003).","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-89-8,Epichlorohydrin,Germ cell mutagenicity,Category 2,,,,"Based on negative data on multi-generation mutagenicity tests in vivo, the absence of data on germ cell mutagenicity tests in vivo, positive data on somatic cell mutagenicity tests in vivo (chromosome aberration tests), and absence of data on germ cell genotoxicity tests in vivo, described in CERI-NITE Hazard Assessment No.74 (2004).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-91-2,"2,3-Epoxypropyl methacrylate",Germ cell mutagenicity,Category 2,,,,"Based on the absence of data on multi-generation mutagenicity tests and germ cell mutagenicity tests in vivo, positive data on somatic cell mutagenicity tests in vivo (micronucleus tests), and no positive data on germ cell genotoxicity tests in vivo (UDS tests), described in Report by the Ministry of Health, Labour and Welfare  (1997), SIDS (2002), NTP DB (Access on Mar., 2006) and CERI Hazard Data 2000-38 (2001).
","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-92-3,"1-Allyloxy-2,3-epoxypropane",Germ cell mutagenicity,Category 2,,,,"Based on negative data on germ cell multi-generation mutagenicity tests in vivo (dominant lethal tests), the absence of data on germ cell mutagenicity tests in vivo, positive data on somatic cell mutagenicity tests in vivo (chromosome aberration tests), and the absence of data on germ cell genotoxicity tests in vivo, described in CERI-NITE Hazard Assessment No.68 (2005).
","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-93-4,"Ethane, 1,2-dibromo-",Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"There are positive results from the DNA damage test using rat testicular cells (in vivo genotoxicity test in germ cells) and from several DNA damage tests and DNA binding tests using somatic cells such as hepatocytes from rats or mice (in vivo genotoxicity test in somatic cells) (IARC 71(1999), EHC 177(1996)). Furthermore, there are positive results in several parameters for the in vitro mutagenicity tests (IARC 71(1999), EHC 177(1996)). The substance was classified as Category 2 based on the above results.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-99-0,"1,3-Butadiene",Germ cell mutagenicity,Category 1B,,,,"Based on positive data on multi-generation mutagenicity tests (mouse dominant lethal tests), described in EU-RAR No.20 (2002).
","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10605-21-7,carbendazim(ISO),Germ cell mutagenicity,Category 2,Health Hazard,Warning,Suspected of causing genetic defects,"According to the statement of EHC149 (1993), although there are two negative results (mouse dominant lethal tests) but there is no positive result in in vivo heritable mutagenicity test employing a germ cell. Since there are two positive results (murine chromosome aberration test, the mouse micronucleus test) in in vivo mutagenicity test employing a somatic and there is no positive result in in vivo genotoxicity testgenotoxicity test employing a germ cell, it is classified into Category 2. In addition, it is indicated in EHC149 (1993) that, ""although this substance is not a generation to generation mutagen and neither the effect on DNA nor the mutation of reproductive cells occurs in in vivo and in vitro studies using somatic cells and reproductive cells, chromosomal abnormalities of dysploidy or polyploidy occur in in vivo and in vitro studies. Moreover, EU Annex I is Cat.2; R46 and is equivalent to the GHS Category 1B. ",2008.03.26
107-06-2,"1,2-Dichloroethane",Germ cell mutagenicity,Category 2,,,,"Based on negative data on multi-generation mutagenicity tests (dominant lethal tests), the absence of data on germ cell mutagenicity tests in vivo, positive data on somatic cell mutagenicity tests in vivo (mouse spot tests), and the absence of data on germ cell genotoxicity tests in vivo, described in SIDS (2004), IARC 71 (1999), CERI-NITE Hazard Assessment No.3 (2004), and EHC 176 (1995), according to the technical guideline (Appendix 1).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
107-07-3,2-Chloroethanol,Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"There are negative results from the in vivo (multi-generation) reciprocal translocation test in mice, mouse chromosome aberration test and dominant lethal test ((PATTY (5th, 2001)) and from the DNA damage test in rats (IUCLID (2000)), but there are positive results from in vivo chromosome aberration tests in rat bone-marrow (inhalation). There are also positive results from the in vitro (CHO) chromosome aberration test, the sister chromatid exchange test and the Ames test (PATTY (5th, 2001)). So the substance was classified as Category 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-13-1,Acrylonitrile,Germ cell mutagenicity,Category 2,,,,"Based on negative data on heritable mutagenicity tests (dominant lethal tests) and germ cell genotoxicity tests in vivo (UDS tests on rat spermatocytes), the absence of data on germ cell mutagenicity tests in vivo and positive data on somatic cell mutagenicity tests in vivo (gene mutation tests on rat spleen T cells), described in CERI-NITE Hazard Assessment No.64 (2003), CICADS 39 (2002) and EU-RAR No.32 (2004).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
107-19-7,2-Propyn-1-ol,Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Although the micronucleus test using mouse erythrocytes is positive (NTP DB, 2005), there are no data from in vivo genotoxicity tests using germ cells. So the substance was classified as Category 2.","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
108-05-4,Vinyl acetate,Germ cell mutagenicity,Category 2,,,,"Based on the absence of data on multi-generation mutagenicity tests, negative data on germ cell mutagenicity tests in vivo (micronucleus tests), positive data on somatic cell mutagenicity tests in vivo (micronucleus tests, chromosome aberration tests), and the absence of data on germ cell genotoxicity tests in vivo, described in CERI-NITE Hazard Assessment No.60 (2004), DFGOT vol.21 (2005), IARC 63 (1995), ATSDR (1992), and NTP DB (Access on February 2006).","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-45-2,m-Phenylenediamine,Germ cell mutagenicity,Category 2,,,,"Based on negative data on multi-generation mutagenicity tests (dominant lethal tests), the absence of data on germ cell mutagenicity tests in vivo and germ cell genotoxicity tests in vivo, and positive data on somatic cell mutagenicity tests in vivo (micronucleus tests), described in CERI Hazard Data 98-29 (1999) and NTP DB (Access on March 2006).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-90-7,Chlorobenzene,Germ cell mutagenicity,Category 2,,,,"Based on negative data on heritable mutagenicity tests (dominant lethal tests), positive data on somatic cell mutagenicity tests in vivo (micronucleus tests) and the absence of data on germ cell mutagenicity and genotoxicity tests in vivo, described in CERI-NITE Hazard Assessment No.82 (2005).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
108-91-8,Cyclohexylamine,Germ cell mutagenicity,Category 1B,,,,"Based on positive data on multi-generation mutagenicity tests (dominant lethal tests) and germ cell mutagenicity tests in vivo (chromosome aberration tests), described in IARC 73 (1999), CERI Hazard Data 2001-54 (2002) and MOE Risk Assessment vol.3 (2004).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-94-1,Cyclohexanone,Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Since it gave negative in the dominant lethality examination and positive in the bone marrow cells chromosomal aberration test in the rat (both of them were in CERI Hazard Data(2000)), we classified it as Category 2.   ","Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
108-95-2,Phenol,Germ cell mutagenicity,Category 1B,,,,"Based on the absence of data on germ cell multi-generation mutagenicity tests and positive data on germ cell mutagenicity tests in vivo (chromosome aberration tests), described in CERI-NITE Hazard Assessment No.32 (2005) and NTP DB (Access on Dec., 2005)
","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
110-00-9,Furan,Germ cell mutagenicity,Category 2,Health Hazard,Warning,Suspected of causing genetic defects,"Although there is a description of the body cell in vivo mutagenicity test (chromosome aberration test employing the mouse bone marrow cell) being positive (IARC 63 (1995), NTP DB (Access on November 2008)), since there was no result of the in vivo genotoxicity testgenotoxicity test employing a germ cell, it was classified into Category 2. In addition, EU classification is Muta. Cat. 3; R68 (EU-Annex I). ",2009.3.31
110-91-8,Morpholine,Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Although it is negative in the dominant lethal test using a rat (PATTY 4th, 1994), it is positive in the chromosomal aberration test using the marrow cells of a rat and a guinea pig (EHC 179, 1996), and there was no data of an in vivo genotoxicity study using a germ cell. So it is set as Category 2.    ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-87-5,1-Octanol,Germ cell mutagenicity,Category 2,,,,"Based on the absence of data on multi-generation mutagenicity tests, germ cell mutagenicity tests in vivo, positive data on somatic cell mutagenicity tests in vivo (micronucleus tests and chromosome aberration tests), and the absence of data on germ cell genotoxicity tests in vivo, described in CERI-NITE Hazard Assessment No.2001-43 (2002).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1120-71-4,"1,2-Oxathiolane 2,2-dioxide",Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"The substance was classified as Category 2. Because there are positive results from the in vivo genotoxicity test using somatic cells (the DNA damage test in rat brain cells) (IARC Vol. 71 (1999)), and there are also positive results from the in vitro mutagenicity tests (the bacterial reverse mutation tests, chromosome aberration tests using mammalian cultured cells, etc (DFGOT (vol.4, 1992) and IARC Vol. 71 (1999)).  ","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
114-26-1,2-isopropyloxyphenyl N-methylcarbamate,Germ cell mutagenicity,Category 1B,Health hazard,Danger,May cause genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Because there is a positive result from the dominant lethal test in mice, which is an in vivo multi-generation mutagenicity test using germ cells (RTECS, 2005), the substance was classified as Category 1B.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
115-96-8,Tris(2-chloroethyl) phosphate,Germ cell mutagenicity,Category 1B,,,,"Based on positive data on multi-generation mutagenicity tests (dominant lethal tests), described in IARC 71 (1999), CERI-NITE Hazard Assessment No.205 (2004), NTP DB (Access on May 2006) and EHC 209 (1998).
","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1163-19-5,Decabromodiphenyl ether,Germ cell mutagenicity,Category 2,,,,"Based on the absence of data on multi-generation mutagenicity tests, germ cell mutagenicity tests in vivo and germ cell genotoxicity tests in vivo, and positive data on somatic cell mutagenicity tests in vivo (micronucleus tests), described in NITE Initial Risk Assessment No.56 (2005), CERI-NITE Hazard Assessment No.56 (2005), EU-RAR No.17 (2002) and NTP DB (Access on April 2006).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
119-90-4,"3,3'-dimethoxybenzidine",Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"There is a positive result by the sister-chromatid-exchange (SCE) test using the mammalian marrow cell of the in vivo genotoxicity study using a somatic (DFGOT vol.5 (1993)), and by a in vitro mutagenicity test (NTP DB (Access on Oct 2005), DFGOT vol.5 (1993)). So it is set as Category 2. The positivity report (Mutat Res., 319, 19-30, 1993; Mutat Res., 389, 1-122, 1997) by the mouse small nucleus examination was received from the expert, and they support this Category.                      ","Mar. 23, 2006"
119-93-7,"4,4'-bi-o-toluidine",Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Although there are no data from in vivo mutagenicity tests using germ cells nor from genotoxicity tests (BUA 26 (1988), RTECS (Access on Oct 2005)), the substance was classified as Category 2 because the in vivo micronucleus test in rats and mice is positive.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
120-80-9,Pyrocatechol,Germ cell mutagenicity,Category 2,,,,"Based on the absence of data on multi-generation mutagenicity tests, germ cell mutagenicity tests in vivo and germ cell genotoxicity tests in vivo, and positive data on somatic cell mutagenicity tests in vivo (micronucleus tests), described in CERI Hazard Data 2000-22 (2001), NTP DB (Access on March 2006) and IARC 71 (1999).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
12001-28-4,Crocidolite,Germ cell mutagenicity,Category 2,,,,"Based on the absence of data on multi-generation mutagenicity tests, germ/somatic cell mutagenicity tests in vivo and germ cell genotoxicity tests in vivo, and positive data on somatic cell genotoxicity tests in vivo (DNA damage tests and SCE tests) and in vitro mutagenicity tests (chromosome aberration tests), described in ATSDR (2001).
","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
12001-29-5,Chrysotile asbestos,Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"Based on the genetic toxicological data in humans (SCE-positive)) (ATSDR (2001) etc,) and the positive results in the in vitro mutagenicity (chromosome aberration) tests (EHC 203 (1998)), the substance was classified as Category 2.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12002-03-8,copper acetoarsenite,Germ cell mutagenicity,Category 2,Health hazard,Warning,Suspected of causing genetic defects (state route of exposure if it is conclusively proven that no other routes of exposure cause the hazard),"There is only Ames test data (negative) in this material (HSDB, 2003). But chromosome aberration or micronucleus is induced to humans (peripheral blood) or rodents (marrow) as an inorganic arsenic compound (DFGOT vol.21, 2005; EHC 224, 2001; PATTY 5th, 2001; IARC Suppl.7, 1987; IARC 84, 2004; ATSDR draft, 2005), it is set as Category 2. In addition, the inorganic arsenic compound (As+3) was negative in the dominant fatality examination and the mouse energy proto-cell chromosomal aberration test (ATSDR draft, 2005). ","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
121-14-2,"2,4-Dinitrotoluene",Germ cell mutagenicity,Category 2,,,,"Based on negative data on multi-generation mutagenicity tests (dominant lethal tests), the absence of data on germ cell mutagenicity tests in vivo, positive data on somatic cell mutagenicity tests in vivo (micronucleus tests) and the absence of data on germ cell genotoxicity tests in vivo, described in CERI-NITE Hazard Assessment No.51 (2004).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
123-31-9,Hydroquinone,Germ cell mutagenicity,Category 2,Health Hazard,Warning,Suspected of causing genetic defects,"It is suggested that the active oxygen affects greatly from in vitro test result of Hydroquinone. Therefore, it is judged that the effect of active oxygen decreases at absorption/metabolic process by evaluating the reliability of two or more in vivo germ cell mutagenicity test positive finding in oral administration. Therefore, it can be said that weighting of proof is need for all the test results considering administration method. For in vivo somatic mutation original nature examination, weak influence is observed also in oral administration other than intraperitoneal administration, however, for the heritable mutagenicity test by oral administration, there is no positive result but negative result. ""Category 2"" is determined to be more proper than ""Category 1B"" from the weight of the evidence. ",39441.0
124-48-1,Dibromochloromethane,Germ cell mutagenicity,Category 2,Health Hazard,Warning,Suspected of causing genetic defects,"Since there is a description that a body cell in vivo mutagenicity test (chromosome aberration test employing rats bone marrow and the mouse bone marrow cell) was positive (ATSDR (2003) and NTP DB (Access on September 2008), and there was no positive finding of a productive cell in vivo genotoxicity testgenotoxicity test, it was classified into Category 2. In addition, there are descriptions that the micronucleus tests which employed mouse bone marrow cell was negative (ATSDR (2003)) and NTP DB (Access on September 2008)), and the DNA damage test using rats kidney and liver was negative (ATSDR (2003)). ",2009.3.31
126-07-8,"(1'S,6'R)-7-Chloro-2',4,6-trimethoxy-6'-methyl-3H-spiro[benzofuran-2,1'-cyclohex[2]ene]-3,4'-dione",Germ cell mutagenicity,Category 1B,Health Hazard,Danger,May cause genetic defects,"It was classified into Category 1B from the statement of ""positive"" (IARC 79 (2001)) in the in vivo mutagenicity test (chromosome aberration test employing a mouse spermatocytes) employing a germ cell. ",2009.3.31
