CASRN,Name,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
108-18-9,"2-Propanamine, N-(1-methylethyl)-",Acute toxicity (inhalation: vapour) - Category 3,Skull and crossbones,Danger,Toxic if inhaled,"It was classified as Category 3 based on rat LC50 = 3.4mg/L (RTECS (2005), HSDB (2005)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-24-7,Acetic anhydride,Acute toxicity (inhalation: vapour) - Category 3,Skull and crossbones,Danger,Toxic if inhaled,"Lower value was adopted from rat LC50 (4 hours) value: 1000ppm (equivalent: 4.167mg/L) (CERI Hazard Data 2001, SIDS, 1997) and 2000ppm (equivalent 8.334mg/L) (CERI Hazard Data, 2001). 1000ppm was considered as the steam with almost no mist from vapor pressure. And classified as Category 3 by the ppm concentration standard.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-31-6,Maleic anhydride,Acute toxicity (inhalation: vapour) - Category 1,,,,No data available,"Dec. 19, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-88-3,Toluene,Acute toxicity (inhalation: vapour) - Category 4,,,,"Based on the rat LC50 value of 18 mg/L (equivalent to 4,800ppm based on a conversion factor (25degC) of 1 mg/m3=0.265 ppm), calculated from the testing data of rat LC50 (4 hour inhalation) of 12.5, 28.1, 28.8 and 33 mg/L (EU-RAR No.30, 2003), was lower than 90% of the saturated vapor concentration (33,000ppm at 25degC) under a saturated vapour pressure of 3.3kPa (25degC), the substance was considered as ""vapour containing substantially no mist"" and was classified based on standard values expressed in ppm.
","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
108-90-7,Chlorobenzene,Acute toxicity (inhalation: vapour) - Category 4,,,,"Based on the LC50 value of 16.5mg/L (3,526ppm), calculated from the testing data of rat LC50 (7 hour inhalation of vapour)  of 13.5mg/L (EHC 167, 1995), was lower than 90% of the saturated vapor concentration (16,000 ppm) under a saturated vapour pressure of 1.6 kPa (25degC) (HSDB, 2005), the substance was considered as ""vapour containing substantially no mist"" and was classified based on standard values expressed in ppm.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
108-91-8,Cyclohexylamine,Acute toxicity (inhalation: vapour) - Category 3,,,,"Based on the rat LC50 (4 hours) value of 2,000ppm, calculated from the testing data of rat LC50 (16-hour inhalation exposure) of 1,000ppm (CERI Hazard Data 2001-54 (2002)), was lower than 90% of the saturated vapour concentration (2,480ppm) under a saturated vapour pressure of 250Pa (20degC), the substance is considered as ""vapour containing substantially no mist"" and was classified based on standard values expressed in ppm.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-94-1,Cyclohexanone,Acute toxicity (inhalation: vapour) - Category 3,Skull and crossbones,Danger,Toxic if inhaled,"Based on Saturated vapor pressure concentration = 5700ppm (25degC) (Howard, 1997), rat LC50 = 2450ppm (ACGIH, 2003) was judged to be steam exposure value, and it was classified as Category 3.","Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
108-98-5,Thiophenol,Acute toxicity (inhalation: vapour) - Category 1,,,,"Based on the rat LC50 (inhalation of vapour) value of 33ppm (4 hours) (CERI Hazard Data 99-2 (2000) was lower than 90% of the saturated vapour concentration (1,320ppm) under a saturated vapour pressure of 0.133kPa (18.6degC) (CERI Hazard Data 99-2 (2000)), the substance was considered as ""vapour containing substantially no mist"" and was classified based on standard values expressed in ppm.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-99-6,3-Methylpyridine,Acute toxicity (inhalation: vapour) - Category 3,,,,"Based on the LC50 value of 1,300ppm calculated from the rat LC50 (4 hour inhalation of vapour) value of 5.03mg/L representing the lower of the two testing data of 5.03mg/L and 12.8mg/L (CERI-NITE Hazard Assessment No.29 (2005)) was lower than 90% of the saturated vapour concentration (7,970ppm) under a saturated vapour pressure of 805Pa (6.05mmHg) (25degC) (CERI Hazard Data 2001-52 (2002)), the substance was considered as ""vapour containing substantially no mist"" and was classified based on standard values expressed in ppm.
","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-59-1,"Ethanol, 2-(1-methylethoxy)-",Acute toxicity (inhalation: vapour) - Category 4,"Exclamation mark
",Warning,Harmful if inhaled,"It was classified as Category 4 based on rat inhalation LC50 = 4000ppm (DFGOT vol.V (1993), ECETOC TR64 (1995)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-60-4,Propyl acetate,Acute toxicity (inhalation: vapour) - Category 5,-,Warning,May be harmful if inhaled,"Based on the statements that 4 among 6 rats died with 8000ppm (ACGIH (7th, 2001)) and that LCLo = 8000ppm (IUCLID (2000)), LC50 value was considered to be close to 8000 ppm. And it was classified as Category 5.","Jul. 24, 2006 (Environmental Hazards: Feb. 10, 2006)"
109-61-5,propyl chloroformate,Acute toxicity (inhalation: vapour) - Category 2,Skull and crossbones,Danger,Fatal if inhaled,"Based on LC50(4hr) = 0.798mg/L obtained by having converted mouse 1-hour LC50 value (319ppm) (RTECS (1997) into the value for 4 hours, it was classified as Category 2. In addition, the saturated concentration of this product is 2.6*10^(4)ppm, and it was presumed that the inhalation test was done with steam.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
109-79-5,1-Butanethiol,Acute toxicity (inhalation: vapour) - Category 4,"Exclamation mark
",Warning,Harmful if inhaled,"Lower value was adopted from rat LC50 (4 hours): 4020ppm (equivalent 14.8mg/L) (ACGIH 7th, 2001, PATTY 4th, 1994) and 6060ppm (equivalent 22.31mg/L). 4020ppm considered as steam with almost no mist from the vapor pressure. And it was classified as Category 4 by the ppm concentration.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-86-4,Ethylene glycol monomethyl ether,Acute toxicity (inhalation: vapour) - Category 3,,,,"Based on the LC50 value of 6.18 mg/L (1,956ppm), calculated from the testing data of rat LC50 (7 hour inhalation of vapour)  of 4.67mg/L (1,478ppm)(MOE Risk Assessment Vol. 2, 2003), was lower than 90% of the saturated vapor concentration (8,200 ppm) under a saturated vapour pressure of 0.83 kPa (20degC) (ICSC, 2003), the substance was considered as ""vapour containing substantially no mist"" and was classified based on standard values expressed in ppm.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
109-89-7,Diethylamine,Acute toxicity (inhalation: vapour) - Category 4,"Exclamation mark
",Warning,Harmful if inhaled,"Since the rat 4-hour inhalation acute toxicity value was 4040ppm (PATTY (2001)) and 5780ppm (IUCLID (2000)), adopting the lower data and classified it as Category 4.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-94-4,Ethyl formate,Acute toxicity (inhalation: vapour) - Category 5,-,Warning,May be harmful if inhaled,"Based on rat LC50 value: 4000 - 8000ppm (ACGIH (2001)), it was classified as Category 5. (The saturated vapor concentration at 20degC is 3.2*10^(5) ppm)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-00-9,Furan,Acute toxicity (inhalation: vapour) - Category 3,Skull and crossbones,Danger,Toxic if inhaled,"Since it is written that saturated vapor pressure level of this substance (20degC)is 650,000 ppm, and LC50 value in the 1-hour inhalation exposure test employing rats is 3,464 ppm (HSDB (2003)), the gas standard is applied. Since 4-hour LC50 value is 1,732 ppm, it was classified into Category 3. ",2009.3.31
110-12-3,"2-Hexanone, 5-methyl-",Acute toxicity (inhalation: vapour) - Category 4,"Exclamation mark
",Warning,Harmful if inhaled,"Based on rat LC50 (6 hours) value: 3813ppm (4-hour equivalent 21.77mg/L) (ACGIH 7th, 2001, PATTY 4th, 1994), 21.77mg/L was judged to be vapor with almost no mist from its vapor pressure. And it was classified by the ppm concentration standard. Since 21.77mg/L was converted to 4662ppm using the conversion factor (1ppm = 4.67mg/m3), it was classified as Category 4.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-19-0,2-Methylpropyl acetate,Acute toxicity (inhalation: vapour) - Category 5,-,Warning,May be harmful if inhaled,"The value with which 4 out of 6 animals died was 8000ppm (37.93 mg/L) (DFGOT vol.19 (2003)), and LC50 was presumed to be larger than 5000 ppm of Category 4. So it was classified as Category 5.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
110-62-3,Pentanal,Acute toxicity (inhalation: vapour) - Category 4,"Exclamation mark
",Warning,Harmful if inhaled,"Based on description that 3 out of 6 rats died with 4-hour exposure to 4000ppm (equivalent: 14.06mg/L) in the inhalation exposure test (ACGIH (7th, 2001)), LC50 (4 hours) value was judged to be almost equivalent to 4000ppm. 4000 ppm could be judged from vapor pressure as the steam with almost no mist, and classified by the ppm concentration standard as Category 4.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-80-5,Ethylene glycol monoethyl ether,Acute toxicity (inhalation: vapour) - Category 4,,,,"Based on the rat LC50 (4 hour inhalation of vapour) value of 16 mg/L (4,267 ppm) (ECETOC TR 64, 1995) was lower than 90% of the saturated vapor concentration (5,000 ppm) under a saturated vapour pressure of 0.5 kPa (20degC) (ICSC, 2003), the substance was considered as ""vapour containing substantially no mist"" and was classified based on standard values expressed in ppm.
","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
110-86-1,Pyridine,Acute toxicity (inhalation: vapour) - Category 4,,,,"Based on the rat LC50 value of 4,450ppm (4 hours), calculated from the testing data of rat LC50 (4 hour-inhalation of vapour) of 12.898mg/L and 15.8mg/L (ACGIH (7th, 2004)), was lower than 90% of the saturated vapour concentration (27,400ppm) under a saturated vapour pressure of 2.77kPa (25degC) (CERI Hazard Data 2001-70 (2002)), the substance was considered as ""vapour containing substantially no mist"" and was classified based on standard values expressed in ppm.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-91-8,Morpholine,Acute toxicity (inhalation: vapour) - Category 3,Skull and crossbones,Danger,Toxic if inhaled,"Rat inhalation LC50 value (4 hours) is 7.8mg/L (equivalent: 2192ppm) (EHC 179, 1996, PATTY 4th, 1994, International Agency for Res. on Cancer 47, 1989). With this concentration, the steam can be judged to be with almost no mist from its vapor pressure, and was classified as Category 3 by the ppm concentration standard value.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-30-8,Glutaraldehyde,Acute toxicity (inhalation: vapour) - Category 1,Skull and crossbones,Danger,Fatal if inhaled,"It was classified as Category 1 based on 23.5ppm, the lower value of the two LC50. Since LC50 was less than 90% of saturated vapor pressure concentration,  gaseous (ppm) Category was used.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-40-0,"N-(2-Aminoethyl)-1,2-ethanediamine; Diethylenetriamine",Acute toxicity (inhalation: vapour) - Category 2,,,,"Based on the LC50 value (4 hours) of 170ppm, calculated from the testing data of rat LC50 (4 hour inhalation of vapor) of 70mg/L (MOE Risk Assessment vol. 2 (2003), was lower than 90% of the saturated vapor concentration (370ppm) under a saturated vapour pressure of 37Pa (20degC) (ICSC (1999)), the substance was considered as ""vapour containing substantially no mist"" and was classified based on standard values expressed in ppm.
","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-44-4,"Ether, bis(2-chloroethyl)-",Acute toxicity (inhalation: vapour) - Category 1,Skull and crossbones,Danger,Fatal if inhaled,"Based on Rat LC50 (4 hours) value: 20 ppm (CaPSAR, 2005), it could be judged from vapor pressure as the steam with almost no mist, and classified by the ppm concentration standard as Category 1.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-76-2,"Ethanol, 2-butoxy-",Acute toxicity (inhalation: vapour) - Category 2,Skull and crossbones,Danger,Fatal if inhaled,"Rat LC50 (4h)  was classified as Category 2 based on male: 2.4mg/L (486ppm), and female: 2.2mg/L (450ppm) (SIDS (1997)). Since LC50 was lower than 90% of saturated vapor pressure concentration (1158ppm), the gaseous classification Category was applied.","May 24, 2006 (Environmental Hazards: Feb. 10, 2006)"
111-84-2,Nonane,Acute toxicity (inhalation: vapour) - Category 4,"Exclamation mark
",Warning,Harmful if inhaled,"Based on rat LC50 (4 hours) value: 3200ppm (equivalent: 16.75mg/L) (ACGIH 7th, 2001, PATTY 4th, 1994, and industrial hygiene-society 1993), it was judged as the vapor with almost no mist from vapor pressure. And it was classified by the ppm concentration standard as Category 4.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
