CASRN,Name,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
10026-13-8,Phosphorus pentachloride,Serious eye damage / eye irritation - Category 1,Corrosion,Danger,Causes serious eye damage,It was categoried into Category 1 from skin corrosivity / irritation being categoried into Category 1B.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10028-15-6,ozone,Serious eye damage / eye irritation - Category 2A-2B,Exclamation mark,Warning,Causes serious eye irritation,"Based on that eye irritation was seen in humans (PATTY (5th, 2001), it was set as Category 2A-2B.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10031-13-7,lead arsenite,Serious eye damage / eye irritation - Category 2B,-,Warning,Causes eye irritation,"Due to the descriptions that it irritates to human eyes (ICSC, 1999; HSFS, 2001), and that inorganic arsenic dust shows eye irritation (HSG 70, 1992-IM 042, 1996), it was classified into Category 2B.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
10034-85-2,hydrogen iodide,Serious eye damage / eye irritation - Category 1,Corrosion,Danger,Causes serious eye damage,"From the description that critical irritation is indicated to the human eye in Priority 1 (PATTY (5th, 2001)), and the document of Priority 2 had description ""caustic is indicated to an eye"" (ICSC (J) (1999), SITTIG (4th, 2002)), it was set as Category 1.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10035-10-6,Hydrobromic acid,Serious eye damage / eye irritation - Category 1,Corrosion,Danger,Causes serious eye damage,"It was set as Category 1 based on the report (DFGOT vol.13 (1999)) of the serious eye membrane stimulus by humans (DFGOT vol.13 (1999)), and a statement called corrosiveness (ICSC (J), (2001)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10043-35-3,Boric acid,Serious eye damage / eye irritation - Category 2A-2B,,,,"Based on the description of the human health effects (ATSDR (1992) and ACGIH (7th, 2005)): The substance irritates the human eye (though the severity of the effects and recovery period are not presented). Although classified into Category 2A-2B, it should be placed in Category 2A from the viewpoint of safety if further subclassification is needed.
","Aug. 22, 2006 (Environmental Hazards: Oct. 23, 2006)"
10045-94-0,mercury dinitrate,Serious eye damage / eye irritation - Category 1,Corrosion,Danger,Causes serious eye damage,"There is the descripiton of oculo corrosiveness (ICSC, 2000), and it is classified into Category 1 in description of skin corrosivenesses. So it was classified into Category 1.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10049-04-4,Chlorine dioxide,Serious eye damage / eye irritation - Category 2A,Exclamation mark,Warning,Causes serious eye irritation,"There is the description that in evidence of exposure in humans eye irritations were acknowldged (CICAD 37 (2002)), and the description that the eyes are stimulated seriously (ICSC (J)(1999)). So it was set as Category 2A.","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
10099-74-8,Lead dinitrate,Serious eye damage / eye irritation - Category 2A-2B,,,,"Based on the description of acute effects on humans (ICSC (J) (1999)): ""reddening and pain"" were observed in the eye. The substance is thus considered to produce eye irritation of unknown degree. It should be placed in Category 2A from the viewpoint of safety is further subclassification is needed.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-14-4,"3,3'-Dichloro-4,4'-diaminodiphenylmethane",Serious eye damage / eye irritation - Category 2B,,,,"Based on the evidence of ""mild irritation"" from rabbit eye irritation tests (CERI-NITE Hazard Assessment No.33, 2005).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
101-68-8,"Diphenylmethane diisocyanate   (4,4'-M.D.I.)",Serious eye damage / eye irritation - Category 2A-2B,Exclamation mark,Warning,Causes serious eye irritation,It was set as Category 2A-2B from description that the eye of the rabbit is stimulated (IARC 19 (1979)).,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-77-9,"4,4'-Methylenedianiline",Serious eye damage / eye irritation - Category 2A,,,,"Based on the description in the report on rabbit eye irritation tests (SIDS (2002)): ""The substance produced mild to moderate irritation of the eye.""  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-84-8,Diphenyl ether,Serious eye damage / eye irritation - Category 2B,-,Warning,Causes eye irritation,"Since there was information of mild irritation in the data of HSDB (2005), it was set as Category 2B.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-90-6,"m-bis(2,3-epoxypropoxy)benzene",Serious eye damage / eye irritation - Category 2A,Exclamation mark,Warning,Causes serious eye irritation,"We classified it as Category 2A based on the descriptions that severe irritational property was acknowledged when applied to the eyes of the rabbits (DFGOT (vol.7, 1996) and IARC 36 (1985)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-18-8,sodium selenite,Serious eye damage / eye irritation - Category 2A,Exclamation mark,Warning,Causes serious eye irritation,"It is considered that there is strong stimulativeness to the eye in human from the description (redness, pain, damage, etc.) ( ACGIH-TLV (2004), ICSC (J), (1998), SITTIG (4th, 2002), and HSFS (2002)), and it was classified into Category 2A.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-44-0,nitrogen dioxide,Serious eye damage / eye irritation - Category 2A-2B,Exclamation mark,Warning,Causes serious eye irritation,"Based on the description that the eyes are stimulated seriously (ICSC (J), (1997), and HSFS (2000)), it was set as Category 2A-2B.","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
10102-45-1,Thallium nitrate,Serious eye damage / eye irritation - Category 1,,,,"Based on the description in the report on epidemiological studies of human exposure (HSDB (2006)): ""The substance severely burns the skin and eye."" The substance is thus considered to have corrosive effects on the eye. ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10103-61-4,"arsenic acid, copper salt",Serious eye damage / eye irritation - Category 2B,-,Warning,Causes eye irritation,"Since there are the descriptions that this product irritates to the eye, causes redness and pain (ICSC(J), 1993), it was classified into Category 2B.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10112-91-1,Dimercury dichloride,Serious eye damage / eye irritation - Category 2A-2B,,,,"Based on the description in ICSC (J) (2000): ""flare and irritation of the eye/skin/respiratory tract."" The substance is thus considered to cause eye irritation (though the severity of the effects is not presented) and classified into Category 2A-2B from the viewpoint of safety. 
","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10124-50-2,potassium arsonate,Serious eye damage / eye irritation - Category 2B,-,Warning,Causes eye irritation,"There is the descriptions that this product irritates to the eye (ICSC, 1999), may irritate (SITTIG 4th, 2002; HSFS, 1999), and the dust of this product or arsenic compound (dust) irritates to eyes (HSDB, 2002; HSG 70, 1992; PIM 042, 1996). So it was classified into Category 2B.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
102-06-7,"1,3-diphenylguanidine",Serious eye damage / eye irritation - Category 2,Exclamation mark,Warning,Causes serious eye irritation,"From the description that it is PII:20 (maximum: 110) in case of 20mg application and it recovers in 7days and it is PII:48 (maximum: 110) in case of 100 mg application and it recovers in 21 days in the eye irritation test (Draize Test) employing rabbits (SIDS (draft, 2002)), it was classified into Category 2. EU classification is Xi; R36 (EU-Annex I) and is equivalent to Category 2. ",2009.3.31
102-54-5,ferrocene,Serious eye damage / eye irritation - Category 2B,-,Warning,Causes eye irritation,"Based on the statement of the eye irritations to humans, it was set as Category 2B.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
102-71-6,Triethanolamine,Serious eye damage / eye irritation - Category 2A,Exclamation mark,Warning,Causes serious eye irritation,"There is the description that in the eye irritation tests using the rabbit, irritation was asknowledged and it recovered completely 14 days afterward (ACGIH (7th, 2001), PATTY (4th, 1994), and NTP TR 518 (2004)). So it was set as Category 2A.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
102-81-8,2-(Di-n-butylamino)ethanol,Serious eye damage / eye irritation - Category 1,,,,"Based on the description in the report on eye irritation tests (ACGIH (7th, 2001)): ""DBAE caused corneal necrosis."" The substance is thus considered to cause irreversible damage to the eye and classified into Category 1.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
102-82-9,Tributan-1-ylamine,Serious eye damage / eye irritation - Category 2,Exclamation mark,Warning,Causes serious eye irritation,"Although there is description that when Grade 1-10 estimates the irritation of amines in the eye irritation test employing rabbits, this substance shows ""Grade 1: slight necrosis when 0.5 mLof non-diluted substance is instilled in the eye.""(Patty (5th, 2001) effect), the level of irritation is unknown. Moreover, there is a description of ""Almost all aliphatic Amins has eye irritation"" (Patty (5th, 2001)), ""It has serious influence and may cause dacryorrhea, conjunctivitis, and cornea dropsy,"" ""It has irritation"" (HSDB (2002)), and ""It has a slight irritation.""(ICSC (2005)). Although the level of irritation ranges from severe to mild, since this substance was a skin irritation substance, it was classified into Category 2. ",2009.3.31
10222-01-2,"2,2-Dibromo-2-cyanoacetamide",Serious eye damage / eye irritation - Category 1,Corrosion,Danger,Causes serious eye damage,"It has been described that ""there is severe damage to a corneal, no recoverability, and it is corrosive"" (HSDB (2002)) in the eye irritation test employing rabbits. Moreover, it has been described as ""Severe"" (RTECS (2008)) in the standard Draize test employing rabbits. As mentioned above, it was classified into Category 1. ",2009.3.31
10265-92-6,Methamidophos,Serious eye damage / eye irritation - Category 2B,,,,"Based on the data on rabbit eye irritation tests (IUCLID (2000)): ""Mildly irritating.""","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
10294-33-4,boron tribromide,Serious eye damage / eye irritation - Category 1,Corrosion,Danger,Causes serious eye damage,"It was set as Category 1 based on statements that it is a skin corrosive substance,  there is caustic strong for eye in humans, and there is an example which bequeathed the scar strong against a cornea and a conjunctiva  (HSDB (2005)), and the statement that redness, a pain, and severe burns are produced in an eye (ICSC (J), (2001), HSDB (2005)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10294-34-5,boron trichloride,Serious eye damage / eye irritation - Category 1,Corrosion,Danger,Causes serious eye damage,"There is the description which indicates the oculo corrosivenesses in human (ICSC (J), (1997), SITTIG (4th, 2002), and HSFS (2001)), and it was classified into Category 1.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
103-50-4,Dibenzyl ether,Serious eye damage / eye irritation - Category 2B,,,,"Based on the description in the report on rabbit eye irritation tests (RTECS (2006)): ""Mildly irritating.""
","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
103-69-5,N-Ethylaniline,Serious eye damage / eye irritation - Category 2A-2B,,,,"Based on the description of the human health effects (ICSC (J) (2001)): ""Redness and pain"" (though the severity of the effects are unknown). Although classified into Category 2A-2B, it should be placed in Category 2A from the viewpoint of safety.
","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10311-84-9,"2-chloro-1-phthalimidoethyl O,O-diethyl phosphorodithioate",Serious eye damage / eye irritation - Category 2B,-,Warning,Causes eye irritation,"There is the description of slight stimulative in the examination of rabbit (Mild irritation) (JMPR (Joint Meeting on Pesticide Residures - Monographs & Evaluations)363(WHO/IPCS, 1976)), it was classified into Category 2B.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10380-28-6,bis(8-quinolinolato)copper,Serious eye damage / eye irritation - Category 2B,,,,"Based on the evidence of irritation which resolved within 7 days, observed in rabbit eye irritation tests using the Draize scheme (Agricultural Chemical Registration Data (1976)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
10415-75-5,dimercury dinitrate,Serious eye damage / eye irritation - Category 2B,-,Warning,Causes eye irritation,"Due to the description that it may irritate to the eye (HSFS, 1993), it was classified into Category 2B.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10470-01-6,2-Cyclohexylbiphenyl,Serious eye damage / eye irritation - Category 2B,-,Warning,Causes eye irritation,"There is the statement that ""Temporary eye irritation"", but in the case that liquid bounds into the eyes in humans, the extent is unknown (ACGIH (2001), and furthermore that there was no irritation in the rabbit test (ACGIH (2001), IUCLID (2000). So it was classified into Category 2B.                                             ","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-16-8,2-(Diethylamino)ethyl methacrylate,Serious eye damage / eye irritation - Category 1,,,,"Based on the description in the report on rabbit eye irritation tests: ""Severe conjunctival irritation was noted"" (though no data are available on reversibility). Classified as Category 1 in accordance with the technical guideline, given the fact that the substance is classified into Category 1A-1C for ""2. Skin corrosion/irritation."" 
","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-39-5,Ethyl chloroacetate,Serious eye damage / eye irritation - Category 2A,Exclamation mark,Warning,Causes serious eye irritation,"Due to the descriptions of the result of the experiment to the rabit (Severe (RTECS (1999)) , severe irritation (IUCLID (2000)), ""irritation to human eye severely  (ICSC (J) (2001))"", ""irritation to the eye seriously"" (HSDB (2003), SITTIG (4th, 2002), IUCLID (2000)), it was classified into Category 2A.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-46-4,sec-butyl acetate,Serious eye damage / eye irritation - Category 2A-2B,Exclamation mark,Warning,Causes serious eye irritation,"Vapor and liquid stimulates an eye (HSDB (2005)), and obstacle of the recovery of a grade 5 (the highest grade 10) by the study of the rabbit (HSDB (2005)). So it were set to Category 2A-2B. Since it is unknown about recovery period, subdivide Category cannot be classificationed. (It is more desirable to be set as 2A from a viewpoint of safety, when subdivide Category needs to be performed by display etc.)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-60-2,epsilon-caprolactam,Serious eye damage / eye irritation - Category 2A,,,,"Based on the description in the report on rabbit eye irritation tests (CERI Hazard Data 98-1 (1999)): the substance is considered to cause ""moderate irritation.""","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-67-9,"2,4-Xylenol",Serious eye damage / eye irritation - Category 1,,,,"Based on the description in ICSC (J) (2003) of the human health effects: ""Corrosive to the skin, respiratory tract and eye.""","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
105779-78-0,"5-Chloro-N-{2-[4-(2-ethoxyethyl)-2,3-dimethylphenoxy]ethyl}-6-ethylpyrimidine-4-amine; Pylimidifen",Serious eye damage / eye irritation - Category 2B,,,,Based on the data from rabbit eye irritation tests that suggest evidence of mild irritation which cleared up after 2-3 days (Agricultural Chemical Registration Data (1993)).,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10588-01-9,Sodium dichromate,Serious eye damage / eye irritation - Category 1,Corrosion,Danger,Causes serious eye damage,"It was set as category 1 based on what the necrosis was looked at by the human conjunctiva, erosion was looked at by the corneal (EU-RAR (2005)), and severe irritation was seen for with the rabbit (IUCLID (2000)).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
106-35-4,heptan-3-one,Serious eye damage / eye irritation - Category 2B,-,Warning,Causes eye irritation,"We categorized it as Category 2B based on the descriptions that mild irritation was acknowledged by the test applied to the eyes of the rabbits (ACGIH (7th, 2001) and PATTY (4th, 1994)).","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
106-42-3,p-Xylene,Serious eye damage / eye irritation - Category 2A,,,,"Based on the description in CERI Hazard Data 96-30 (iii) (1997): Xylene mixtures (Cas 1330-20-7) cause moderate eye irritation, and the acute effects of p-xylene on human health are considered essentially equivalent to those of xylene mixtures. The substance is considered ""moderately irritating"" to the eyes.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-44-5,p-Cresol,Serious eye damage / eye irritation - Category 1,,,,"Based on the description in the report on rabbit eye and skin irritation tests: ""Severe irritation to the conjunctiva, cornea and iris is observed, which does not recover within 72 hours"" (SIDS (2005)) and ""Irreversible damage to the skin is observed"" (EHC 168 (1995)). ","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-46-7,p-Dichlorobenzene,Serious eye damage / eye irritation - Category 2B,,,,"Based on the description in the report on rabbit eye irritation tests performed in accordance with OECD Guidelines (CERI-NITE Hazard Assessment No.76 (2005)): Redness and edema of the conjunctiva are observed in one out of three specimens, both of which disappear after 72 hours of exposure; mild eye irritation is observed, with no effects on the iris and cornea. The substance is considered ""mildly irritating"" to the eyes.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-47-8,p-Chloroaniline,Serious eye damage / eye irritation - Category 2B,,,,Based on the description in the report on rabbit eye irritation tests performed in accordance with OECD Guidelines (CICAD 48 (2003)): slightly irritating.,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-49-0,p-Toluidine,Serious eye damage / eye irritation - Category 2A,,,,"Based on the description in the report on a 1-hour inhalation study in rats (CERI Hazard Data 99-6 (2000)): ""The substance produced irritation of the eye and upper respiratory tract."" Also based on the evidence of ""severe irritation"" from a 24-hour eye irritation study in rabbits (CERI Hazard Data 99-6 (2000)). The substance is thus considered severely irritating to the eye.
","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-50-3,p-Phenylenediamine,Serious eye damage / eye irritation - Category 1,,,,"Based on the description in the report on rabbit eye irritation tests (CERI Hazard Data 2001-31 (2002)): ""The substance induced moderate conjunctivitis, with effects resolving by 24 hours."" Also based on the description of human health effects (CERI Hazard Data 2001-31 (2002), MOE Risk Assessment vol. 3 (2004), PATTY (4th, 1999) and DFGOT vol.6 (1994)): ""The substance produces severer symptoms in humans including pain and burning sensation in the eyeball followed by erythema and swelling of lid margin along with chemosis and injection of conjunctiva. In some cases, corneal epithelial erosion, iritis and iridocyclitis, while in more serious cases, corneal ulceration are observed, which may develop into visual impairment and blindness."" 
","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-87-6,7-oxa-3-oxiranylbicyclo[4.1.0]heptane,Serious eye damage / eye irritation - Category 2A,Exclamation mark,Warning,Causes serious eye irritation,"It was set as Category 2A from description that severe irritation (highly irritating) was accepted in the test applied to the eye of the rabbit of ACGIH (7th, 2001).","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
106-88-7,"Butane, 1,2-epoxy-",Serious eye damage / eye irritation - Category 1,Corrosion,Danger,Causes serious eye damage,"Based on data (SIDS (2001)) that there is skin corrosivity with a rabbit, it was set as Category 1 according to the technological direction.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-89-8,Epichlorohydrin,Serious eye damage / eye irritation - Category 1,,,,"Based on the testing data of rabbit eye irritation tests (CERI-NITE Hazard Assessment No.74 (2004)) and data on human health effects (ACGIH (7th, 2001), MOE Risk Assessment Vol. 1 (2002), EHC 33 (1984)), the substance is considered ""extremely irritating."" Although no data are available on the corrosiveness, the results of rabbit eye irritation tests suggest that 80% epichlorohydrin causes ""severe irritation (corneal damage)""; 100% epichlorohydrin may be corrosive. ","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-91-2,"2,3-Epoxypropyl methacrylate",Serious eye damage / eye irritation - Category 1,,,,"Based on the description in the report on rabbit eye irritation tests (SIDS (2002)): ""The substance produced moderate to severe corneal damage, with no recovery observed over the subsequent 7 days."" Also due to the fact that it is classified into Category 1A-1C for skin irritation. The substance is thus considered severely irritating to the eye.
","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-92-3,"1-Allyloxy-2,3-epoxypropane",Serious eye damage / eye irritation - Category 2A,,,,"Based on the testing data of animal eye irritation tests (CERI Hazard Data 2001-14 (2002), CERI-NITE Hazard Assessment No.68 (2005), PATTY (4th, 1999)): ""severe irritant, with irreversible effects observed.""","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-93-4,"Ethane, 1,2-dibromo-",Serious eye damage / eye irritation - Category 2,Exclamation mark,Warning,Causes serious eye irritation,"There is irritation on the conjunctiva and necrotic slight for corneal surfaces by rabbits eye drops, it did not bequeath injury 12 days afterward, and had recovered completely (EHC 177 (1996)). Moreover, it is indicated that there is ocular severe irritation in humans (EHC 177 (1996)). Since it was judged that it had the moderates irritation from these information to an eye, it was set as Category 2.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-94-5,1-bromopropane,Serious eye damage / eye irritation - Category 2,Exclamation mark,Warning,Causes serious eye irritation,"There are descriptions of ""Irritation to an eye"" as an impact on human in HSDB (2006) and of ""An eye is stimulated"" in the paragraph of the short-term exposure effects of ICSC (2004). Although the degree is unknown, since it was considered to own irritation, it was classified into Category 2. In addition, EU classification is Xi; R36/37/38 (EU-Annex I). ",2009.3.31
106-95-6,3-Bromo-1-propene; Allyl bromide,Serious eye damage / eye irritation - Category 1,,,,"Based on the description in the report on human epidemiological studies (HSDB (2006)): ""Causes severe eye burn.""","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10605-21-7,carbendazim(ISO),Serious eye damage / eye irritation - Category 2,Exclamation mark,Warning,Causes serious eye irritation,"Since EHC149 (1993) describes as ""There is moderate or mild conjunctiva irritation to the eyes of a rabbit from the negative result employing a rabbit and the result of moderate to mild irritation"", it is classified into Category 2. ",2008.03.26
