CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
10025-91-9,Antimony trichloride,Toxic to reproduction,Category 2,,,,"Based on the description in HSDB (2003): Changes, though not organic, are observed in offspring at dosing levels toxic to dams. ","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10028-15-6,ozone,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since although there was no descriptions on clear maternal toxicity in pregnant rat and mouse administration test, there was a description of increase lethality of fetus and newborns (EHC7 (1979), DFGOTvol10 (1998)), it was classified into Category 2.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10031-13-7,lead arsenite,Toxic to reproduction,Category 1B,Health hazard,Danger,May damage fertility or the undorn child ,"Although the specific knowledge about this product was not observed, this product will induce the reproductive toxicity seriously for humans (ICSC, 1999). And although there is a report which conflicts in ACGIH (7th, 2001), ATSDR (draft, 2005), EHC 224 (2001) and DFGOT vol.21 (2005) as an inorganic arsenic, the knowledge of the reproductive and developmental toxicity is indicated to laboratory animals, in addition, about a lead (inorganic lead compound), in ACGIH-TLV (2005), Proposition 65 (California EPA, 2005), ATSDR (draft, 2005), etc., was indicated reproductive toxicity to humans. So it was considered as Category 1B.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
10043-35-3,Boric acid,Toxic to reproduction,Category 1B,,,,"Based on the evidence of adverse effects on reproduction of parental animals and development of pups at doses producing no parental toxicity, described in NTP DB (Access on May, 2006), CERI Hazard Data 2001-30 (2002).
","Aug. 22, 2006 (Environmental Hazards: Oct. 23, 2006)"
10045-94-0,mercury dinitrate,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since the effect on generating (California EPA, Proposition 65 List of Chemicals, 2005) and reproductive (ACGIH-TLV, 2004) was indicated as mercury and mercury compounds or inorganic mercuries, it was considered as Category 2.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10099-74-8,Lead dinitrate,Toxic to reproduction,Category 1A,,,,"Based on expert judgment, given the fact that lead has been known to possess developmental neurotoxic and reproductive toxic potentials in humans.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10099-76-0,lead(2+) silicate,Toxic to reproduction,Category 1A,Health hazard,Danger,May damage fertility or the undorn child ,"Although there was no data on this substance, ACGIH-TLV (2005) and ATSDR (draft, 2005) of Priority 1 document, etc. state that lead (inorganic lead compound) indicates reproductive toxicity in humans. Thus, it was set as Category 1A.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
101-77-9,"4,4'-Methylenedianiline",Toxic to reproduction,Category 2,,,,"Based on the evidence of adverse effects on fetuses at doses causing maternal toxicity, described in DFGOT vol.7 (1996).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10101-63-0,Lead diiodide,Toxic to reproduction,Category 1A,,,,"Based on expert judgment, given the fact that lead has been known to possess developmental neurotoxic and reproductive toxic potentials in humans.
As for the health hazards, refer to ""ID168, Lead, CAS: 7439-92-1,"" ""ID48, Lead Oxide (II); Litharge, CAS: 1317-36-8,"" and ""ID47, Lead Acetate (II), CAS: 301-04-2.""","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-18-8,sodium selenite,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Although there is no descriptions on general toxicity of parent animals in RTECS (2004) of Priority 2 document, there is description of influence of the postimplantation loss of embryo, the number of child and degree of survival of a child, and it was considered as Category 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-44-0,nitrogen dioxide,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,It was classified into Category 2 based on the description that specific reproductive toxicity (increase in postimplantation death) was observed at the dose causing general toxicity to maternal animals in an pregnant rat inhalation exposure test (EHC 188 (1997)).,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
10102-49-5,iron arsenate,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"There is no data of this product, but in ACGIH (7th, 2001), ATSDR (draft, 2005), EHC 224 (2001), and DFGOT vol.21 (2005) there was an opposite report. Since the reproductive and developmental toxicity knowledge by inorganic arsenic was indicated in laboratory animals, it was considered as category 2.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10103-61-4,"arsenic acid, copper salt",Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"There is no data of this product, but in ACGIH (7th, 2001), ATSDR (draft, 2005), EHC 224 (2001), and DFGOT vol.21 (2005) there was an opposite report. Since the reproductive and developmental toxicity knowledge by inorganic arsenic was indicated in laboratory animals, it was considered as category 2.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10108-64-2,Cadmium chloride,Toxic to reproduction,Category 2,,,,"Based on the description in the report on rat and mouse teratogenicity tests (ATSDR (1999), CaPSAR (1994), IARC 58 (1993)): an increase in the incidence of abnormal sperm, a delay in the growth of the embryo, a decrease in copulation rates, seminiferous tubule necrosis.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10124-50-2,potassium arsonate,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Although the specific data of this product was not observed within the range of investigation, since there is the description that this product is suggested the teratogenicity in humans based animal studies (ICSC (1999)), in addition, in ACGIH (7th, 2001), ATSDR (draft, 2005), EHC 224 (2001), and DFGOT vol.21 (2005), although there was an opposite report, the reproductive and developmental toxicity knowledge by inorganic arsenic was indicated to laboratory animals. So it was considered as Category 2.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
102-06-7,"1,3-diphenylguanidine",Toxic to reproduction,Category 2,Health Hazard,Warning,Suspected of damaging fertility or the unborn child ,"In an oral administration study in 6-15 day pregnant rats (EPA Health Effects TG 560/6-82-001, GLP) it is reported that decreased fetal weight, increases in the loss of postimplantation embryos and retarded ossification were observed at doses at which decreased weight gain was observed in mother animals (SIDS (draft, 2002)), so it was classified as Category 2. The EU classification is Cat. 3; R62 (EU-Annex I), and it is equivalent to Category 2 in GHS. ",2009.3.31
1024-57-3,heptachlor epoxide,Toxic to reproduction,Category 1B,Health hazard,Danger,May damage fertility or the undorn child ,"It was considered as Category 1B, since the death of F1child, a macroscopic pathology view or increase of liver weight in the liver of F1 child was seen at the dose in which maternal toxicity is not observed in the two-generation reproduction study using a dog (JMPR (1991, EHC 38, 1984).).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
102851-06-9,"alpha-cyano-3-phenoxybenzyl N-(2-chloro-alpha,alpha,alpha-trifluoro-p-tolyl)-D-valinate",Toxic to reproduction,Category 2,,,,"Based on the evidence of increased incidence of skeletal/visceral anomalies in the pups at doses causing reduced parental body weights in rabbit teratogenicity studies (Agricultural Chemical Registration Data (1988)).
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
10311-84-9,"2-chloro-1-phthalimidoethyl O,O-diethyl phosphorodithioate",Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"There are 5 reports of reproduction toxicity studies in JMPR (Joint Meeting on Pesticide Residures-Monographs & Evaluations) 363 (WHO/IPCS, 1976), RTECS (2003), and HSDB (2003), and in treatment groups, the rise of embryo and fetus lethality, and deformed generating are described. These are not necessarily dosage dependence. And it is considered that in one case of JMPR, the toxicity of chemicals is not the main causes for increased mortality of embryonic and fetus. Since any data did not have the descriptions on general toxicity of parent animals and reproductive toxicity had been manifestation. So it was considered as Category 2.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10415-75-5,dimercury dinitrate,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since the effect on generating (California EPA, Proposition 65 List of Chemicals, 2005) and reproductive (ACGIH-TLV, 2004) was indicated as mercury and mercury compounds or inorganic mercuries, it was considered as Category 2.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10453-86-8,"(5-Benzyl-3-furyl)methyl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropanecarboxylate",Toxic to reproduction,Category 2,Health Hazard,Warning,Suspected of damaging fertility or the unborn child ,"There is a description as follows in NTP DB (Access on November 2008), ""There is no reproductive toxicity against animals but data are not available for humans."" Moreover, there is a description as follows in EHC 92 (1989), ""Teratogenicity was not observed"" in the teratogenicity study via oral administration using rats and mice. On the other hand, there is a description as follows in the 3 generation study with mixed food administration using rats, "" Statistically apparent increase in the number of low body weight children and still birth was observed""(EHC 92 (1990), IRIS (2002)) but it was classified in Category 2, because the effect of toxicity on parent animals at the same dose level is unknown without reviewing primary documents. ",2009.3.31
10470-01-6,2-Cyclohexylbiphenyl,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"It was classified into category 2 based on that in teratogenicity studies in rats with the dose causing maternal toxicity (the increase in death, weight reduction), the increase of embryo absortion and rate of post implantational embryo loss, fetal death and teratogenicity (skeletal malformation), etc. are observed(ACGIH (2001), IUCLID (2000)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
105-16-8,2-(Diethylamino)ethyl methacrylate,Toxic to reproduction,Category 1B,,,,"Based on the evidence of decreased delivery in the absence of toxic effects on females, described in Report by the Ministry of Health, Labour and Welfare (1998) and CERI Hazard Data 2001-64 (2002).
","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-41-2,p-Bromophenol,Toxic to reproduction,Category 2,,,,"Based on the evidence of adverse effects on pup development (increased postimplantation loss) at doses at which maternal toxicity is unknown, described in RTECS (2006).","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-42-3,p-Xylene,Toxic to reproduction,Category 1B,,,,"Based on the description in the report on mouse teratogenicity tests (CERI-NITE Hazard Assessment No.62 (2004), CERI Hazard Data 96-30 (iii) (1997)): an increase in the incidence of a cleft palate is observed in the embryo at dosing levels not toxic to dams.
","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-46-7,p-Dichlorobenzene,Toxic to reproduction,Category 1B,,,,"Based on the description in the report on two-generation reproductive toxicity tests (oral route) (EU-RAR No.48 (2004), CERI-NITE Hazard Assessment No.76 (2005)): A decrease in the number and body weight of alive newborns is observed at dosing levels not toxic to parental animals.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-87-6,7-oxa-3-oxiranylbicyclo[4.1.0]heptane,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since there is the effect to ovaria and testis in 13-week oral administration test using rat and mouse, and the effect to ovaria in 13-week dermal administration test using mouse (NTP TR 362 (1989)), it is classified into the Category 2","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
106-88-7,"Butane, 1,2-epoxy-",Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since there is a descripton that child abortion and declining tendency in the number of litter size were observed with the motal dose in parent animals (SIDS (2001)) and although there is no description about the toxicity signs in parental animals, there is a description that decreased number of child and increased fetal absorption were observed in 2 of 24 cases (SIDS (2001)), it was classified into Category 2. 
","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-89-8,Epichlorohydrin,Toxic to reproduction,Category 2,,,,"Based on the description in rat toxicity studies (CERI-NITE Hazard Assessment No.74 (2004)): Reproductive toxicity is observed (female infertility), while other toxicities are unknown.","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-91-2,"2,3-Epoxypropyl methacrylate",Toxic to reproduction,Category 2,,,,"Based on the evidence of decreased fertility and increased incidence of resorption at doses causing parental toxicity, described in Report by the Ministry of Health, Labour and Welfare (1997), MOE Risk Assessment vol. 3 (2004) and SIDS (2002).
","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-92-3,"1-Allyloxy-2,3-epoxypropane",Toxic to reproduction,Category 2,,,,"Based on the description in CERI-NITE Hazard Assessment No.68 (2005): The results of rat reproductive toxicity tests suggest a decrease in male fertility potential and the number of corpus luteum, and an increase in the incidence of abnormal spermatozoa (no description available of the general toxicity).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-93-4,"Ethane, 1,2-dibromo-",Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"There is the report about the failure of pregnancy in the mating between the male rat exposed with ten-week inhalation and the female rat no processing, and the decrease of mating formation in the mating between the female rat exposed with three-week inhalation and the male rat no processing (EHC 177(1996)). Since general toxicity (reduced weight gain, dead) occurs spontaneously in the dose causing these effects, it is classified into the Category 2.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-94-5,1-bromopropane,Toxic to reproduction,Category 2,Health Hazard,Warning,Suspected of damaging fertility or the unborn child ,"There is a report of a two-generation inhalation exposure study in rats, in which ""a decrease in reproductive function was observed in a group of female rats exposed to 250 ppm or higher. Dose dependency was observed in prolonged estrous cycles and fertilization rate and the number of offspring per litter in F0 and F1"" (ACGIH (7th, 2001)), but in this study there are no descriptions concerning the effects on mother animals and it is difficult to obtain primary literature. In addition, there is a report that ""the study results show that there must be ovarian dysfunction due to follicular growth inhibition in infertile females"" in inhalation exposure test employing rats (HSDB (2006)). There is a report in an inhalation exposure study in 6-19 day pregnant rats that ""at the dosage with which decreased weight gain and feed intake were observed in mother animals, dose-dependent retarded ossification was observed. Moreover, there was a significant increase in angulated ribs at high doses"" (ACGIH (7th, 2001)). For the reasons stated above, we classified it as Category 2. The EU classifications are Cat. 2; R60 and Cat. 3; R63 (EU-Annex I). ",2009.3.31
10605-21-7,carbendazim(ISO),Toxic to reproduction,Category 1B,Health Hazard,Danger,May damage fertility or the unborn child,"There is a report as follows in EHC 149 (1993) ""No adverse effect has been observed in the 3 generation reproduction study via oral administration using rats."" There are ,however, reports in the developmental toxicity study, that hydrocephalus, microphthalmia and skeletal variants (spinal segments, rib and strenebrae amalgamation, cerebral hernia) increased at the dose level where body weight reduction was observed in mother animals, that resorption increased and the number of live pups decreased at the dose level where general toxicity cannot be observed in mother animals and that the reproductive capacity decreased according to the decrease in the number of sperms. Therefore, it was classified in Category 1B. Incidentally, EU Annex 1 is Cat.2; R60-61, corresponding to GHS Category 1B. ",2008.03.26
106917-52-6,"2',4-Dichloro-alpha,alpha,alpha-trifluoro-4'-nitro-m-toluenesulfonanilide; Flusulfamide",Toxic to reproduction,Category 2,,,,"The available rat reproductive toxicity studies and rat/rabbit teratogenicity studies provide slight evidence of reduced pup viability and visceral/skeletal anomalies at doses inducing reduced body weight gains in parental animals (Agricultural Chemical Registration Data (1990)). Since it cannot be clearly demonstrated that the findings of pup effects are secondary to parental toxicity, the substance is classified into Category 2.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-05-1,3-Chloropropene; Allyl chloride,Toxic to reproduction,Category 2,,,,"Based on the description in CERI Hazard Data 98-26 (1999): Malformations such as a hernia of the umbilical cord are observed in offspring at dosing levels toxic to dams; sperm abnormalities are observed, though no description is available for the general toxicity to parental animals.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-07-3,2-Chloroethanol,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"There is effect to embryo in animal experiment even if it is limited result (DFGOT vol. 5 (1993)), it is doubted about reproductive toxicity to human","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-13-1,Acrylonitrile,Toxic to reproduction,Category 2,,,,"Based on the evidence of organ and skeletal malformations in offspring at dosing levels toxic to dams in rat teratogenicity tests, described in CERI-NITE Hazard Assessment No. 64 (2003).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
1072-35-1,Lead distearate,Toxic to reproduction,Category 1A,Health hazard,Danger,May damage fertility or the undorn child ,"There is no reproductive toxicity data as lead stearates. However,  since lead is known as the development neural toxicity material and reproductive toxicity in human (ACGIH-TLV (2004), ATSDR (draft 2005)), it is classified into the Category 1A.
Refer to [ID 168, a lead, CAS NO:439-92-1], [ID 48, oxidization lead (II), CAS NO:1317-36-8], and [lead acetates (II), CAS NO:301-04-2] about health toxicity.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-20-3,"Propane, 2,2'-oxybis-",Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since there was description that no general toxicity effect on parental animals but it is observed effects on estrous cycle, pregnancy rate and conception rate in rat (RTECS (2004)), it was classified into Category 2.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-38-3,m-Xylene,Toxic to reproduction,Category 2,,,,"Based on the description in CERI-NITE Hazard Assessment No. 62 (2004): Fetal death is observed at dosing levels toxic to dams.
","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-39-4,m-Cresol,Toxic to reproduction,Category 2,,,,"Based on the description in CERI Hazard Data 97-9 (ii) (1998), SIDS (2005) and ATSDR (1992): The results of rat 2-generation reproduction studies suggest a decrease in the survival rate of baby rats during nursing at a dosage of 450 mg/kg/day. While it is difficult to determine the cause of this finding (i.e., prenatal, postnatal or maternal effects), the probability of prenatal effects cannot be eliminated.","Apr. 20, 2006 (Environmental Hazards: May 24, 2006)"
108-44-1,m-Toluidine,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since there is the description that there is the complete damage to the  intrauterine survival ability of early embryo at the dose causing the general toxicity to parent animals in rat oral administration test, and there is the disorder to nursing function of maternal animals in the rat oral study (the Ministry of Health, Labour and Welfare report (2005), SIDS (2003)), it is classified into the Category 2.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-45-2,m-Phenylenediamine,Toxic to reproduction,Category 2,,,,"Based on the evidence of minor anomaly in filial generation at doses inducing maternal toxicity, described in MOE Risk Assessment vol. 3 (2004).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-77-0,"2,4,6-Trichloro-1,3,5-triazine",Toxic to reproduction,Category 2,,,,"Based on the evidence of a slight increase in postimplantation loss at doses causing parental toxicity in rat teratogenicity studies, described in MOE Risk Assessment vol. 3 (2004).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-88-3,Toluene,Toxic to reproduction,Category 1A,,,,"Based on the results of human epidemiological studies suggesting increased incidence of natural abortion after toluene exposure, abnormal development and malformation of newborns caused by prenatal toluene abuse and decreased plasma concentrations of luteinizing hormone and testosterone after toluene exposure, described in IRIS Toxiological review (2005), EU-RAR No.30 (2003), IARC 71(1999), IARC 47 (1989), EHC 52 (1986) and ATSDR (2000), the following conclusion by Ng et al. (1992) in EU RAR30 (2003): ""the study suggests an increased risk of late spontaneous abortions associated with exposure to toluene at levels around 88 ppm (range 50-150 ppm).
The results of this study are used as a basis for the risk characterisation of developmental toxicity in humans,""and the evidence of increased incidences of foetal death and delayed ossification, a decrease and unossification of sternebrae, a shift in rib profile, excess ribs, retarded skeletal development, delayed reflex response, learning disability and early vaginal opening and testes descent at dosing levels not toxic to dams from rat and mouse teratogenicity tests. 
According to Da-Silva et al.(1991), toluene was accumulated in breast milk, although no developmental toxicity via lactation was observed.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
108-91-8,Cyclohexylamine,Toxic to reproduction,Category 2,,,,"Based on the evidence of adverse effects on the testes and decreased weaning indices, described in CERI Hazard Data 2001-54 (2002) and MOE Risk Assessment vol.3 (2004), although no data are available on parental toxicity. ","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-93-0,Cyclohexanol,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"Since although the bad influence (the increase in mortality rate and growth inhibition of child) to future-generations was observed in the mouse studies, effect on parent animals were unknown (ACGIH (2001)), it was classified into Category 2.","Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
108-94-1,Cyclohexanone,Toxic to reproduction,Category 2 ,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"In any reports, reproductive toxicity is not reported and it is indicated that there is no teratogenicity in any case. However, in high concentration of exposure, adverse effect of child under indecement of the adverse effect to maternal is reported(ACGIH(2003);DFGOTvol.10 (1998)). Therefore, it was classified into Category 2.","Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
108-95-2,Phenol,Toxic to reproduction,Category 1B,,,,"Based on the description in CERI-NITE Hazard Assessment No.32 (2005): Birth rates decline at dose levels not toxic to parent animals (Narotsky and Kavlock, 1995)","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
108-98-5,Thiophenol,Toxic to reproduction,Category 2,,,,"Based on the evidence of external anomaly in pups at doses inducing maternal toxicity in rat teratogenicity tests, described in NTP DB (Access on Feb., 2006), CERI Hazard Data 99-2 (2000).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-79-5,1-Butanethiol,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"It was considered as Category 2 based on the description that the significant increase in early embryo absorption was observed at the dose in which general toxicity is observed in parental animals in an inhalation exposure examination using the mouse pregnancy (ACGIH (7th, 2001), PATTY (4th, 1994)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-86-4,Ethylene glycol monomethyl ether,Toxic to reproduction,Category 1B,,,,"Based on the evidence of effects on foetal development at dosing levels not toxic to dams in mice and rats, described in CERI Hazard Data 2000-26 (2001).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
110-49-6,2-Methoxyethyl acetate; Ethylene glycol monomethyl ether acetate,Toxic to reproduction,Category 1B,,,,Based on the description in CERI Hazard Data 2001-69 (2002): Adverse effects are observed in the testis and sperm at dosing levels causing no general toxicity. ,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-54-3,Hexane,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"It was considered as category 2 since there is description that the organization injury of the testis accompanied by inhibition of spermatogenesis is observed by inhalation exposure to a rat (EHC 122 (1993), DFGOT vol.4 (1992), IRIS (Access on July 2005) and ATSDR (1999)), and in 1000ppm exposure effect is observed in a testis, muscular atrophy (DFGOT vol.4 (1992)) and weight loss (ATSDR (1999)) were also shown.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
110-71-4,"1,2-dimethoxyethane",Toxic to reproduction,Category 1B,Health Hazard,Danger,May damage fertility or the unborn child,"Since deformation in fetuses' fingers were observed in the developmental toxicity study via oral administration using mice at the dose level where general toxicity was not found in parent animals using mice and increase in fetal death was observed (PATTY(5th,2005)) at the dose level where general toxicity was not found in parent animals in the developmental study via forced oral administration using rats, it was classified in Category 1B. EU-Annex I is Cat. 2; R60/R61, corresponding to GHS Category 1B. ",2008.03.17
110-80-5,Ethylene glycol monoethyl ether,Toxic to reproduction,Category 1B,,,,"Based on the evidence of developlmental effects at dosing levels not toxic to dams in mice, rats and rabbits, described in MOE Risk Assessment Vol. 2 (2003), EHC 115 (1990) and PATTY (4th, 1994).","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
110-82-7,Cyclohexane,Toxic to reproduction,Category 2,Health hazard,Warning,Suspected of damaging fertility or the undorn child ,"It was classified into Category 2 based on the statement that in the dosage with parents' weight decrease, or dosage without the statement about general toxicity of parents, the low weight value of the child at the lactation period and an decrease fetal weight are observed, and the influence to the male genitals (atrophia of testis, the spermatic toxicity) was observed (ACGIH (2002), EU-RAR (2004), DFGOT vol.13 (1999)).","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
